gene_id,gene_name,A5BKO_1,A5BKO_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000025772.8,TOMM34,910,867,687,714,727,730.6736433647504,0.2742485398685609,0.08072452822808539,2.1558316566274333e-4,8.105739508014679e-4,Up
ENSG00000173457.11,PPP1R14B,4476.504,4239.571,3708.484,3711.301,3251.575,3327.657932809006,0.2475880306778767,0.07177443178595223,2.1565328331011487e-4,8.105739508014679e-4,NS
ENSG00000172765.19,TMCC1,331.001,344.999,400.001,476.999,471,425.03639548777124,-0.3688070618548298,0.11513346521904651,2.1580532131856977e-4,8.10871748827568e-4,Down
ENSG00000124532.15,MRS2,937,895,1123,1084.001,1094.001,920.81497135205,-0.2599751962720358,0.07600096871597373,2.1946969181695688e-4,8.240842743646152e-4,NS
ENSG00000153179.14,RASSF3,929,877,740,707,703.999,749.2742841147631,0.2797634615725654,0.08273415661749887,2.194131697258849e-4,8.240842743646152e-4,Up
ENSG00000114030.13,KPNA1,2338,1964.999,1712,1726.999,1903,1757.6438935434671,0.23076242179970868,0.06638600304171471,2.1995452084742502e-4,8.256263898475809e-4,NS
ENSG00000065427.15,KARS1,3933,3850,3357,3359,3306,3436.8682550977423,0.18818707553025077,0.05303836277303859,2.2179531970247654e-4,8.322555510533967e-4,NS
ENSG00000152558.15,TMEM123,4071,4061,4556,4644,4536,5068.412482635007,-0.1816417621241438,0.05105031209901217,2.2211417661864707e-4,8.33171298417606e-4,NS
ENSG00000104660.19,LEPROTL1,2101,1889.998,1669,1718.999,1669.001,1899.4535959495834,0.20660291038891385,0.05875360719387539,2.225656703239713e-4,8.345837947468244e-4,NS
ENSG00000181019.13,NQO1,142.001,144,89.999,76.001,80.001,94.7116692612596,0.599482539363643,0.2213725801488294,2.2298657424842753e-4,8.358806723004838e-4,Up
ENSG00000129810.15,SGO1,662,667,520,519,529.002,716.1165117263663,0.2914108754714986,0.08690354461762738,2.232017773828811e-4,8.361245189078865e-4,Up
ENSG00000241370.6,RPP21,356.798,375,506,455.823,483,422.55127247619373,-0.3585750921705723,0.11153325453486887,2.23172781232876e-4,8.361245189078865e-4,Down
ENSG00000134202.12,GSTM3,240,281,363,372,349,304.71421100456246,-0.41099212331696783,0.13240216117554013,2.2341504221835688e-4,8.366420057786955e-4,Down
ENSG00000149658.18,YTHDF1,2177,2236,1785,1816,1951,1849.677197067662,0.2180973457239279,0.062406984015171384,2.2368886378253884e-4,8.373858406541631e-4,NS
ENSG00000160094.15,ZNF362,598,560,694.999,716.001,718,828.9501869293315,-0.2828503148081798,0.08393872890763658,2.2387074227331398e-4,8.377850996968742e-4,Down
ENSG00000121281.13,ADCY7,1010.999,923.999,732,702,842.001,761.5618966768873,0.2943256253831592,0.08797955246986175,2.2479061780617665e-4,8.409449481045983e-4,Up
ENSG00000118640.11,VAMP8,994.001,1035,1289,1340,1148,1088.6856256254719,-0.29607080386746687,0.08859778232461435,2.2487233853055706e-4,8.409681780439268e-4,Down
ENSG00000177917.12,ARL6IP6,1740.001,1724.001,1423.001,1489,1432.999,1680.972166311328,0.22038571106130395,0.06316383349728724,2.2495213763404313e-4,8.409842084022619e-4,NS
ENSG00000111666.11,CHPT1,977.999,918.001,754,771.001,718.003,849.1199621058533,0.2870001595075713,0.08544754038763552,2.2595637164317308e-4,8.444550708020197e-4,Up
ENSG00000167130.18,DOLPP1,713,670,571,525,493,625.2902627190855,0.31876651410256507,0.09687811338626938,2.2883777550007233e-4,8.549367010212363e-4,Up
ENSG00000182481.10,KPNA2,5715.677,5452.692,6076.216,6425.4,6240.167,5562.486789180205,-0.173932617410043,0.0488355029347476,2.291719376815459e-4,8.558980113881209e-4,NS
ENSG00000204634.13,TBC1D8,34,36,57,58.001,91,108.68347390175992,-0.7264420112703273,0.2939726798192237,2.294535874315917e-4,8.566626226032976e-4,Down
ENSG00000163608.15,NEPRO,922.002,882.998,666.999,765.999,718.999,862.7916908665043,0.2789848067816688,0.08277050231145111,2.2954311157142204e-4,8.567096627248416e-4,Up
ENSG00000095059.17,DHPS,1389.088,1319.49,1619.563,1637.576,1527.443,1779.609979895925,-0.2374984774392706,0.06882669379259697,2.3058442995695002e-4,8.601469706443628e-4,NS
ENSG00000100299.18,ARSA,203.999,120,236.001,230,269,261.76599919242733,-0.49981918178069246,0.17213224839925018,2.3061855565628694e-4,8.601469706443628e-4,Down
ENSG00000124279.12,FASTKD3,342,354,193,258.001,233,242.96728488344817,0.47794884506182217,0.16198888005216727,2.3077030219386692e-4,8.604247926123522e-4,Up
ENSG00000197892.13,KIF13B,617.001,524,642,726,755.999,803.8182636676827,-0.2972367604509806,0.08920830996760469,2.3094287409920438e-4,8.60780049813534e-4,Down
ENSG00000134222.16,PSRC1,668.001,657.999,846,836.001,772.001,893.3622060083206,-0.2900567101943827,0.08671285722323242,2.3220312290501437e-4,8.651877483416343e-4,Down
ENSG00000159596.7,TMEM69,671,641,517,499,516,591.9731114191159,0.3019419605853499,0.09097769650001263,2.3383098226870946e-4,8.709617556945209e-4,Up
ENSG00000115520.9,COQ10B,477.001,512,362,381,369.999,486.220741458754,0.3431579553341975,0.10613928265616303,2.3432335576516335e-4,8.725039161339432e-4,Up
ENSG00000166912.17,MTMR10,369,380.001,474,505,484,498.6002605135373,-0.34735265753368466,0.1077340100032484,2.3446118371565496e-4,8.727253352410592e-4,Down
ENSG00000106683.15,LIMK1,825,765,1015,973,931.001,938.6357119294396,-0.2817542481132401,0.08389406907999578,2.3504206083815976e-4,8.745951993166005e-4,Down
ENSG00000167965.18,MLST8,1073.001,1004.999,833.999,861.002,834,999.7070115890942,0.25489622751671887,0.07471747789479484,2.3542702575734184e-4,8.7573506541734e-4,NS
ENSG00000137266.15,SLC22A23,110,132,179.999,186,193,175.15183452348472,-0.5095594509018774,0.1772265073044648,2.3617092036685994e-4,8.782088614777025e-4,Down
ENSG00000120129.6,DUSP1,184,190,287,270,256,211.41318216724184,-0.45462675388500196,0.1518860037370254,2.364657154655137e-4,8.790115731440006e-4,Down
ENSG00000136813.15,ECPAS,1808,1681.001,1362.999,1343,1580,1670.1402040614967,0.2450378494087368,0.07147684944214687,2.375175372146907e-4,8.826268975508876e-4,NS
ENSG00000134824.14,FADS2,10790.001,9726,11690.001,11203.001,11203.003,12440.10393324911,-0.16318249343822075,0.045739223406934267,2.3760199764005094e-4,8.82646246736907e-4,NS
ENSG00000101654.18,RNMT,1235,1009.001,1296,1294,1385,1399.0167814380425,-0.24165966287230634,0.07036685729117749,2.378866889702116e-4,8.834091547386617e-4,NS
ENSG00000139116.19,KIF21A,15,18,36.999,44,51,39.62958717628516,-0.9954840742383781,0.46466818116276054,2.3813027173898534e-4,8.840189454523599e-4,Down
ENSG00000100403.12,ZC3H7B,3976,3621,3203,3248,3399,3353.0200583337946,0.17870674754084115,0.05043417378237066,2.389235045414918e-4,8.866681339815376e-4,NS
ENSG00000110172.12,CHORDC1,2716.998,2500.998,2096.99,2225.979,2257,1869.7880566280896,0.21307155152710486,0.06113614572759962,2.3972289839311486e-4,8.893384141919121e-4,NS
ENSG00000160219.12,GAB3,39,41,13,16,10,24.175276525979697,1.0952058340048656,0.5308694615614422,2.4050049065271463e-4,8.919260620710233e-4,Up
ENSG00000110046.14,ATG2A,522.001,442,597.001,575,645,615.8273247596705,-0.3108377179994121,0.09445074228882057,2.4193923694434169e-4,8.969631430922548e-4,Down
