gene_id,gene_name,Mix_1,Mix_2,Mix_3,NT_1,NT_2,NT_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSG00000163818.20,LZTFL1,1795,1364.999,1455,115,115.001,119,601.1498636154445,3.5023937325213184,0.10738734221548711,1.327734126628743e-236,5.476657395653448e-234,Up
ENSG00000117450.15,PRDX1,4544,4001,3967,11174,10926.001,10433.001,8832.050049123,-1.572151572060288,0.04817850626588171,1.9425164562850684e-235,7.72635920487386e-233,Down
ENSG00000087087.20,SRRT,3743.001,3115.003,3278,7476.001,7314.001,7920.001,6410.415965324807,-1.3583479624367227,0.04201876952641001,1.2190121682048981e-231,4.681427074930328e-229,Down
ENSG00000153395.10,LPCAT1,2073.001,1678.999,1777.999,4430.001,4492,4431,3514.3086138627345,-1.4680479148093881,0.04654747354374709,1.7131519953975146e-220,6.359791257580706e-218,Down
ENSG00000112759.19,SLC29A1,1015.999,843.001,805,2569.001,2597.001,2654,2029.0175005155486,-1.7494967913200508,0.05554268024782631,3.4817569927124416e-219,1.2508492783173698e-216,Down
ENSG00000184897.7,H1-10,14944,13197,13659,3995,4058,3742,7255.378452231602,1.624939057996645,0.05205747876390736,1.2952144075955272e-215,4.5077508929348085e-213,Up
ENSG00000135316.20,SYNCRIP,5758.425,4333.975,4372.277,10353.108,10574.749,11332.153,8690.55313134275,-1.3578533857244113,0.043613596542481294,3.5378293702380475e-215,1.1939638089800346e-212,Down
ENSG00000116133.13,DHCR24,4936,4009,4278.001,9289.999,9208,9205.001,7449.340337600254,-1.262914412609734,0.04060683985757942,1.0088407479798312e-214,3.304546885368053e-212,Down
ENSG00000175097.9,RAG2,143.001,98,92,1073.001,1168,1167,525.3156652840134,-3.5386668689261276,0.11427457226063256,6.524714791041793e-214,2.0761642465094983e-211,Down
ENSG00000108828.16,VAT1,6266,5323.002,5418,1673,1661.001,1725,3005.29039009932,1.5468043278940873,0.050403414533917744,9.06614026509744e-209,2.8047112258997275e-206,Up
ENSG00000215301.11,DDX3X,6923.9,5086.95,5394.968,12478.804,12571.831,13618.869,10580.894642390303,-1.3523586076051815,0.04429191529576812,3.971346437696192e-207,1.1953752777465538e-204,Down
ENSG00000135916.16,ITM2C,2957,2579,2671.001,585,592.001,541,1450.5290478777492,2.051825897928058,0.06794332980929205,1.4596654646950285e-201,4.277972179028561e-199,Up
ENSG00000106263.19,EIF3B,3445.001,2767.001,2976,6502,6342.001,6821.001,5278.699072207016,-1.293214082742167,0.04322275794391852,4.448082391877668e-199,1.270212656367733e-196,Down
ENSG00000033327.13,GAB2,2036,1584,1628,241,223,275,720.109671993239,2.6126050087916726,0.0877441593630332,1.3479243484452053e-196,3.752958367158563e-194,Up
ENSG00000107815.10,TWNK,581.999,479.999,470,1655.999,1737.999,1717.999,1537.840909005952,-1.932494385067171,0.06512933715983783,1.0693280330930404e-194,2.9046600742822414e-192,Down
ENSG00000132382.15,MYBBP1A,803,684,683.001,2268,2119.001,2494,2097.046473894509,-1.8568740129428287,0.06321050401827703,5.93895451317894e-191,1.5748127717446156e-188,Down
ENSG00000132510.11,KDM6B,4983,3730.001,3943,1186,1147,1246,2131.410454951477,1.6128684329004077,0.05502156352299471,1.222084723180691e-190,3.16519943303799e-188,Up
ENSG00000108312.16,UBTF,2635.001,2215,2266,5126.999,4931.999,5250.999,4345.769020183084,-1.2994736781041332,0.044836217404105684,4.4224949163702363e-187,1.1193937700821664e-184,Down
ENSG00000007350.18,TKTL1,2310,2020,2069.001,9,8,20,746.2372375636569,7.178267999548064,0.24753229740996266,4.715948258968575e-187,1.1671447946696228e-184,Up
ENSG00000214706.12,IFRD2,664,601.999,601,2188.002,2113.001,2002,1774.1289575484002,-1.945691970980974,0.06752235390315324,8.272941920078364e-184,2.0029511774763638e-181,Down
ENSG00000100304.13,TTLL12,1353,1169,1167,2986,3174,3141.999,2773.2125918407373,-1.5275309221918025,0.05344821605037247,1.1741712133769662e-181,2.7822861283785686e-179,Down
ENSG00000276043.5,UHRF1,5313.368,4145.167,4376.73,9374.871,8819.616,9791.394,7752.450742835798,-1.2134034423624902,0.04262543585316656,1.6068347591095287e-180,3.728191398375588e-178,Down
ENSG00000187735.16,TCEA1,9142.091,7339.118,7617.198,3099.725,3129.638,3157.386,4914.364522148061,1.1546894952511393,0.040752364741442726,1.0070881769677919e-178,2.288967556508224e-176,Up
ENSG00000055044.11,NOP58,2081,1609.999,1784.001,4249.001,4077.999,4160,3677.432340359082,-1.3860721407456302,0.0491486753517329,2.538776896207366e-177,5.654871658612287e-175,Down
