gene_id	gene_name	cDC1_TNFa_1	cDC1_TNFa_2	cDC1_TNFa_3	cDC1_Tumor_1	cDC1_Tumor_2	cDC1_Tumor_3	cDC1_Tumor_TNFa_1	cDC1_Tumor_TNFa_2	cDC1_Tumor_TNFa_3	cDC1_un_1	cDC1_un_2	cDC1_un_3
ENSMUSG00000031953.3	Tmem170	168	155	159	189	227	219	264	319	278	89	79	86
ENSMUSG00000031954.7	Cfdp1	3301	3035	3339	2343	2418	2731	2973	3521	3345	2510	2572	2516
ENSMUSG00000031955.11	Bcar1	31	24	33	1475	1760.001	1966.999	1583	1946	2198	1	0	0
ENSMUSG00000031957.7	Ctrb1	0	0	0	1	0	1	0	2	0	0	0	0
ENSMUSG00000031958.17	Ldhd	15	17	6	23	28	26.999	25	21	37	21	19	20
ENSMUSG00000031959.16	Wdr59	381	361	418	652	696	839	654	835	811	304	304	328
ENSMUSG00000031960.15	Aars1	8113	7841	8327	11717.001	12805	13562	11886	14667.999	14378.999	3794.768	4116.533	3910.222
ENSMUSG00000031962.7	Cdh15	3	4	4	16	19	18	4	7	9	2	1	2
ENSMUSG00000031963.9	Bmper	11	12	12	3	3	5	8	17	7	0	3	2
ENSMUSG00000031965.16	Tbx20	0	0	0	2	1	0	2	0	3	0	0	0
ENSMUSG00000031966.8	Glb1l3	0	0	0	2	0	0	0	1	0	0	0	0
ENSMUSG00000031967.16	Afg3l1	3310.001	2911	3070.001	3210	3390	3994	2823	3339	3194	3662.999	3892	3810
ENSMUSG00000031969.17	Acad8	726.999	657	662	1286	1431.001	1660	1404	1724	1610.001	851.001	948.001	843
ENSMUSG00000031970.18	Dbndd1	3	4	2	35	21	45	29	32	45	4	5	6
ENSMUSG00000031971.16	Ccsap	194	146	161	195	222	319	141	224	215	466	551	528
ENSMUSG00000031972.6	Acta1	0	0	2	4.001	5.002	7.009	10.001	6.001	3.001	2.718	6.001	5.001
ENSMUSG00000031974.9	Abcb10	1024	1034	1011	824	896	1047	1021	1248	1084	1057	1046	1002
ENSMUSG00000031976.15	Urb2	602	574	559	667	716	792	618	843	764	627	685	653
ENSMUSG00000031979.18	Cog2	1258	1183	1193	1707	1790.001	2060.001	1722	2043	2032.999	1076	1170	1015.999
ENSMUSG00000031980.11	Agt	0	0	0	950	1157	1270	855	1196	1225	0	0	1
ENSMUSG00000031981.8	Capn9	0	0	0	9	10	7	7	10	11	0	0	0
ENSMUSG00000031982.6	Arv1	129	137.001	137.999	149	165	161	153	200	182	102	109.999	96
ENSMUSG00000031983.8	2310022B05Rik	957	935	874	1307	1362	1633	1451	1713	1686	855	922	826
ENSMUSG00000031984.9	2810004N23Rik	822	834	832	1224	1388	1523	1257.999	1570	1512	976.999	1091	958.999
ENSMUSG00000031985.10	Gnpat	1697.925	1568.634	1658.138	2074.836	2300.296	2690.756	2031.364	2497.292	2425.914	2209.188	2377.922	2145.697
ENSMUSG00000031986.7	Sprtn	1000	1024	1050	987	1163	1205	1193	1512	1342	925	979	864
ENSMUSG00000031987.7	Egln1	2296	2251	2335	2669	2693	3207	2298	2814	2533	4414	4949	4771
ENSMUSG00000031988.11	Vps26b	2289	1997	2180	2498	2662	3048	2651	3263	2976	3011	3291	3008
ENSMUSG00000031990.16	Jam3	0	0	1	475	518	568	458	625.999	577	1	0	0
ENSMUSG00000031991.11	Spata19	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031993.8	Snx19	1512	1350.001	1406	2300	2682.999	2965	2728	3342	3186	1187	1169	1128.001
ENSMUSG00000031994.14	Adamts8	0	1	2	0	1	1	0	0	1	0	0	0
ENSMUSG00000031995.10	St14	6796	6884	7633.999	1488	1457.001	1158.001	3683	4078	3692.001	353	377	364.001
ENSMUSG00000031996.18	Aplp2	6088.999	5724	6039.999	14163	16453	17941	16639.002	21359	20179.001	2412	2666	2512
ENSMUSG00000031997.10	Trpc6	1	1	0	2	1	2	3	1	0	2	1	1
ENSMUSG00000031998.7	1700128F08Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032000.18	Birc3	14697.015	14381.734	14875.769	4393.811	4380.336	3814.657	9179.706	10056.138	8657.818	2304.361	2380.075	2175.995
ENSMUSG00000032002.11	Dcun1d5	3266.001	2929	3111	2098.001	2192	2469	2325	2971.001	2657	2592.001	2813.001	2628.001
ENSMUSG00000032006.16	Pdgfd	0	0	0	2	2	5	5	3	8	0	0	0
ENSMUSG00000032009.9	Sesn3	2720	2575.999	2517	5943.999	7261.999	7743	6379	8723	7994	2770.999	2879	2617
ENSMUSG00000032010.16	Usp2	154	135.001	138	908	1088	1064	802	1087	1136	65	76	91
ENSMUSG00000032011.6	Thy1	0	1	0	1	5	0	5	7	5	3	3	4
ENSMUSG00000032012.10	Nectin1	2134	2109	2325	664	678	620	1334	1368	1119	1427	1551	1449
ENSMUSG00000032013.7	Trim29	1	0	3	9	8	7	5	6	20	0	1	1
ENSMUSG00000032014.7	Oaf	592	536	576	706	854	933	938	1188	1076	113	134	87
ENSMUSG00000032015.17	Pou2f3	0	0	0	0	2	0	1	0	1	0	0	0
ENSMUSG00000032017.15	Grik4	1	1	1	188	205	222	163	222	242	8	3	12
ENSMUSG00000032018.15	Sc5d	1480	1395	1435	1139	1325	1593.999	1332.999	1716.001	1496	1454	1504.999	1359
ENSMUSG00000032020.16	Ubash3b	5771	5355	5438.999	3283	3270	3387	6107	6676	5655	2941	3248	2977
ENSMUSG00000032021.15	Crtam	25	26	31	5	4	5	17	13	12	5	6	3
ENSMUSG00000032023.8	Jhy	0	0	0	0	0	1	2	2	2	0	0	0
ENSMUSG00000032024.11	Clmp	6	5	5	16	6	12	3	16	11	5	2	6
ENSMUSG00000032026.8	Rexo2	2788	2612	2605.001	3345	3572.001	4292.999	3115.001	3880.999	3722	2244.999	2476.999	2346.999
ENSMUSG00000032028.16	Nxpe2	1	0	0	1	2	0	0	2	4	1	1	2
ENSMUSG00000032030.18	Cul5	1027	1031	1069	1952.001	2323	2481	2115.001	2745.999	2461	934.999	974.001	876.999
ENSMUSG00000032033.12	Barx2	1	0	0	4	0	1	2	4	1	0	0	2
ENSMUSG00000032034.7	Kcnj5	0	0	0	0	0	1	1	0	1	0	0	0
ENSMUSG00000032035.17	Ets1	17	19	25	8655.001	10304	11381	8692	11430	11561	26	27	29
ENSMUSG00000032036.16	Kirrel3	1	1	0	8	12.001	11	11	18	19	0	0	0
ENSMUSG00000032038.8	St3gal4	1486	1428.999	1515	2658	2968	3547	2537.999	3062.999	2966.001	2997	3050	2866.001
ENSMUSG00000032040.16	Dcps	1172	1077	1184	993	1041	1143	959	1234	1128	1166.999	1272	1294
ENSMUSG00000032041.16	Tirap	375	283.999	328	518.999	596	612.999	419	588.001	598	641	808.001	716
ENSMUSG00000032042.12	Srpr	4295.902	3918.773	4201.724	6472.893	7157.806	8242.681	6922.728	8406.904	7821.62	3233.914	3541.844	3311.873
ENSMUSG00000032044.5	Rpusd4	715	712	674	785	860	987	796	1010	961	852	939	887
ENSMUSG00000032046.16	Abhd12	2311	2238.999	2384	5684	6294.001	6792.999	5822	7735	7717	2659.999	2781.001	2630
ENSMUSG00000032047.6	Acat1	2262	2104	2111	4336	5003	5942	4236	5291	5050	2955	3031.001	2860
ENSMUSG00000032048.4	4930510E17Rik	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000032050.19	Rdx	5447	4935	5185.999	5498	6119.001	6607	6577	8071.001	7684	4667	5153	4813
ENSMUSG00000032051.10	Fdx1	577	472	545.001	727	741	883	952.001	1034	997	464	459.001	415
ENSMUSG00000032053.9	Pou2af1	6	6	4	13	9	7	10	10	6	4	9	2
ENSMUSG00000032056.11	Btg4	0	0	0	1	0	2	1	2	0	1	0	0
ENSMUSG00000032057.10	Hoatz	0	0	0	5	1	5	6	2	1	0	0	0
ENSMUSG00000032058.15	Ppp2r1b	1504	1404.001	1440	1693.999	1972.001	2332	1877.999	2305	2150	1015	1075	1047
ENSMUSG00000032059.14	Alg9	1004.999	934.001	1093	1144.001	1212	1272	1602	1880	1808	571	673	573.999
ENSMUSG00000032060.11	Cryab	10	12	9	5021	5565	6347	5977.001	7759	8184.001	15	13	9
ENSMUSG00000032062.4	2310030G06Rik	0	0	0	38	35	49	34	42	58	0	0	0
ENSMUSG00000032064.18	Dixdc1	3	4	0	784.001	975	987.999	769.001	1014	986.001	4	3	2
ENSMUSG00000032065.7	Tex12	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000032066.10	Bco2	53	75	79	203	229	324	56	71	83	394	441	476
ENSMUSG00000032067.7	Pts	1007.001	934.001	1023	1120.001	1143.001	1408	1097.001	1267	1301	1430.001	1594.001	1395.999
ENSMUSG00000032068.15	Plet1	123	132	142	294	195	217	180	151	140	15	10	8
ENSMUSG00000032076.21	Cadm1	5606.999	4990	5374.999	6933.999	7757.001	8725.999	5734.001	7219.001	6716	14263	15079	14873.999
ENSMUSG00000032077.6	Bud13	661	655	651	759	733	861	790	903	913	632	745	611.999
ENSMUSG00000032078.18	Zpr1	1809.999	1738	1735	1390	1508.999	1675.001	1427	1676.999	1631	1663	1856	1562.999
ENSMUSG00000032079.13	Apoa5	0	0	0	1	1	2	1	1	1	0	0	0
ENSMUSG00000032080.7	Apoa4	1	0	0	4	2	2	4	8	4	0	0	0
ENSMUSG00000032081.11	Apoc3	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000032083.9	Apoa1	3	0	0	0	0	2	1	2	6	0	0	2
ENSMUSG00000032085.6	Tagln	20	17	12	14	17	20	30	19	22	11	9	9
ENSMUSG00000032086.13	Bace1	38	45	35	1107	1321.999	1508	1160	1603	1473	64	71	58
ENSMUSG00000032087.12	Dscaml1	2608	2769.001	2954	259	263	238.001	1066	1161.001	958	13	17	12
ENSMUSG00000032089.17	Il10ra	5892	6172	6100	2358.001	2301	2611.999	3233	3077	2804.999	4049	4264	3471
ENSMUSG00000032091.16	Tmprss4	19	11	10	10	13	12	32	41	34	2	1	4
ENSMUSG00000032092.6	Mpzl2	1038	1047	1153	111	105	82	826	726.999	597	22	19	21
ENSMUSG00000032093.8	Cd3e	0	8	3	1	0	2	3	1	0	0	1	1
ENSMUSG00000032094.9	Cd3d	4	4	1	2	0	1	1	0	2	2	1	4
ENSMUSG00000032096.17	Arcn1	7163.614	6610.578	7007.662	7424.805	7941.748	9249.891	7852.5	9471.684	8904.73	5389.991	6042.994	5591.994
ENSMUSG00000032097.11	Ddx6	15420.994	15406.982	15023	13652	15220	15555.999	20202	23892.974	20165	10565.994	11538	10168.996
ENSMUSG00000032098.14	Treh	0	0	1	1	1	1	0	4	1	0	0	0
ENSMUSG00000032099.4	Pate4	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000032101.7	Ddx25	0	2	0	147	160	221	147	197	217	0	0	0
ENSMUSG00000032103.11	Pus3	520	536	585.001	594.999	641	782	539	701.001	689.999	591	656	612
ENSMUSG00000032105.6	Nherf4	0	2	1	1	3	6	3	4	6	0	0	2
ENSMUSG00000032108.4	Pate6	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000032109.16	Nlrx1	379	359.001	346.999	471	504.999	553	433.001	556.999	574	213	233	251
ENSMUSG00000032110.5	Acrv1	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000032112.11	Trappc4	3564.001	3170	3291	2393	2414	2939.999	2572	2543.999	2445	3352.001	3583	3352
ENSMUSG00000032113.17	Chek1	258.001	226.001	232.001	292.001	296	467.001	228.001	338	301	272	316	298
ENSMUSG00000032114.10	Slc37a4	489.999	403	458	549	545.999	669	488	591	530.001	791.999	858	781.999
ENSMUSG00000032115.15	Hyou1	9086	8686.998	8800.001	9097	10025.001	11492.999	7301.999	8829.002	8203	7225.001	7481	7072
ENSMUSG00000032116.19	Stt3a	7146.001	6560.001	6771.999	7809	8177.999	9643.001	6619	8352.999	7482.001	8493	8823	8394
ENSMUSG00000032118.17	Fez1	0	0	1	1091.999	1252.001	1478	1126.999	1514	1494.999	0	0	0
ENSMUSG00000032119.6	Hinfp	1221.999	1290.999	1232	1063.001	1111	1220	1121	1352.002	1234.001	1202	1316.999	982
ENSMUSG00000032120.12	C2cd2l	1057.002	1107	1144.001	3780.999	4114.999	4627	3246.001	4467	4550.999	1022.001	1117.999	1079
ENSMUSG00000032121.10	Tmem218	104	103	98	459	529	608	590	755	702	142	144	144
ENSMUSG00000032122.16	Slc37a2	344	346	322	1661	1749	2058	1638	2110	1961	326	356	323
ENSMUSG00000032123.6	Dpagt1	1374	1239	1288	1469	1513	1897	1257	1513.999	1482	2244	2508	2404.001
ENSMUSG00000032125.22	Robo4	0	1	0	3	4	2	0	1	1	1	0	0
ENSMUSG00000032126.17	Hmbs	815	768	819.962	867.001	931.937	1031	829	1059	1062.983	714	821	767.993
ENSMUSG00000032127.10	Vps11	2834.001	2848.999	2825	3717	4177	4525.001	3662	4493	4381	2562	2826	2477
ENSMUSG00000032128.16	Robo3	0	0	1	72	73.001	64	87	61.999	95	0	0	1
ENSMUSG00000032131.17	Abcg4	11	9	20	19.999	22	17	24	35	18	2	2	1
ENSMUSG00000032135.16	Mcam	11	6	7	5603.001	6177.999	6462	6095.002	8606	8753.999	12	11	10
ENSMUSG00000032171.8	Pin1	1771	1678	1640	2918	3113.989	3450.999	2925	3580	3579	1705	1844	1723
ENSMUSG00000032172.9	Olfm2	1	1	0	49	45	56	134	128	135	0	0	0
ENSMUSG00000032174.6	Icam5	111	108	118	38	38	43	80	88	85	11	12	4
ENSMUSG00000032175.12	Tyk2	13609	13557.001	14117	6161.999	6391	7033	10132	10527.999	9500.999	8052	8992	7766
ENSMUSG00000032177.19	Pde4a	1153.999	1168	1192	625	659	829	563.999	771.999	742	1245.999	1402.999	1250
ENSMUSG00000032178.15	Ilf3	2745.001	2645.969	2747.949	3517.987	3831.95	4215.999	3337.999	4200	4262.998	2972.001	3189	3012.957
ENSMUSG00000032179.8	Bmp5	0	0	0	1	1	3	2	2	2	0	1	0
ENSMUSG00000032180.12	Tmed1	330	310.999	301.001	529	506.999	629	583	707	714	326.999	403.999	314.999
ENSMUSG00000032181.8	Scg3	0	0	0	0	0	2	1	1	0	0	0	0
ENSMUSG00000032182.16	Yipf2	416	386	377	783.001	849	917	800.001	936	932.001	510	520	532
ENSMUSG00000032184.6	Lysmd2	151.999	149.999	163	173	180	153	283.001	356	345	3	5	6
ENSMUSG00000032185.17	Carm1	1969	2002	2000.001	2171.001	2413	2615.001	2315	3128.001	3125.001	1897	2104.001	1943.001
ENSMUSG00000032186.16	Tmod2	536	562	523	489.001	534.999	399.999	974.998	1148	926.001	10	10	4
ENSMUSG00000032187.17	Smarca4	7534.999	7313.999	7496	8754	9670	10553.001	9343	11760.001	11432	6104	6976	6084
ENSMUSG00000032191.7	Bcl2l10	0	0	0	1	1	2	1	0	0	0	0	0
ENSMUSG00000032192.10	Gnb5	26	21	15	1541	1854.999	2198.999	1723	2371	2351	12	25	17.001
ENSMUSG00000032193.10	Ldlr	8058.998	7999.001	8097	3087	3253	3453	6471.001	7179	6389	4667.999	4865	4155
ENSMUSG00000032194.10	Kank2	30	25	24	1171	1410	1479	1241	1581	1640	77	84	86
ENSMUSG00000032198.10	Dock6	636.001	618.001	634.999	923.999	952.001	1018	1141.999	1242.998	1137	363	382.001	324.999
ENSMUSG00000032199.14	Polr2m	4998	4575	4896	5875.001	6393	7143.001	6829.999	8447	7816	5028.999	5319.001	4905.999
ENSMUSG00000032202.12	Rab27a	4316	3922	4101	8460.999	9688.999	11221.001	8933	11177.001	10778.999	2681.999	3201	3071
ENSMUSG00000032204.14	Aqp9	1	2	0	6	7	9	5	4	5	4	0	1
ENSMUSG00000032207.11	Lipc	0	0	1	8	11	18	20	24	15	0	0	0
ENSMUSG00000032212.11	Sltm	3732	3678.001	3733	3360	3484.001	3781	3839	4553.999	4211	3035.001	3409	3000
ENSMUSG00000032215.16	Rsl24d1	1768.61	1674.916	1751.899	1927.914	2098.676	2461.921	1901.803	2204.609	2182.841	2037.852	2355.891	1967.811
ENSMUSG00000032216.16	Nedd4	15032	13868.001	14528.654	24958.937	29504.514	32817.068	27978.777	37340	34995.509	5407	5940	5105.999
ENSMUSG00000032217.14	Rnf111	2243	2270.999	2308.001	1875.999	2014.998	2206	2289	2731	2568	1577	1837	1530.998
ENSMUSG00000032218.8	Ccnb2	347	328	365	1120	1129	1290	519	628	590	2537	2722	2679
ENSMUSG00000032220.11	Myo1e	75	53	66	2054	2554.001	2778	2156	2791	2727	30	51	39
ENSMUSG00000032221.15	Mns1	202	225.001	218	449	516	562	289	403	393	793.001	877.999	831
ENSMUSG00000032224.16	Fam81a	0	0	0	162	158	200	143	230	226	0	0	0
ENSMUSG00000032226.6	Gcnt3	0	0	0	0	0	2	0	0	4	0	0	0
ENSMUSG00000032228.17	Tcf12	1536.999	1372.001	1334	8639.001	10053.001	11135.001	8603	12109	11442.999	1795.001	1905	1768
ENSMUSG00000032231.15	Anxa2	22923.999	21486	22600.001	9574	9550	11384	21039	21529	19259.999	15402	16782	16069
ENSMUSG00000032232.15	Cgnl1	2201	2259	2505	153	178	171	348	382	323	34	46	43
ENSMUSG00000032235.16	Ice2	562	560	567	657.999	713	719.001	680.001	919	919	465	504	449
ENSMUSG00000032238.18	Rora	345	402	400	572.999	726	768.999	738	907.999	814	22	24	27
ENSMUSG00000032239.11	Rp9	2155	1902.999	2087.001	1146.001	1134	1304.001	1452.001	1719.999	1630	2381	2481.999	2402
ENSMUSG00000032243.9	Itga11	0	1	0	6	5	8	11	8	9	0	0	0
ENSMUSG00000032244.10	Fem1b	2457	2259	2548	3605	3860	3930	5294	6452.461	5968	1471	1628	1370
ENSMUSG00000032245.13	Cln6	840	799	819	1716	1997	2209	1775	2169	2319	2236	2428	2313
ENSMUSG00000032246.15	Calml4	0	0	0	25	40	41.001	30	29	41	0	0	1
ENSMUSG00000032249.15	Anp32a	8137	7600.989	8100	7996.996	8365.987	9517.989	7486.99	9053.001	8497	10434.994	11207.993	10903.999
ENSMUSG00000032251.13	Irak1bp1	116	90	97	276	323	370	318	393	412	20	30	17
ENSMUSG00000032252.15	Glce	1339.001	1312	1313.999	1321	1354	1396	1526.001	1778	1639.001	1789	1890	1679
ENSMUSG00000032253.14	Phip	5905.001	6088	5851	2364	2634.999	2715.999	3599	4028.999	3541	2509.001	2738.999	2130.999
ENSMUSG00000032254.11	Kif23	803.999	797.001	814.999	1552	1704.998	2120.998	613.999	717.999	704.001	6182.999	6796.999	6355.998
ENSMUSG00000032257.7	Ankk1	1	0	0	2	3	5	2	2	2	0	0	0
ENSMUSG00000032258.16	Lca5	24	18	21	140	139	156	203.001	274	229	41	56	51
ENSMUSG00000032259.9	Drd2	0	0	0	1	0	2	1	0	0	0	0	0
ENSMUSG00000032261.17	Sh3bgrl2	9	7	9	486	590	550	633	885	766	7	6	10
ENSMUSG00000032262.14	Elovl4	1	2	2	48	61	74	56	73	85	0	0	0
ENSMUSG00000032263.15	Bckdhb	151	193	164	163	175	224	133	163	180	162	196	153
ENSMUSG00000032264.10	Zw10	1259	1298	1363	2246	2341	2599.001	2147	2667	2602	1187	1320	1172
ENSMUSG00000032265.15	Tent5a	1334	1317	1279	869	904	957	847	1147	1090	923	1054	819
ENSMUSG00000032267.9	Usp28	268.001	301.001	271	376.001	391	436	446	553	472.001	264.999	307	256
ENSMUSG00000032268.14	Tmprss5	0	0	0	6	8	10	7	2	5	0	0	0
ENSMUSG00000032269.9	Htr3a	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000032271.14	Nnmt	0	0	0	320	300	390	316	408.001	387	0	0	0
ENSMUSG00000032274.10	Cyp19a1	0	0	0	5	1	1	1	2	0	0	0	0
ENSMUSG00000032278.12	Paqr5	4	4	6	13	13	29	11	8	9	20	15	24
ENSMUSG00000032279.12	Idh3a	1766.999	1617	1637	5491.999	6341	7222	5846.999	7120	6954	1609	1810.999	1600
ENSMUSG00000032280.18	Tle3	11240.999	10978	11541	6699.998	6819.001	7112.999	7652.999	8028	7371.998	6143	6958.001	6375
ENSMUSG00000032281.12	Acsbg1	0	0	0	42	47	57	42	51	66	0	0	0
ENSMUSG00000032285.16	Dnaja4	19	23	23	18	21	21	31	48	46	6	6	7
ENSMUSG00000032288.10	Imp3	1577.953	1385.737	1486.945	1381	1520.046	1700.973	1350.955	1770.945	1614.723	2031.97	2185	2035.951
ENSMUSG00000032289.16	Thsd4	0	0	0	11	17	25	14	29	22	0	1	0
ENSMUSG00000032290.8	Ptpn9	2130.001	1959	2091.999	1805	1998	2235	2134	2625.999	2423	1598	1742.999	1536
ENSMUSG00000032291.9	Crabp1	0	0	0	0	1	2	0	0	0	0	0	0
ENSMUSG00000032292.9	Nr2e3	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000032293.9	Ireb2	1790	1832	1812	2657	3040	3290	2931.001	3772	3295	1552	1696.001	1422
ENSMUSG00000032294.18	Pkm	43581.787	40447.133	43563.182	92427.061	100180.207	114011.764	99713.224	124181.714	118345.652	43609.492	46848.186	44607.554
ENSMUSG00000032295.16	Man2c1	2323.001	2391.999	2375.002	1928.003	2019.999	2255.001	1939.999	2255.001	2281.001	2442.999	2611.001	2166.002
ENSMUSG00000032297.12	Celf6	92	67	88	25	21	21	94.999	103	103	2	2	0
ENSMUSG00000032298.14	Neil1	267	252	241	334	394	458	410	467	475	318	349	325
ENSMUSG00000032299.11	Commd4	1827	1769	1833.001	1625.999	1783	2119.999	1836	2012.999	2028.999	1811	1967	1733.998
ENSMUSG00000032300.8	1700017B05Rik	1394.001	1313	1413	1088	1077	1145	939.999	1219	1226.999	2089	2433	2080
ENSMUSG00000032301.14	Psma4	6316.753	5807.284	6237.621	5136.767	5376.587	6131.989	5017.413	5883.634	5379.867	5319.579	5677.716	5355.338
ENSMUSG00000032303.9	Chrna3	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000032305.16	Fam219b	589	662.999	652.999	916	965.001	1128.999	856	1113	1032	839	944	809
ENSMUSG00000032306.15	Mpi	771	749	812.001	1281.999	1416.001	1512	1653.001	1995.001	1825	376	445	443
ENSMUSG00000032307.17	Ube2q2	1232.977	1122.974	1146.01	1411.967	1461.915	1754.982	1382.984	1734.957	1656.966	1565.965	1631.999	1413.905
ENSMUSG00000032308.10	Ulk3	848	894.999	952.001	899.999	965	971.001	1482	1642.999	1599	395	464.001	368.001
ENSMUSG00000032309.16	Fbxo22	1244	1228	1187.999	1911.999	2036	2194.999	2091	2493.999	2385	1212	1358	1120.001
ENSMUSG00000032310.5	Cyp1a2	0	0	0	3	0	0	0	2	0	0	0	0
ENSMUSG00000032311.18	Nrg4	2	1	3	8	16	17	13	7	12	6	4	7
ENSMUSG00000032312.8	Csk	7685	7091.998	7394.001	8302	8351.001	10313	5897.001	7023.999	6713	11808	13046.001	12199.999
ENSMUSG00000032313.12	Tmem266	2	2	3	12	7	17	5	10	8	3	0	5
ENSMUSG00000032314.15	Etfa	2793.001	2588	2686.001	3587.999	3829	4394	3500	4281.999	4031.999	2640	2940.001	2721.001
ENSMUSG00000032315.7	Cyp1a1	0	0	0	4	4	4	3	10	4	0	0	0
ENSMUSG00000032316.9	Clk3	3571.999	3882	3718	2977	3129.001	3367.999	4281	4573	4434.001	3138.999	3486.999	2870.999
ENSMUSG00000032318.13	Isl2	2	1	4	2	1	1	1	0	2	0	0	0
ENSMUSG00000032320.8	Rcn2	1472.001	1387	1337	2663	2985	3574.001	2613.001	3171.999	3035	1939.999	1949	2078
ENSMUSG00000032322.15	Pstpip1	2250	2229	2197.001	3110.001	2893	3620	1190	1300.999	1347	7674	8202.001	7172
ENSMUSG00000032323.14	Cyp11a1	1	0	0	118	117	85	188	326	308	1	0	0
ENSMUSG00000032324.12	Tspan3	13990.001	13275	13521.999	9838	10527	10494	16440	18985.999	17463	1402	1473	1364
ENSMUSG00000032327.15	Stra6	21	11	37	33	42	40	53	79.999	94	1	0	0
ENSMUSG00000032328.13	Tmem30a	5595.999	4932	5025	7014	7872	9079	7575.999	9236	8469.999	6045.001	6385	6101
ENSMUSG00000032329.5	Hmg20a	927.001	856.001	847.999	1409	1549.001	1775.001	1440	1972.999	1863.002	1151	1347.001	1096
ENSMUSG00000032330.8	Cox7a2	3219	2888	3137	6703.997	7122	7973	6753	8534	8526	3000	3213	2975
ENSMUSG00000032332.18	Col12a1	2	7	3	25	29	30	28	27	32	8	6	4
ENSMUSG00000032333.7	Stoml1	781	732.001	667.001	1809.001	1803	1793.999	2268.002	2373	2259	487	576	514
ENSMUSG00000032334.11	Loxl1	0	0	0	1	3	3	18	17	20	0	4	3
ENSMUSG00000032336.19	Nptn	5784.001	5356.998	5708	5708	6094	6958.001	5422.999	6891.001	6291.999	8503.999	9134.002	8726.999
ENSMUSG00000032338.10	Hcn4	3	3	0	21	16	13	101	124	100	0	0	1
ENSMUSG00000032340.9	Neo1	20	12	21	2619	3231.001	3510	2598	3569.999	3479.001	7	8	10
ENSMUSG00000032342.14	Mto1	523.999	484.999	499.001	636	684	829	607	661.999	684.001	532.001	554	514
ENSMUSG00000032343.16	Impg1	0	0	0	1	4	3	1	2	1	1	1	2
ENSMUSG00000032344.18	Cgas	1004	945.001	993	787	781	958	406	451	406	1128	1260	1177
ENSMUSG00000032346.8	Ooep	0	0	0	3	5	4	3	1	2	0	0	0
ENSMUSG00000032348.7	Gsta4	0	1	2	589	748	847	563	728	727	0	0	1
ENSMUSG00000032349.14	Elovl5	6089.999	5577	6099	3733.999	3770.999	4134.999	5088	5778	5197	4305	4492.999	4355
ENSMUSG00000032350.10	Gclc	8149	7892	7785	1816	2002	2046	3236	3337	2920	1669	1767	1691
ENSMUSG00000032352.17	Lrrc1	1083.999	1056	1015.999	1861	1962.001	2126	1868	2251.999	1985.999	2917	3222	2703
ENSMUSG00000032353.10	Tmed3	2401	2176	2378	1979	1971	2396	2095	2553	2465	2387	2602	2384
ENSMUSG00000032355.17	Mlip	0	0	0	104.999	112.999	137.001	122	132	141	0	0	0
ENSMUSG00000032356.13	Rasgrf1	8	13	4	69	89	59	335	363	361	2	3	1
ENSMUSG00000032357.13	Tinag	0	0	0	0	1	0	1	1	1	0	0	0
ENSMUSG00000032358.13	Fam83b	0	0	0	0	0	0	1	3	0	0	0	0
ENSMUSG00000032359.15	Ctsh	20739	19536	21198.999	8089.001	7645	8491	13319	13913.999	12231	10183	10602.001	9693.001
ENSMUSG00000032360.17	Hcrtr2	0	0	0	0	1	1	3	3	1	0	0	0
ENSMUSG00000032363.16	Adamts7	7	2	4	99	107	91	236	274.999	248	0	0	1
ENSMUSG00000032366.16	Tpm1	4264.998	4408	4502.001	6173.001	6807	7330.999	8362	10683.001	9952	1272.001	1359.999	1249.001
ENSMUSG00000032368.15	Zic1	0	0	0	23	25	9	11	24	22	0	0	1
ENSMUSG00000032369.14	Plscr1	3934.907	3966.978	4103.943	2488.979	2455.936	2570.976	3760.984	4107.916	3784.934	339.001	301.001	291
ENSMUSG00000032370.9	Lactb	5294	5079	5204	3391	3587	3401	10482	11282	9397	1737	1895	1783
ENSMUSG00000032372.15	Plscr2	9	6	9	82	76	84	113	140.008	134	0	1	1
ENSMUSG00000032373.16	Car12	2	5	5	29	50	35	21	47	44	2	6	1
ENSMUSG00000032374.15	Plod2	9	16	14	2693.001	3131.001	3611	2883	3932	3470	11	7	10
ENSMUSG00000032375.16	Aph1b	453.045	472.463	447.805	645.758	805.17	894.141	623.534	834.215	743.324	1125.257	1357.511	1088.076
ENSMUSG00000032376.13	Usp3	2879	2821.999	2945	2162	2117.001	2294.999	3210.002	3847	3539.001	2286	2517	2180
ENSMUSG00000032377.9	Plscr4	3	0	1	210	277	271	251	334	297	3	1	0
