gene_id	gene_name	NC_1	NC_2	NC_3	NC_4	pi5_1	pi5_2	pi5_3	pi5_4
LOC103094023	LOC103094023	0	0	0	0	0	0	0	0
LOC103094032	LOC103094032	0	0	0	0	0	0	0	0
LOC103094033	LOC103094033	0	0	0	0	0	0	0	0
LOC103094035	LOC103094035	0	0	0	0	0	0	0	0
LOC103094036	LOC103094036	0	0	1	0	0	0	0	1
LOC103094041	LOC103094041	2	0	1	0	0	0	3	0
LOC103094046	LOC103094046	0	0	0	1	0	4	1	0
LOC103094047	LOC103094047	0	3	0	0	2	0	0	0
LOC103094048	LOC103094048	0	0	0	0	0	0	0	0
LOC103094051	LOC103094051	0	0	0	0	0	0	0	0
LOC103094052	LOC103094052	1	0	1	0	0	0	0	1
LOC103094054	LOC103094054	0	0	0	0	0	0	0	0
LOC103094060	LOC103094060	4	0	0	0	1	0	0	0
LOC103094062	LOC103094062	0	2	0	0	0	0	0	0
LOC103094069	LOC103094069	0	0	0	0	0	0	0	0
LOC103094073	LOC103094073	0	0	0	0	0	0	0	0
LOC103094074	LOC103094074	0	0	0	0	0	0	0	0
LOC103094075	LOC103094075	0	0	0	0	0	0	0	0
LOC103094078	LOC103094078	2	0	0	0	2	0	0	1
LOC103094082	LOC103094082	0	0	0	0	0	0	0	0
LOC103094085	LOC103094085	18	22	13	11	8	13	22	6
LOC103094086	LOC103094086	0	0	0	0	0	0	0	0
LOC103094087	LOC103094087	0	1	0	0	1	0	0	0
LOC103094093	LOC103094093	0	0	0	0	0	0	0	0
LOC103094094	LOC103094094	0	0	0	0	0	0	0	0
LOC103094099	LOC103094099	0	0	0	0	0	0	0	0
LOC103094100	LOC103094100	612	479	445	393	402	365	313	350.999
LOC103094101	LOC103094101	677	532	590	464.698	464	425	488	523.315
LOC103094103	LOC103094103	0	0	0	0	0	0	0	0
LOC103094104	LOC103094104	0	1	0	2	1	1	0	2
LOC103094105	LOC103094105	0	0	0	0	0	0	0	0
LOC103094109	LOC103094109	3695	2251	2360	2030	2252	2058	1825	2022
LOC103094119	LOC103094119	24	27	24	21	14	16	16	20
LOC103094121	LOC103094121	0	0	0	0	0	0	0	0
LOC103094122	LOC103094122	0	0	0	0	0	0	0	0
LOC103094125	LOC103094125	0	0	0	0	0	0	0	0
LOC103094128	LOC103094128	0	0	0	0	0	0	0	0
LOC103094135	LOC103094135	37	9	14	25	27	18	8	22
LOC103094137	LOC103094137	1890	1436	1560	1250	1377	1331	1189	1292
LOC103094140	LOC103094140	0	0	0	0	0	0	0	0
LOC103094143	LOC103094143	3	1	0	0	0	1	1	0
LOC103094144	LOC103094144	0	0	1	0	0	0	0	0
LOC103094147	LOC103094147	4271	3173	3133	2520	2881	2589	2210	2641
LOC103094158	LOC103094158	3	4	5	3	9	1	4	1
LOC103094161	LOC103094161	0	0	0	0	0	0	0	0
LOC103094166	LOC103094166	0	0	0	0	0	0	0	0
LOC103094178	LOC103094178	0	0	0	0	0	0	0	0
LOC103094181	LOC103094181	1	0	0	1	0	0	0	0
LOC103094185	LOC103094185	0	0	0	0	0	0	0	0
LOC103094186	LOC103094186	1	0	0	0	2	0	0	0
LOC103094189	LOC103094189	0	0	0	0	0	0	0	0
LOC103094191	LOC103094191	4	2	3	3	2	4	4	3
LOC103094193	LOC103094193	0	0	0	0	0	0	0	0
LOC103094194	LOC103094194	2	1	1	0	0	2	1	1
LOC103094200	LOC103094200	0	0	1	0	0	0	1	0
LOC103094207	LOC103094207	0	1	0	0	0	0	0	0
LOC103094211	LOC103094211	336	193	238	190	168	166	198	200
LOC103094215	LOC103094215	1160.059	905	1152.21	840	950	867.079	860.015	842.266
LOC103094222	LOC103094222	696	503	608	444	489.875	430	372	353
LOC103094235	LOC103094235	3	1	4	2	2	0	3	0
LOC103094238	LOC103094238	14	11	11	7	6	6	6	10
LOC103094240	LOC103094240	11	9	7	3	7	8	8	6
LOC103094245	LOC103094245	15	14	11	11	8	8	17	12
LOC103094249	LOC103094249	0	0	0	0	0	0	0	0
LOC103094251	LOC103094251	0	1	2	0	0	0	0	0
LOC103094255	LOC103094255	0	0	0	0	0	0	0	0
LOC103094257	LOC103094257	0	0	0	0	0	0	0	0
LOC103094263	LOC103094263	0	0	0	0	0	0	0	0
LOC103094266	LOC103094266	188	135	149	91	114	99	107	95
LOC103094269	LOC103094269	0	0	0	0	0	0	0	0
LOC103094270	LOC103094270	0	0	0	0	0	0	0	0
LOC103094273	LOC103094273	0	0	0	0	0	0	0	0
LOC103094274	LOC103094274	0	0	0	0	0	0	0	0
LOC103094276	LOC103094276	0	0	0	0	0	0	0	0
LOC103094277	LOC103094277	1	2	2	0	1	0	1	0
LOC103094283	LOC103094283	2	1	0	0	0	0	0	0
LOC103094285	LOC103094285	0	0	0	0	0	0	0	0
LOC103094286	LOC103094286	0	0	0	0	0	0	0	0
LOC103094287	LOC103094287	0	0	0	0	0	0	0	0
LOC103094291	LOC103094291	218.107	163	188.039	138	177	144	122	133.203
LOC103094304	LOC103094304	1765	1285	1327	1039	1249	1062	969	1130
LOC103094308	LOC103094308	1121	932	1064.144	942	892	819	908	809
LOC103094312	LOC103094312	10	7	3	3	4	4	3	2
LOC103094313	LOC103094313	0	0	0	0	0	0	0	0
LOC103094314	LOC103094314	0	0	0	1	0	0	0	0
LOC103094318	LOC103094318	1	1	6	0	0	0	1	1
LOC103094320	LOC103094320	0	0	0	0	0	0	0	0
LOC103094324	LOC103094324	0	0	0	0	0	0	0	0
LOC103094325	LOC103094325	6174.084	5138.956	4790.214	3534.87	4501.647	4093.412	3473.455	3975.878
LOC103094332	LOC103094332	242	260	206	193	189	167	142	184
LOC103094333	LOC103094333	832.224	640.729	616.168	534	532	577	591	603.495
LOC103094335	LOC103094335	0	0	1	0	0	0	0	0
LOC103094339	LOC103094339	0	0	0	0	0	0	0	0
LOC103094341	LOC103094341	0	0	3	1	0	1	0	1
LOC103094342	LOC103094342	0	1	0	0	0	0	0	0
LOC103094350	LOC103094350	0	0	0	0	0	0	0	0
LOC103094352	LOC103094352	19	7	5	17	9	15	7	21
LOC103094353	LOC103094353	1	1	0	0	0	0	0	1
LOC103094357	LOC103094357	1	1	0	1	0	0	0	0
LOC103094358	LOC103094358	17	23	17	8	14	12	24	13
LOC103094359	LOC103094359	0	0	0	0	0	0	0	0
LOC103094363	LOC103094363	1482	1129	1057	858	1056	875	843	930
LOC103094372	LOC103094372	0	0	0	0	0	0	0	0
LOC103094373	LOC103094373	0	0	0	0	0	0	0	0
LOC103094375	LOC103094375	0	2	1	0	0	0	0	0
LOC103094382	LOC103094382	0	1	0	0	0	0	0	0
LOC103094386	LOC103094386	13	5	12	2	1	6	5	2
LOC103094389	LOC103094389	0	0	0	0	0	0	0	0
LOC103094395	LOC103094395	0	0	0	0	0	0	0	0
LOC103094396	LOC103094396	0	0	0	0	0	0	0	0
LOC103094399	LOC103094399	0	0	0	0	0	0	0	2
LOC103094404	LOC103094404	0	0	1	0	0	0	0	0
LOC103094409	LOC103094409	0	0	0	0	0	0	0	0
LOC103094414	LOC103094414	0	0	0	0	1	0	0	0
LOC103094417	LOC103094417	0	0	0	0	0	0	0	0
LOC103094422	LOC103094422	0	0	0	0	0	0	0	0
LOC103094423	LOC103094423	0	0	0	0	0	0	0	0
LOC103094424	LOC103094424	0	0	0	0	0	0	0	0
LOC103094428	LOC103094428	0	0	0	0	0	0	0	0
LOC103094439	LOC103094439	5	0	1	0	2	0	0	0
LOC103094443	LOC103094443	0	0	0	0	0	0	0	0
LOC103094450	LOC103094450	0	0	0	0	0	0	0	0
LOC103094455	LOC103094455	0	0	0	0	1	0	0	0
LOC103094457	LOC103094457	233	136	192	161	124	106	116	135.001
LOC103094462	LOC103094462	0	0	0	0	0	0	0	0
LOC103094463	LOC103094463	0	0	0	0	0	0	0	0
LOC103094465	LOC103094465	0	0	0	0	0	2	0	0
LOC103094468	LOC103094468	1	0	2	0	2	2	1	0
LOC103094470	LOC103094470	0	0	0	0	0	0	0	0
LOC103094472	LOC103094472	12621	9079	9629	7960	9460	8206	7396.001	8297.998
LOC103094479	LOC103094479	0	0	0	0	0	0	0	0
LOC103094482	LOC103094482	0	0	0	0	0	0	1	0
LOC103094489	LOC103094489	0	0	0	0	0	0	0	0
LOC103094493	LOC103094493	0	0	0	0	0	0	0	0
LOC103094496	LOC103094496	0	0	0	0	0	0	0	0
LOC103094499	LOC103094499	0	0	0	0	0	0	0	0
LOC103094505	LOC103094505	0	0	0	0	1	0	0	0
LOC103094506	LOC103094506	1	0	0	0	0	0	0	0
LOC103094509	LOC103094509	0	0	0	0	0	0	0	0
LOC103094513	LOC103094513	1107.999	849	799	738	666	688	579	695
LOC103094520	LOC103094520	0	0	1	1	3	0	1	0
LOC103094524	LOC103094524	0	0	0	0	0	0	0	0
LOC103094525	LOC103094525	1	2	0	0	0	0	0	2
LOC103094538	LOC103094538	0	0	0	0	0	0	0	0
LOC103094539	LOC103094539	0	0	0	0	0	0	0	0
LOC103094545	LOC103094545	4	2	4	2	2	4	5	3
LOC103094546	LOC103094546	0	0	0	0	0	0	0	0
LOC103094548	LOC103094548	2043	641	788	722	750	533	617	811
LOC103094562	LOC103094562	0	0	0	0	0	0	0	0
LOC103094563	LOC103094563	0	0	0	0	0	0	0	0
LOC103094568	LOC103094568	0	0	2	0	0	0	0	0
LOC103094578	LOC103094578	0	3.999	1	2.001	0	0.999	1	0.999
LOC103094579	LOC103094579	0	0	0	0	0	0	0	0
LOC103094583	LOC103094583	0	0	0	0	0	0	0	0
LOC103094586	LOC103094586	0	0	0	0	0	0	0	0
LOC103094588	LOC103094588	0	0	0	0	0	0	0	0
LOC103094593	LOC103094593	0	0	0	0	0	0	0	0
LOC103094594	LOC103094594	381	232	227	269	247	180	215	202
LOC103094600	LOC103094600	1752	1375	1341	1160	1241	1139	962	1038
LOC103094606	LOC103094606	17	3	16	14	14	10	9	8
LOC103094610	LOC103094610	0	0	0	1	0	0	0	0
LOC103094612	LOC103094612	0	0	0	0	0	0	0	0
LOC103094615	LOC103094615	0	0	0	0	0	0	0	0
LOC103094616	LOC103094616	0	0	0	0	0	0	0	0
LOC103094619	LOC103094619	9	0	3	1	5	0	0	3
LOC103094620	LOC103094620	0	0	1	0	1	0	0	0
LOC103094631	LOC103094631	0	0	0	0	0	0	0	0
LOC103094632	LOC103094632	0	0	0	0	0	0	0	0
LOC103094633	LOC103094633	0	0	0	1	0	0	0	0
LOC103094634	LOC103094634	0	0	0	0	0	0	0	0
LOC103094639	LOC103094639	0	0	0	0	0	0	0	0
LOC103094640	LOC103094640	6	6	14	16	12	4	8	7
LOC103094642	LOC103094642	12	15	10	14	8	4	13	1
LOC103094646	LOC103094646	0	0	0	0	0	0	0	0
LOC103094648	LOC103094648	0	0	0	0	0	0	0	0
LOC103094649	LOC103094649	0	0	0	0	0	0	0	0
LOC103094650	LOC103094650	0	0	0	0	0	0	0	0
LOC103094653	LOC103094653	0	0	0	0	0	0	0	0
LOC103094654	LOC103094654	0	0	0	0	0	0	0	0
LOC103094656	LOC103094656	0	0	0	0	0	0	0	0
LOC103094665	LOC103094665	1891	1409	1320	1087	1276	1151	1043	1199
LOC103094673	LOC103094673	2	4	4	0	0	2	2	0
LOC103094676	LOC103094676	0	0	0	0	0	0	0	0
LOC103094680	LOC103094680	0	0	0	0	0	0	1	0
LOC103094686	LOC103094686	0	0	0	0	0	0	0	0
LOC103094687	LOC103094687	0	0	0	0	0	0	0	0
LOC103094702	LOC103094702	2	1	8	2	0	0	0	1
LOC103094706	LOC103094706	0	0	0	0	0	0	0	0
LOC103094708	LOC103094708	0	0	0	0	0	0	0	0
LOC103094710	LOC103094710	0	0	0	0	0	0	0	0
LOC103094713	LOC103094713	2	5	6	2	5	4	9	8
LOC103094714	LOC103094714	1656	1412	1497	1168	1206.999	1209.999	1109.524	1118
LOC103094716	LOC103094716	0	0	0	0	0	0	0	0
LOC103094733	LOC103094733	0	0	0	0	0	0	0	0
LOC103094735	LOC103094735	0	0	0	0	0	0	0	0
LOC103094739	LOC103094739	27	21	19	13	18	6	16	12
LOC103094742	LOC103094742	0	0	0	0	0	0	0	0
LOC103094747	LOC103094747	0	0	0	0	0	0	0	0
LOC103094748	LOC103094748	0	0	0	0	0	0	0	0
LOC103094754	LOC103094754	344	342	364	309	300.498	291	310	320
LOC103094758	LOC103094758	0	0	0	0	0	0	0	0
LOC103094761	LOC103094761	349	285	303	231	262	270	230	250
LOC103094763	LOC103094763	0	0	0	0	0	0	0	0
LOC103094766	LOC103094766	0	0	0	0	0	0	0	0
LOC103094769	LOC103094769	0	0	0	0	0	0	0	0
LOC103094772	LOC103094772	1	1	0	1	0	0	0	0
LOC103094779	LOC103094779	0	0	0	0	0	1	0	0
LOC103094783	LOC103094783	0	0	0	0	0	0	0	0
LOC103094786	LOC103094786	0	0	0	0	0	0	0	0
LOC103094797	LOC103094797	514	399	383	296	305	321	273.999	305
LOC103094799	LOC103094799	0	0	0	0	0	0	0	0
LOC103094801	LOC103094801	2	0	2	0	2	0	1	0
LOC103094802	LOC103094802	0	0	0	0	0	0	0	0
LOC103094811	LOC103094811	0	0	0	0	0	0	0	0
LOC103094813	LOC103094813	405	317	283	239	275	220	238	244
LOC103094815	LOC103094815	0	0	0	0	0	0	0	0
LOC103094817	LOC103094817	738.487	494.577	519.449	448.21	530.941	447.51	394.77	483.667
LOC103094822	LOC103094822	0	0	0	0	6	0	1	0
LOC103094823	LOC103094823	0	0	0	0	0	0	0	0
LOC103094831	LOC103094831	1	3	3	1	0	1	0	0
LOC103094834	LOC103094834	6	5	10	4	6	6	6	6
LOC103094836	LOC103094836	0	1	0	0	3	0	0	0
LOC103094844	LOC103094844	0	0	0	0	1	0	0	0
LOC103094849	LOC103094849	0	0	0	0	0	0	0	0
LOC103094850	LOC103094850	0	0	0	0	0	0	0	0
LOC103094852	LOC103094852	0	0	0	0	0	0	0	0
LOC103094856	LOC103094856	0	0	0	0	0	0	0	0
LOC103094857	LOC103094857	0	3	0	0	1	0	0	0
LOC103094860	LOC103094860	0	1	0	0	0	2	0	0
LOC103094861	LOC103094861	0	0	0	0	0	0	0	0
LOC103094864	LOC103094864	0	0	0	0	0	0	0	1
LOC103094865	LOC103094865	0	0	0	0	0	0	0	0
LOC103094869	LOC103094869	0	0	0	0	0	0	0	0
LOC103094872	LOC103094872	146	80	91	53	88	57	95	69
LOC103094877	LOC103094877	1	0	0	1	0	1	1	0
LOC103094881	LOC103094881	0	0	0	0	0	0	0	0
LOC103094886	LOC103094886	0	0	0	0	0	0	0	0
LOC103094891	LOC103094891	0	0	0	0	0	0	0	0
LOC103094894	LOC103094894	0	0	0	0	0	0	0	0
LOC103094895	LOC103094895	527	315	326	252	338	280	219	310
LOC103094899	LOC103094899	7	1	5	1	7	6	13	6
LOC103094900	LOC103094900	0	0	0	0	0	0	0	0
LOC103094902	LOC103094902	0	0	0	0	0	0	0	0
LOC103094907	LOC103094907	0	0	0	0	0	0	0	0
LOC103094909	LOC103094909	5	1	0	1	1	3	0	2
LOC103094911	LOC103094911	64	67	89	61	82	69	53	68
LOC103094916	LOC103094916	0	0	0	0	0	0	0	0
LOC103094922	LOC103094922	0	0	0	0	0	0	0	0
LOC103094930	LOC103094930	0	0	0	0	0	0	0	0
LOC103094940	LOC103094940	0	0	0	0	0	0	0	0
LOC103094946	LOC103094946	149.972	99	114	109	132	84	63	66
LOC103094955	LOC103094955	0	0	0	0	0	0	0	0
LOC103094956	LOC103094956	1	0	1	0	0	0	1	0
LOC103094959	LOC103094959	112	71	83	69	71	63	68	89
LOC103094962	LOC103094962	0	0	0	0	0	0	0	0
LOC103094964	LOC103094964	0	0	0	0	0	0	0	0
LOC103094965	LOC103094965	2	0	0	0	0	0	0	0
LOC103094966	LOC103094966	0	0	0	0	0	0	0	0
LOC103094967	LOC103094967	1	0	0	0	0	0	1	0
LOC103094969	LOC103094969	0	0	0	0	0	0	0	0
LOC103094971	LOC103094971	0	0	0	0	0	0	0	0
LOC103094977	LOC103094977	2	0	3	0	1	0	0	2
LOC103094978	LOC103094978	0	1	0	2	0	0	1	2
LOC103094983	LOC103094983	0	0	0	0	0	0	0	0
LOC103094988	LOC103094988	0	0	0	0	0	0	0	0
LOC103094990	LOC103094990	0	0	0	0	0	0	1	0
LOC103094995	LOC103094995	0	0	0	0	0	0	0	0
LOC103094997	LOC103094997	0	0	0	0	0	0	0	0
LOC103095002	LOC103095002	0	1	0	1	0	0	0	0
LOC103095009	LOC103095009	0	0	0	0	0	0	0	0
LOC103095010	LOC103095010	239	218	191	130	167.023	150	137	159
LOC103095015	LOC103095015	0	0	0	0	0	0	0	0
LOC103095017	LOC103095017	0	0	0	0	0	0	0	0
LOC103095025	LOC103095025	0	0	2	0	0	0	1	0
LOC103095033	LOC103095033	3	2	0	5	4	1	1	1
LOC103095035	LOC103095035	0	0	0	0	0	0	0	0
LOC103095036	LOC103095036	0	0	0	0	0	1	0	0
LOC103095037	LOC103095037	0	0	0	0	0	0	0	0
LOC103095039	LOC103095039	0	0	0	0	0	0	0	0
LOC103095041	LOC103095041	0	0	0	0	0	1	0	0
LOC103095046	LOC103095046	23499.916	14046	15863	14372	14247	10389	12175	11898
LOC103095048	LOC103095048	1.004	0	0	0	0	0	0	0
LOC103095050	LOC103095050	0	0	0	0	0	0	0	0
LOC103095054	LOC103095054	85	64	58	29	42	39	35	47
LOC103095057	LOC103095057	0	0	0	0	0	0	0	0
LOC103095059	LOC103095059	0	0	0	0	0	0	0	0
LOC103095060	LOC103095060	0	0	0	0	0	0	0	0
LOC103095065	LOC103095065	0	0	0	0	0	0	0	0
LOC103095069	LOC103095069	1	0	0	0	0	0	0	0
LOC103095070	LOC103095070	0	0	1	0	0	0	0	0
LOC103095074	LOC103095074	346	299	295	241	307	255	241	266
LOC103095079	LOC103095079	0	0	1	0	0	0	1	0
LOC103095094	LOC103095094	11	5	7	8	7	2	4	5
LOC103095100	LOC103095100	903	660	647	582	617	529	452	530
LOC103095101	LOC103095101	6	1	7	4	2	5	0	5
LOC103095102	LOC103095102	0	0	0	0	0	0	0	0
LOC103095103	LOC103095103	0	0	0	0	0	0	0	0
LOC103095104	LOC103095104	0	0	0	0	0	0	0	0
LOC103095106	LOC103095106	1	0	0	0	1	1	0	0
LOC103095107	LOC103095107	62	44	40	47	55	25	33	56
LOC103095111	LOC103095111	0	0	0	0	0	0	0	0
LOC103095113	LOC103095113	0	0	0	0	0	0	0	0
LOC103095114	LOC103095114	0	0	0	0	0	0	0	0
LOC103095115	LOC103095115	0	0	0	0	0	0	0	0
LOC103095120	LOC103095120	3	0	0	1	0	0	2	0
LOC103095121	LOC103095121	0	0	0	0	0	0	0	0
LOC103095124	LOC103095124	0	0	0	0	0	0	0	0
LOC103095126	LOC103095126	30	18	16	15	19	10	17	20
LOC103095127	LOC103095127	0	0	0	0	0	0	0	0
LOC103095131	LOC103095131	349	260	348	210	253	205	205	228
LOC103095134	LOC103095134	0	0	0	0	0	0	0	0
LOC103095135	LOC103095135	141	119	114	64	108	91	70	97
LOC103095138	LOC103095138	0	0	0	0	0	0	0	0
LOC103095139	LOC103095139	0	0	0	0	0	0	0	0
LOC103095140	LOC103095140	161.128	146	126	104	100	128	86	122
LOC103095150	LOC103095150	0	0	0	0	0	0	0	0
LOC103095159	LOC103095159	4	9	10	7	8	8	20	7
LOC103095161	LOC103095161	0	0	0	0	0	0	0	0
LOC103095162	LOC103095162	0	0	0	0	0	0	0	0
LOC103095164	LOC103095164	0	0	0	0	0	0	1	0
LOC103095166	LOC103095166	0	0	0	0	0	0	0	0
LOC103095171	LOC103095171	0	2	0	2	1	1	0	0
LOC103095174	LOC103095174	0	0	0	0	0	0	0	2
LOC103095185	LOC103095185	5	2	7	3	2	2	2	4
LOC103095186	LOC103095186	0	0	0	0	0	0	0	0
LOC103095190	LOC103095190	2747	1962	2282	1875	1872	1695	1626	1707
LOC103095192	LOC103095192	0	0	0	0	0	0	0	0
LOC103095193	LOC103095193	0	0	0	0	0	0	0	0
LOC103095196	LOC103095196	0	0	0	2	0	0	0	0
LOC103095198	LOC103095198	0	0	0	0	0	0	0	0
LOC103095199	LOC103095199	0	0	0	0	0	0	0	0
LOC103095202	LOC103095202	0	1	0	0	0	0	0	0
LOC103095208	LOC103095208	0	0	0	0	0	0	0	0
LOC103095221	LOC103095221	0	0	0	0	0	0	0	0
LOC103095227	LOC103095227	0	0	0	0	0	0	0	0
LOC103095228	LOC103095228	0	0	0	0	0	0	0	0
LOC103095229	LOC103095229	2	0	4	0	0	0	1	2
LOC103095231	LOC103095231	0	0	0	0	0	0	0	0
LOC103095238	LOC103095238	0	0	0	0	0	0	0	0
LOC103095240	LOC103095240	0	0	0	0	0	0	0	0
LOC103095245	LOC103095245	0	0	0	0	0	0	0	0
LOC103095250	LOC103095250	0	0	0	0	0	0	0	0
LOC103095254	LOC103095254	2	2	1	0	0	0	0	1
LOC103095258	LOC103095258	0	0	0	0	0	0	0	0
LOC103095260	LOC103095260	0	0	0	0	0	0	0	0
LOC103095266	LOC103095266	0	0	0	0	0	0	0	0
LOC103095272	LOC103095272	103	71	61	67	68	61	35	57
LOC103095274	LOC103095274	460	217	280	229	219	182	237	196
LOC103095275	LOC103095275	80	75	48	41	66	43	42	64
LOC103095278	LOC103095278	0	0	0	0	0	0	0	0
LOC103095280	LOC103095280	5	5	10	4	7	6	2	3
LOC103095281	LOC103095281	111	90.001	124.999	82	107	97	70.999	103
LOC103095282	LOC103095282	0	0	0	0	0	0	0	0
LOC103095283	LOC103095283	0	0	0	0	0	0	0	0
LOC103095290	LOC103095290	14	8	6	6	9	12	12	4
LOC103095303	LOC103095303	0	0	0	0	0	0	0	0
LOC103095308	LOC103095308	0	0	0	0	0	0	0	0
LOC103095314	LOC103095314	0	0	0	0	0	0	0	0
LOC103095320	LOC103095320	0	0	0	0	0	1	0	0
LOC103095321	LOC103095321	0	0	0	0	0	0	0	0
LOC103095323	LOC103095323	0	0	0	0	0	0	0	0
LOC103095324	LOC103095324	0	0	0	0	0	0	0	0
LOC103095325	LOC103095325	1	0	0	0	0	0	0	1
LOC103095331	LOC103095331	0	1	0	0	0	0	0	0
LOC103095333	LOC103095333	0	0	0	0	0	0	0	0
LOC103095334	LOC103095334	0	0	0	0	0	0	0	0
LOC103095341	LOC103095341	0	0	0	0	0	0	0	0
LOC103095342	LOC103095342	0	0	0	0	0	0	0	0
LOC103095345	LOC103095345	0	0	0	0	0	0	0	0
LOC103095349	LOC103095349	1	1	0	3	0	0	0	2
LOC103095350	LOC103095350	0	0	0	0	0	0	0	0
LOC103095351	LOC103095351	4	2	1	1	2	1	0	2
LOC103095353	LOC103095353	0	0	0	0	0	0	0	0
LOC103095354	LOC103095354	0	0	0	0	0	0	0	0
LOC103095356	LOC103095356	0	0	0	0	0	0	0	0
LOC103095358	LOC103095358	2	1	0	0	1	0	0	0
LOC103095359	LOC103095359	0	1	0	0	0	0	0	0
LOC103095360	LOC103095360	0	1	0	0	0	0	0	0
LOC103095368	LOC103095368	2	0	0	1	0	1	0	0
LOC103095372	LOC103095372	0	0	0	0	0	0	0	0
LOC103095373	LOC103095373	0	0	0	0	0	1	0	0
LOC103095378	LOC103095378	0	1	0	0	0	0	0	1
LOC103095381	LOC103095381	1	0	2	1	0	1	0	3
LOC103095383	LOC103095383	0	0	0	0	0	0	0	0
LOC103095384	LOC103095384	7	0	1	1	2	3	0	0
LOC103095391	LOC103095391	0	0	0	0	0	0	0	0
LOC103095398	LOC103095398	1	0	0	0	0	0	0	0
LOC103095401	LOC103095401	0	0	0	1	0	1	0	0
LOC103095406	LOC103095406	0	0	0	0	0	0	0	0
LOC103095411	LOC103095411	59.492	61.023	35.314	21.027	38	46.344	29.089	32.348
LOC103095415	LOC103095415	3	0	1	0	0	1	0	0
LOC103095418	LOC103095418	0	0	0	0	0	0	0	0
LOC103095420	LOC103095420	7	7	12	3	4	9	8	12
LOC103095421	LOC103095421	166	123	144	97	116	81.111	114	99
LOC103095425	LOC103095425	0	0	0	0	0	0	0	0
LOC103095428	LOC103095428	0	0	0	0	0	0	0	0
LOC103095430	LOC103095430	0	0	0	0	0	0	0	0
LOC103095431	LOC103095431	0	0	0	0	0	0	0	0
LOC103095432	LOC103095432	0	0	0.999	0	0	0	0	0
LOC103095434	LOC103095434	0	0	0	0	0	0	0	0
LOC103095440	LOC103095440	14	10	10	6	9	6	8	8
LOC103095441	LOC103095441	1	1	2	1	0	0	0	0
LOC103095448	LOC103095448	0	0	0	0	0	0	0	0
LOC103095454	LOC103095454	0	0	0	0	0	0	0	0
LOC103095471	LOC103095471	0	0	0	0	0	0	0	0
LOC103095472	LOC103095472	0	0	0	0	0	0	0	0
LOC103095473	LOC103095473	0	0	0	0	0	0	0	0
LOC103095474	LOC103095474	3	0	3	0	1	1	1	3
LOC103095475	LOC103095475	0	0	0	0	0	0	0	0
LOC103095476	LOC103095476	0	0	0	0	0	0	0	0
LOC103095479	LOC103095479	0	0	0	0	0	0	0	0
LOC103095483	LOC103095483	0	0	0	0	0	0	0	0
LOC103095490	LOC103095490	0	0	0	0	0	0	0	0
LOC103095499	LOC103095499	0	0	0	0	0	0	0	0
LOC103095500	LOC103095500	0	0	0	0	0	0	0	0
LOC103095502	LOC103095502	0	0	0	0	0	0	0	0
LOC103095504	LOC103095504	0	0	0	0	0	0	0	0
LOC103095516	LOC103095516	5	8	2	4	8	7	3	2
LOC103095520	LOC103095520	0	0	0	0	0	0	0	0
LOC103095529	LOC103095529	0	0	0	0	0	0	0	0
LOC103095530	LOC103095530	2	0	0	0	0	1	0	0
LOC103095533	LOC103095533	3	2	6	2	3	3	1	3
LOC103095535	LOC103095535	11	8	22	7.944	12	9	9	13
LOC103095539	LOC103095539	0	0	0	0	0	0	0	0
LOC103095544	LOC103095544	0	0	0	0	0	0	0	0
LOC103095547	LOC103095547	0	0	0	0	0	0	0	0
LOC103095548	LOC103095548	5	7	1	1	4	2	1	2
LOC103095562	LOC103095562	0	0	0	0	0	0	0	0
LOC103095563	LOC103095563	1	0	3	5	0	2	2	0
LOC103095573	LOC103095573	0	3	0	3	0	0	3	0
LOC103095574	LOC103095574	0	0	0	0	0	0	0	0
LOC103095575	LOC103095575	0	0	0	0	0	0	0	0
LOC103095576	LOC103095576	0	0	0	0	0	0	0	0
LOC103095577	LOC103095577	0	0	0	0	0	0	0	0
LOC103095579	LOC103095579	0	0	0	0	0	0	0	0
LOC103095583	LOC103095583	0	0	0	0	0	0	0	0
LOC103095590	LOC103095590	0	0	0	0	0	0	0	0
LOC103095592	LOC103095592	0	0	0	0	0	0	0	0
LOC103095594	LOC103095594	1	0	0	0	0	0	0	0
LOC103095596	LOC103095596	0	0	0	0	0	0	0	0
LOC103095597	LOC103095597	2	0	0	0	0	2	0	0
LOC103095599	LOC103095599	0	0	0	0	0	0	0	0
LOC103095601	LOC103095601	0	0	0	0	0	0	0	0
LOC103095602	LOC103095602	219.335	207	218	161	146	130.132	127	199
LOC103095617	LOC103095617	0	0	0	0	0	0	0	0
LOC103095618	LOC103095618	2092.489	1734	1895.942	1492.283	1568.446	1493	1361.093	1425.74
LOC103095621	LOC103095621	0	0	0	0	0	0	0	0
LOC103095623	LOC103095623	55	34	54	49	32	52	34	27
LOC103095627	LOC103095627	2	0	0	0	0	0	0	1
LOC103095628	LOC103095628	8	3	10	4	3	4	1	5
LOC103095637	LOC103095637	0	0	0	0	0	0	0	0
LOC103095639	LOC103095639	0	0	0	0	0	0	0	0
LOC103095642	LOC103095642	0	0	0	0	0	0	0	0
LOC103095643	LOC103095643	0	0	0	0	0	0	0	0
LOC103095644	LOC103095644	0	0	0	0	0	0	0	0
LOC103095649	LOC103095649	0	0	0	0	0	0	0	0
