gene_id,gene_name,cDC1_Tumor_1,cDC1_Tumor_2,cDC1_Tumor_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000100658.3,F730311O21Rik,25,30,20,59.001,63,59.999,36.10197535617439,-1.5082620537687061,0.25765086990163616,5.136403285895046e-10,8.655902396820195e-10,Down
ENSMUSG00000033047.6,Eif3l,7654,8003,9087,7833,8394,8157,8361.952358298215,-0.29778095326553455,0.048138735260103725,5.265299022671399e-10,8.871816386989828e-10,Down
ENSMUSG00000028678.14,Kif2c,613,651.998,700,765,859,752,507.70809471601495,-0.5803116024856391,0.09482828511048534,5.363232474447193e-10,9.035504475363427e-10,Down
ENSMUSG00000048930.13,Tada3,1364.998,1398,1584,835,947.999,875.001,1192.5710427073789,0.3870629250779857,0.06281585534595865,5.504314500433816e-10,9.271826816558824e-10,Up
ENSMUSG00000037400.18,Atp11b,3058.001,3469,3497.999,3271.999,3417,3287,3329.653873976751,-0.3097118737018144,0.050155499829364285,5.566862772927567e-10,9.375811854140107e-10,Down
ENSMUSG00000027937.16,Jtb,1771,1819,2025,1845,1979,1799,1842.7744142340114,-0.3182930668515964,0.051568888505057274,5.613275563924897e-10,9.452594706049213e-10,Down
ENSMUSG00000030588.13,Yif1b,1505.001,1419.001,1686,1605.001,1744.001,1627.001,1740.7112820179182,-0.4235807089538826,0.06891020072106811,5.758031501075361e-10,9.694937789860464e-10,Down
ENSMUSG00000031379.14,Pir,26,23,11,64,53,69,38.72526583569659,-1.8174364969822787,0.31525080950909584,5.769248404483619e-10,9.712399857599386e-10,Down
ENSMUSG00000034108.7,Ccs,1193.001,1198.001,1447.999,1237.001,1353,1255.001,1209.0189754294959,-0.3205565491193529,0.0519916796690522,5.839413398859246e-10,9.829080043843553e-10,Down
ENSMUSG00000026027.14,Stradb,630,720.999,853,423,447.999,407.999,569.1886495736917,0.45594141447531455,0.07430051585912247,5.869613052778002e-10,9.878464998541666e-10,Up
ENSMUSG00000021774.14,Ube2e1,2688,2905.997,3302.994,2839,2993.986,2973.001,2726.5183835910225,-0.3054093015057092,0.04953358775795654,5.933507956711721e-10,9.98453573665309e-10,Down
ENSMUSG00000002897.6,Il17ra,1321,1412,1479,1462.001,1548,1330,1380.3764912444283,-0.3571305635575728,0.05802464811759698,5.980678309619026e-10,1.0062436487817623e-9,Down
ENSMUSG00000030309.17,Caprin2,208.999,278,267,118,137.001,101,213.98745440409016,0.7438176133291714,0.12291282863641986,6.038797770424234e-10,1.0158733489273583e-9,Up
ENSMUSG00000027598.17,Itch,4797.999,5102,5961.999,5032.999,5572.999,5028,4994.382511769055,-0.2982725375870676,0.04839723952201736,6.082512890628436e-10,1.0230774208742687e-9,Down
ENSMUSG00000025228.6,Actr1a,6718,7067.999,7692,4723,5067,4844.001,6591.231804151982,0.23363141455810607,0.03787023810265658,6.225200931586364e-10,1.0469241695577947e-9,NS
ENSMUSG00000032051.10,Fdx1,727,741,883,464,459.001,415,660.998358180637,0.48508157736706126,0.07928002688211444,6.287954577289379e-10,1.057322922990393e-9,Up
ENSMUSG00000020740.14,Gga3,2173.795,2311,2357,1301,1473.002,1230.001,2584.5352036812615,0.4530236193026185,0.07397377456296098,6.369928985527924e-10,1.0709501396898558e-9,Up
ENSMUSG00000090877.4,Hspa1b,300.413,324.501,412.095,141.948,158.765,177.631,327.5495341181545,0.766365326371514,0.127031182869431,6.471041779940193e-10,1.0877905542241727e-9,Up
ENSMUSG00000013236.18,Ptprs,12403,14502.002,16013.997,9266,10230.001,8985.00200000001,11399.174762177492,0.26836373748938686,0.04358274580825536,6.492030500898537e-10,1.0911590492069363e-9,Up
ENSMUSG00000071256.5,Zfp213,466,542,642,296,312,255,393.51296767416744,0.5998068526938687,0.09859296210626316,6.494245986395194e-10,1.0913716765955806e-9,Up
ENSMUSG00000002147.19,Stat6,6846.001,7209,7558,6964.999,7924.001,7085.001,8761.181648316486,-0.3367449122007829,0.05480684201103664,6.554859046933615e-10,1.1013966408536538e-9,Down
ENSMUSG00000027889.18,Ampd2,2092.999,2412.998,2789.001,1497,1647.001,1483,1919.6183960697463,0.33112189060240027,0.05391694013241982,6.719457316104394e-10,1.1288884910142906e-9,Up
ENSMUSG00000031337.17,Mtm1,404.001,477.999,529,505,607.001,501,457.2272259245011,-0.5051609659585274,0.08278807790264181,6.77089951103822e-10,1.137364527285721e-9,Down
ENSMUSG00000053318.8,Slamf8,487,492,570,263,231,233,893.2485169657239,0.7486283002551319,0.12413134370748248,6.795183381156194e-10,1.1412767407608099e-9,Up
ENSMUSG00000035367.10,Rmi1,850.999,920,972.999,921.999,975,928,945.6159184688181,-0.3579564946415916,0.058367572299906065,6.862877327277153e-10,1.1524776301421987e-9,Down
ENSMUSG00000118664.1,Tusc3,1215,1267.001,1586.001,1328,1478,1413,1216.87559985133,-0.3724734570341544,0.06081045930446509,7.069188025696853e-10,1.1869496432091967e-9,Down
ENSMUSG00000042275.10,Pelo,772.409,834.549,937.228,513.569,551.761,498.237,767.2197754964316,0.37811403112664627,0.061743582780803025,7.071534574442002e-10,1.1871700514373905e-9,Up
ENSMUSG00000003184.16,Irf3,1788,1837.001,2031.001,1839.999,2161.001,1739,1954.0357715446535,-0.3343550732873815,0.05452994400314846,7.117101087028494e-10,1.194645107182403e-9,Down
ENSMUSG00000022120.5,Obi1,422,481,554,244,263,276,381.4970491841706,0.5622441285640266,0.09253414723836265,7.25714998920404e-10,1.21797505591976e-9,Up
ENSMUSG00000057541.15,Pus7,498.999,503,633.001,630,644,580,578.4044201568557,-0.4961139612665264,0.08142498254351108,7.261741475786593e-10,1.2185675488303001e-9,Down
ENSMUSG00000024587.11,Nars1,9352,10119.001,11519.999,9266.999,10023.001,9596.001,9873.052322128,-0.21949737537447053,0.035714255244197926,7.297869225225146e-10,1.2244510858161944e-9,NS
ENSMUSG00000116564.2,Riok2,1093,1183,1355,713,849,726,977.7305405419038,0.34378538758015303,0.056122339551910955,7.304829143930195e-10,1.2254397817348493e-9,Up
ENSMUSG00000068130.13,Zfp442,77.94,75.186,102.806,27.928,26.272,9.792,47.543062066354985,1.5840325482763284,0.2742650788739638,7.495130622184476e-10,1.2571806154622312e-9,Up
ENSMUSG00000021013.17,Ttc8,475.999,499,588,271,273,251,372.605904789933,0.639486685604987,0.10571903826301028,7.511967640845171e-10,1.2598207159314313e-9,Up
ENSMUSG00000048170.15,Mcmbp,2933,3025,3451,2861,3320,2936.001,2835.967126072905,-0.271368748242264,0.044244827817332265,7.540026015556495e-10,1.264341687158809e-9,Down
ENSMUSG00000026820.6,Ptges2,748.001,823,985,525,513,438,642.4630914263164,0.46297921165457445,0.07598584291415658,7.629793767386082e-10,1.2792075022761626e-9,Up
ENSMUSG00000024459.19,H2-M5,49.001,58.013,70.013,115,126.005,107.005,69.78459555059581,-1.238556943112203,0.21189519327442544,7.687133222145375e-10,1.2886328582466472e-9,Down
ENSMUSG00000037443.14,Cep85,542,574,644.001,685,714.999,620.001,711.0156031169804,-0.5101018081845548,0.08391144885774346,7.747525298002797e-10,1.298567114245601e-9,Down
ENSMUSG00000035649.18,Zcchc7,1123.998,1272.999,1384.999,1393.999,1567,1188.999,1354.720977916373,-0.44589997021310196,0.07317114181327378,7.775242486349898e-10,1.3030226134085797e-9,Down
ENSMUSG00000083822.2,Hmgb1-ps5,7,22,16,44,55.91,40,34.56720009258558,-1.8307251278479668,0.3208170873911341,7.933943252314702e-10,1.329424636893765e-9,Down
ENSMUSG00000043207.11,Zmpste24,2834.999,3326,3569,3142,3387.407,3273,3224.295545076225,-0.3302963264731498,0.054014483393086586,7.93819469225108e-10,1.3297489372883902e-9,Down
ENSMUSG00000062822.9,4833420G17Rik,1118.999,1247,1287.999,1390,1535,1137,1278.5438765547776,-0.46149163488657635,0.07581616660859677,7.937732594450516e-10,1.3297489372883902e-9,Down
ENSMUSG00000042548.15,Asxl1,2616,2816.169,3211,2765,3111.001,2577,2568.1005430207383,-0.2852723649296841,0.04659378904399699,7.956608151601878e-10,1.332639022824451e-9,Down
ENSMUSG00000079108.7,Srp54c,2481.88,2685.89,2928.099,1733.925,1914.757,1748.889,2539.1493121913054,0.26422739675287826,0.04313326607697707,7.95962723635654e-10,1.332950263308767e-9,Up
ENSMUSG00000071074.10,Yipf3,3812,4031,4673,2487,2844.999,2727.999,3242.6967986078275,0.3115848957922409,0.05094317906357442,8.041523017958377e-10,1.346468486661068e-9,Up
ENSMUSG00000121583.1,Zftraf1,1692.537,1985.164,2113.135,1225.631,1285.849,1238.146,1689.4728102206968,0.3033950095973119,0.049604010876260436,8.113898904930149e-10,1.3583889943914987e-9,Up
ENSMUSG00000050270.13,Tmem220,112,161,133,50,45,43,88.72430923770115,1.182668391017664,0.20217236348821055,8.206891212021555e-10,1.3737570231434917e-9,Up
ENSMUSG00000049792.7,Bag5,1721,1894,1994,1191,1265,1139,1433.1888827304672,0.3207579015224656,0.052520780519212114,8.423500836745663e-10,1.4098099418211695e-9,Up
ENSMUSG00000035941.16,Ibtk,1751,1844.999,2093.001,1771.85,2003.935,1748,1931.708518836912,-0.27500042507242417,0.044976140249745174,8.463699769327297e-10,1.4163314551324008e-9,Down
ENSMUSG00000049550.18,Clip1,3211.001,3475.001,3700,3115,3592.001,3204,3798.0971292110717,-0.24883338603133906,0.040686025436527266,8.592900607994569e-10,1.4377426443479767e-9,NS
ENSMUSG00000038838.16,Vars2,1134.001,1298.001,1485,795,883,785.001,973.0632202316589,0.34463480922280043,0.056526971349598075,8.741747216037656e-10,1.4624341969953437e-9,Up
ENSMUSG00000026988.16,Wdsub1,494,499.999,529,263.999,323,264,417.5062628115047,0.5157598436510329,0.08514869420937798,8.799390051316039e-10,1.4718630147015597e-9,Up
ENSMUSG00000024268.17,Celf4,21,12,23,49,45,55,42.08999523516008,-1.6327568440856701,0.2846476174224126,8.906951791434848e-10,1.489637742805802e-9,Down
ENSMUSG00000034032.16,Rpap1,1338.999,1470,1634,919.001,983,941,1183.56971123739,0.3209173716818543,0.05262742438964036,8.929190040301361e-10,1.4931394966183272e-9,Up
ENSMUSG00000072893.13,4933439C10Rik,174.999,259,259.001,373,460,282,258.70117175743457,-0.9672389789244558,0.16380750366493294,9.109598346894263e-10,1.5230855826643392e-9,Down
ENSMUSG00000042380.9,Smim12,848,912,1023,861,1071,1012,929.0978709449739,-0.3963240040012753,0.06519161318905321,9.123894494001249e-10,1.5252537556357017e-9,Down
ENSMUSG00000000276.12,Dgke,1084,1201,1281,707,743,561.001,883.3503532546677,0.5014733662758698,0.0829152588157865,9.523111870399436e-10,1.5917597322823395e-9,Up
ENSMUSG00000072647.7,Adam1a,43.231,47.013,44.088,77.409,93.444,84.811,71.68090868131529,-1.188737184383912,0.20425985869347144,9.726439624569582e-10,1.625508749948079e-9,Down
ENSMUSG00000024592.16,C330018D20Rik,280,330,391,156,174,174.999,234.87915286272005,0.6481124427427306,0.10799197506027595,9.91285258930857e-10,1.6564215116855402e-9,Up
ENSMUSG00000022391.17,Rangap1,7787.999,8548.001,9842.999,5449.999,5929,5676.999,6652.957790956157,0.2934006345912175,0.048218892963167205,9.9931617169788e-10,1.6695980793840762e-9,Up
ENSMUSG00000095990.2,Zfp97,368.175,385.865,413.491,440.144,480.647,406.434,391.76158612337724,-0.4953991905896021,0.08204248986380008,1.0208246227553253e-9,1.7052850077246728e-9,Down
ENSMUSG00000037321.18,Tap1,16836.639,16664.432,19040.587,18131.453,19612.465,17252.282,19363.60408424822,-0.3791721301180679,0.06253937929217072,1.0338959976819203e-9,1.7268694896554895e-9,Down
ENSMUSG00000078521.3,Aunip,108,121,151,201,242,161,121.69721754756513,-0.9518609222989717,0.16173198332720495,1.059572213126207e-9,1.7694979236952056e-9,Down
ENSMUSG00000006005.19,Tpr,9235.001,10192.998,10902,9112,10188.999,8956,11517.475526501006,-0.2152377088844464,0.03538102179743592,1.0836257093714652e-9,1.8094043944616163e-9,NS
ENSMUSG00000032215.16,Rsl24d1,1927.914,2098.676,2461.921,2037.852,2355.891,1967.811,2018.9808300759234,-0.2899243202397657,0.04777995727788421,1.114115686426988e-9,1.8600451333586951e-9,Down
ENSMUSG00000121608.1,ENSMUSG00000121608,25,22,41,60,67,68,52.62520726231555,-1.397800967132969,0.243316564748949,1.1186421272128444e-9,1.867330650790099e-9,Down
ENSMUSG00000033684.15,Qsox1,1356,1483,1635.999,1453.001,1615.999,1400,1664.3022229324006,-0.31492031691819017,0.05194549989912862,1.1211038370776614e-9,1.8708959978437418e-9,Down
ENSMUSG00000062198.6,2700097O09Rik,225,251.196,267.64,110.725,124.999,119,159.27686594505997,0.7281152398525979,0.12224310935540875,1.1209814382833194e-9,1.8708959978437418e-9,Up
ENSMUSG00000106820.3,D5Ertd605e,96,107,120,40,36,36,66.77224438906451,1.1530751559795136,0.19859541352322274,1.1243526314650097e-9,1.8760449385516863e-9,Up
ENSMUSG00000024217.11,Snrpc,2546.988,2549.984,2961.065,2537.993,2963.991,2622.984,2756.784964507807,-0.3272710981465789,0.05404943013096194,1.1579115042406827e-9,1.9317590880714456e-9,Down
ENSMUSG00000064307.14,Lrrc51,76.999,77,95,28.001,25,17,47.76218532984829,1.4298787590414517,0.24944646749345598,1.1583741329586276e-9,1.9322501697797677e-9,Up
ENSMUSG00000020102.16,Slc16a7,65,70,82,20.001,15.999,17,37.929238289462816,1.6093748983280525,0.28259232576934057,1.1645324405533382e-9,1.942240525036163e-9,Up
ENSMUSG00000028937.15,Acot7,3326.001,3376,4108.999,3341,3674,3518,3744.8833870381786,-0.2826954675528997,0.04663837247987227,1.1686428157024443e-9,1.948812874340861e-9,Down
ENSMUSG00000036442.9,Thap11,930,989,1015,960,1074,1049,926.6428415102896,-0.3850841224936449,0.06375489015110394,1.1823688799605039e-9,1.9714159791761964e-9,Down
ENSMUSG00000059939.14,9430015G10Rik,656.001,693,794.999,705.999,898.999,722.001,722.4835782700942,-0.43032701807103707,0.07136523682204951,1.1836152035655474e-9,1.9732075177908216e-9,Down
ENSMUSG00000057176.5,Cfap119,144,130.999,176,53,72.001,50,113.38755513932098,1.0067413001738947,0.1721948896891401,1.186763560051125e-9,1.978168959220071e-9,Up
ENSMUSG00000079104.5,Prps1l3,1039.538,1107.392,1205.972,1127.118,1162.918,1069.324,1119.0017162930344,-0.3195888026280588,0.052804355180211725,1.1880960404452186e-9,1.980102588161458e-9,Down
ENSMUSG00000020290.16,Xpo1,5623,5873,6226,5627,6283,5405.001,6889.748202449176,-0.28029495598626347,0.04627109934546848,1.1992776381664574e-9,1.998447992898771e-9,Down
ENSMUSG00000058761.6,Rnf169,1887,2206,2129,1215,1364,1005,1591.9037679262663,0.4754345609110446,0.07902660228789657,1.2069725804516474e-9,2.0109788365244148e-9,Up
ENSMUSG00000061887.15,Ssbp3,3769.999,4159.001,4622.999,4125.999,4563,4358,3707.714135700682,-0.37339205792244884,0.061834258939182866,1.2115422171832218e-9,2.01829961989191e-9,Down
ENSMUSG00000031667.17,Aktip,786,837,947.999,496.999,553.999,510.999,682.5918515456431,0.3947188318900154,0.06541625208251048,1.2124128794852231e-9,2.019457077912506e-9,Up
ENSMUSG00000021131.15,Erh,4834.876,5085.235,5768.211,4621.797,5066.923,4812.581,5022.344094594922,-0.20614782406923285,0.0339913176601679,1.2260903725839113e-9,2.0419428206498987e-9,NS
ENSMUSG00000049411.16,Tmem241,252,314,320.002,132,159,151.001,205.57429454565894,0.6667535675532906,0.11188192305931469,1.2392662128994238e-9,2.063586705731451e-9,Up
ENSMUSG00000034685.5,Fam171a2,174,231,240,79,95,88,154.92204408020046,0.9415381963039248,0.1606417567738479,1.255585981961942e-9,2.0904587256588343e-9,Up
ENSMUSG00000117401.2,4833419F23Rik,49,75,63.458,16,13,12.763,37.11263949205564,1.7179248106375475,0.3037438373201891,1.2661740047694097e-9,2.107781399937247e-9,Up
ENSMUSG00000047583.10,Tyw3,117,137,159,169,220,190.001,152.9982355203738,-0.7842632937182219,0.13257524262680304,1.278426383447072e-9,2.1278692797684776e-9,Down
ENSMUSG00000059248.14,Septin9,18593,19796.001,23583.999,13491,14618.001,13802,13743.209646562116,0.24007771602537173,0.03966757955182783,1.2887773906631845e-9,2.1447870691283112e-09,NS
ENSMUSG00000027253.16,Lrp4,134,186,225,82,68.007,75.016,193.66773330461547,0.9127052487152808,0.15557018938691722,1.2939180794057641e-9,2.1530301848741327e-9,Up
ENSMUSG00000023980.8,Taf8,862.001,929,890,990,1075.001,868,1015.2634797537484,-0.4373806325275265,0.0727360555145201,1.298925006699439e-9,2.16104837031725e-9,Down
ENSMUSG00000030086.17,Chchd6,928.999,1006,1196,1032,1148,1115,998.1519036269223,-0.39223845575820515,0.06517516603689076,1.3407456744762137e-9,2.230303140664981e-9,Down
ENSMUSG00000071662.5,Polr2g,2967,2907,3249,1891.001,1975,1952,2845.6066328912952,0.32815530362021056,0.054410808539485114,1.3419999208096733e-9,2.232066206642161e-9,Up
ENSMUSG00000015759.12,Cnih1,2622,2870,3239,2848,2969,2781,2789.931276726645,-0.2975391266237169,0.04929111083398683,1.3441812809458991e-9,2.235370550195765e-9,Down
ENSMUSG00000043866.12,Taf10,3607.953,3549.269,4035.854,3446.962,3870.786,3643.989,4033.4472223207877,-0.28588334160140455,0.04734779267208615,1.3476149815388681e-9,2.2407562746902437e-9,Down
ENSMUSG00000064145.13,Arih2,3682.817,3853.777,4347.932,4026.838,4298.805,3674.817,5277.149304665054,-0.3299549485887418,0.05475080264932623,1.377674250547842e-9,2.2904058808514364e-9,Down
ENSMUSG00000031112.11,Stk26,18,23,18,50,50,55,36.08437603566201,-1.610288849823451,0.2842617926617153,1.385967899900557e-9,2.3038606535260705e-9,Down
ENSMUSG00000021476.10,Habp4,854,891,978.999,1012.66,962.999,907.999,875.733928698104,-0.39805338147654085,0.06622456257804592,1.3938796171275e-9,2.3163414824131814e-9,Down
ENSMUSG00000034192.6,Lsm3,1373.752,1445.212,1572.478,1376.712,1553.672,1469.585,1452.2532444170422,-0.3194646911190792,0.05300937440306577,1.3938113411870045e-9,2.3163414824131814e-9,Down
ENSMUSG00000046410.11,Kcnk6,2477,2573,2280,1241,1340,1244,4470.642325009501,0.6159868141775654,0.10343816137213735,1.3959732044610755e-9,2.3194849235749575e-9,Up
ENSMUSG00000032096.17,Arcn1,7424.805,7941.748,9249.891,5389.991,6042.994,5591.994,7245.7783426414735,0.20987616345064733,0.03473232256876028,1.4020054462022318e-9,2.329170795535334e-9,NS
ENSMUSG00000059022.16,Kcp,52,54.999,68,15,13,14,51.400207948502825,1.6309749322554077,0.28834010016979394,1.4175881263786161e-9,2.3547178439470054e-9,Up
ENSMUSG00000019373.12,Cops3,2247.999,2576,2865.999,1553,1606,1655,1941.3187028610664,0.3487031251216856,0.0579480545385177,1.4238150782538233e-9,2.3647191992462617e-9,Up
ENSMUSG00000015120.17,Ube2i,9627.566,10011.534,10956.383,9644.543,10643.606,9141.719,11010.308434486637,-0.2592724036338957,0.042990950927513,1.4458044438548666e-9,2.400545463965505e-9,NS
ENSMUSG00000072501.6,Phf20l1,2122.002,2430,2604.999,1530.999,1700.999,1398.999,2009.0435321728444,0.30693295626280753,0.0509605714327821,1.4455997209798499e-9,2.400545463965505e-9,Up
ENSMUSG00000000827.19,Tpd52l2,2078,2171.804,2321,1381.999,1538.999,1410,1860.1166685694072,0.2821487131928638,0.04681539135633074,1.4491049630931063e-9,2.405677647997418e-9,Up
ENSMUSG00000019737.15,Syne4,52,54.999,49,10,11,10,45.80498283802459,1.8789230197905398,0.3365120517295478,1.4724371580782184e-9,2.444058381932955e-9,Up
ENSMUSG00000031641.15,Cbr4,551,642,720,385,371.999,335,480.9046472934511,0.4792174177353962,0.08011837492380411,1.4865242731102996e-9,2.4670845827613194e-9,Up
ENSMUSG00000015165.17,Hnrnpl,14161.998,15348.999,16152.991,13708.995,14815.999,14056.999,15281.23087114068,-0.21672641611389237,0.03593551975699621,1.4993079061743501e-9,2.4879411396820898e-9,NS
ENSMUSG00000020329.13,Polrmt,1040,1196.999,1272.001,697,734,683,910.794818853501,0.4058781329898634,0.06768308217931447,1.5026636549169632e-9,2.493149364168688e-9,Up
ENSMUSG00000027035.11,Cers6,1603,1756.001,1602,937,1044,771,2532.0163550052525,0.5317840730370436,0.08914265773062005,1.509473255162206e-9,2.5040857250834456e-9,Up
ENSMUSG00000031834.16,Pik3r2,2356,2524,2790,1492,1824,1488,1887.4589083886044,0.35501695377758286,0.05910910110542059,1.5155296162850918e-9,2.513769548433007e-9,Up
ENSMUSG00000040276.16,Pacsin1,251,244.002,257,111,88,113,154.9041151700811,0.9154925750750423,0.15680202879354727,1.524413389086289e-9,2.528139651484381e-9,Up
ENSMUSG00000002550.17,Uck1,2390.968,2629.897,3000.985,1748.973,1868.991,1589.933,2116.9123503766386,0.30044969459607346,0.049968029857887855,1.5497144274427444e-9,2.5697286310938676e-9,Up
ENSMUSG00000037190.13,Cyb561d2,508,566,635,602,664.001,587.999,573.3139132557437,-0.43238160957986815,0.07226817786823943,1.5758576507670078e-9,2.6127019064044977e-9,Down
ENSMUSG00000039050.9,Osbpl2,1541,1754.816,1976.999,1036,1200,1099.999,1391.060969668515,0.33626524255817525,0.05601782428983575,1.5824262507466491e-9,2.623213604348747e-9,Up
ENSMUSG00000034893.10,Cog3,1226,1282,1336,1227,1371.001,1251,1345.911264247156,-0.31647775376693216,0.052710081631564265,1.606422675485081e-9,2.662608484785679e-9,Down
ENSMUSG00000020564.18,Atxn7l1,1419,1459.002,1478.998,1533,1692.001,1456,2143.3923146512275,-0.41248680955975386,0.06895657024181434,1.6320517162316745e-9,2.7046976270007676e-9,Down
ENSMUSG00000027012.16,Dync1i2,4167.999,4541,5106.001,3046.001,3164.001,3118.999,4192.403469109076,0.24325604958969094,0.040499474263365316,1.706541704635722e-9,2.8277371420392493e-9,NS
ENSMUSG00000038803.8,Ost4,4604,4907,5486,4731,4804,4815,4931.724559785829,-0.256789867277458,0.04276877221843649,1.7091211152879861e-9,2.8316026211011318e-9,NS
ENSMUSG00000073728.11,Tmem51os1,60,71,68,14,16,16,33.876197163904834,1.681952911101226,0.2998783428969014,1.7430961482207326e-9,2.887474476344298e-9,Up
ENSMUSG00000020549.15,Elac2,1640.001,1666.999,1961,1661,1841,1642,1471.9837568026767,-0.2834846046088511,0.04727595049491969,1.7462239310536266e-9,2.8922384826610117e-9,Down
ENSMUSG00000037722.9,Gnpnat1,827,872.98,924.002,427,517.999,524,747.0945271482,0.5106773210257136,0.08587581093894295,1.7513542644144167e-9,2.900317424036739e-9,Up
ENSMUSG00000048787.14,Dcun1d3,419.999,476,534,242.001,269,273,324.02905870954396,0.5356285242372847,0.09018758047720668,1.7637218411850168e-9,2.9203774913233665e-9,Up
ENSMUSG00000062515.4,Fabp4,7,11,13,32,57,48,24.055976803432362,-2.2737397415170704,0.4215074906284168,1.7799213674633277e-9,2.9467758164044684e-9,Down
ENSMUSG00000035024.18,Ncapd3,890,966,1076,978,1158,984,917.5676329158867,-0.40349459982728925,0.06759280477040305,1.7821931266671273e-9,2.950111528545282e-9,Down
ENSMUSG00000038145.18,Snrk,1472.999,1556.999,1645,1495,1738.002,1510.998,1640.5089599231726,-0.33465670866115727,0.05595557108962724,1.8159068635338656e-9,3.005485516569527e-9,Down
ENSMUSG00000018752.20,Tnfsfm13,135.827,164.749,220.837,248.446,269.29,259.398,250.21417026128228,-0.8710307293212473,0.14951616933073372,1.8187429576326955e-9,3.0097456957048917e-9,Down
ENSMUSG00000034621.15,Gpatch8,2274,2695.999,2854,1717.002,1814,1634.001,2282.7857329247317,0.27652883202802564,0.046174937534227245,1.8434904863557515e-9,3.0502595468044806e-9,Up
ENSMUSG00000031921.18,Terf2,1331,1443.999,1498,1418.001,1458.999,1507.001,1385.8734190004566,-0.3535005914098542,0.059177044073125414,1.8544159489554018e-9,3.0678948770861377e-9,Down
ENSMUSG00000029191.17,Rfc1,2628.999,2761.999,3014.999,2712.001,2935,2755,2686.896479306632,-0.3156577911466562,0.05278247337877251,1.861020136597113e-9,3.0783771576699294e-9,Down
ENSMUSG00000074024.7,4632427E13Rik,43,51.999,64.999,13,14,6,34.6669304863743,1.8219258372225087,0.32774103426198825,1.8695505980042884e-9,3.092042275224434e-9,Up
ENSMUSG00000061755.11,Bod1l,1922,2402,2261,1356,1412,1134,1760.6352431153819,0.43260339660142894,0.0726685609250151,1.8921870819315673e-9,3.129029991621571e-9,Up
ENSMUSG00000052299.10,Ltn1,2303,2549,2709,1596,1812,1567,2029.8413792060962,0.28404600700173777,0.04747753872707348,1.8978158252264947e-9,3.137886122545117e-9,Up
ENSMUSG00000014633.16,Cmc2,990,988.001,976.999,509,580.999,584,1075.0864151120468,0.49801943039256746,0.08390971023131391,1.91604393506663e-9,3.1675687455183004e-9,Up
ENSMUSG00000064128.9,Cenpj,478,548,597,297.999,330,290.001,483.30579407116926,0.49405507057752673,0.08327881977415633,1.9590212578990782e-9,3.238151879150009e-9,Up
ENSMUSG00000059852.8,Kcng2,22,33,21,49,60,60,55.22837673796515,-1.3907788522008782,0.2461852304776812,1.9727943591337597e-9,3.2604487083956477e-9,Down
ENSMUSG00000062421.14,Arf2,2046,2149,2376,1434,1452,1449,2140.8511806611664,0.27803362054618075,0.04653726149592505,2.0094963026486975e-9,3.3206282980738225e-9,Up
ENSMUSG00000040760.12,Appl1,1853,1903.001,1868,2009,2320,1976,4229.083244487581,-0.46929766345521373,0.07908602106524451,2.0155216030930473e-9,3.330105693283088e-9,Down
ENSMUSG00000002881.15,Nab1,3024.999,3346,3901,3153,3420,3197,3469.392843018192,-0.2491714424713071,0.04168649629364147,2.0304962866192667e-9,3.3543646754782103e-9,NS
ENSMUSG00000038037.6,Socs1,379,421,400,170,224,222,416.3141947054052,0.632027872426961,0.10737147353117607,2.0600344379192937e-9,3.402671957800237e-9,Up
ENSMUSG00000090622.2,A930033H14Rik,13,16,23,48,59,48,23.73072516325121,-1.77299516343617,0.31935844209073544,2.1096700134312888e-9,3.484156589131524e-9,Down
ENSMUSG00000031148.15,Gpkow,1809,2077,2243.991,1225,1462,1294.996,1895.6548221087326,0.30069896383890576,0.050446719513563096,2.1340796246191595e-9,3.523962658829711e-9,Up
ENSMUSG00000045259.5,Klhdc9,14,9,18,35,55,51,26.08138009678212,-1.9503449362771417,0.35511486713823825,2.142909774822397e-9,3.538034930882183e-9,Down
ENSMUSG00000022999.16,Lmbr1l,1059,1148.001,1190,1195,1343,1142,1450.169774703005,-0.4262678583605557,0.07187289106806603,2.1866834643628453e-9,3.6097881284184236e-9,Down
ENSMUSG00000028233.7,Tgs1,1349.99,1477,1693.995,1450,1639.998,1412.999,1365.5035027360555,-0.3121078720582216,0.05242187459648656,2.198882738974284e-9,3.6294049865806674e-9,Down
ENSMUSG00000022426.7,Josd1,3132.674,3401.414,3483.688,2169.683,2264,2136.526,3698.520101037797,0.28877311351279167,0.04848456957246624,2.225085056814139e-9,3.6721258561938425e-9,Up
ENSMUSG00000046822.15,Slc39a3,1490,1730.999,1891.999,1066.999,1130.001,1080,1291.703899442492,0.3173826256768689,0.05333714417430902,2.2299660296648113e-9,3.6796522371951474e-9,Up
ENSMUSG00000038312.11,Edem2,2399,2534.999,2953.001,2493.999,2703,2390,2907.6043052308,-0.2630861151477901,0.04418296736444465,2.304529438705433e-9,3.802142463312426e-9,Down
ENSMUSG00000030733.11,Sh2b1,2764,3089.999,3471.001,2919.999,3142,2912,3057.5341404972874,-0.2647994229071687,0.04450989543500994,2.375630926122654e-9,3.9183237467202575e-9,Down
