gene_id,gene_name,cDC1_TNFa_1,cDC1_TNFa_2,cDC1_TNFa_3,cDC1_un_1,cDC1_un_2,cDC1_un_3,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000045326.14,Fndc7,21,25,38,115,111.999,110,148.6142016999942,-1.9672982715273102,0.21747610621445929,1.0788610637029334e-20,3.8354679859135554e-20,Down
ENSMUSG00000028233.7,Tgs1,1150,1042,1015.993,1450,1639.998,1412.999,1365.5035027360555,-0.4990972131029845,0.05427676081442972,1.0937233630108917e-20,3.8871016333810185e-20,Down
ENSMUSG00000028603.16,Scp2,8652.886,7939.029,8334.949,9946.541,10825.843,10236.871,8251.336373043352,-0.33127298600736005,0.03572247052131958,1.0945776165152866e-20,3.8889340255089836e-20,Down
ENSMUSG00000059588.15,Calcrl,83,81,79,237,250,207,143.0310495520902,-1.4959301664081055,0.1652197223165809,1.1129444220115333e-20,3.9529665320007536e-20,Down
ENSMUSG00000009907.18,Vps4b,4457.986,4445.001,4457.995,3197.994,3403.001,3342.995,4414.369345503678,0.4025408753232707,0.043561742247309534,1.1327608715145916e-20,4.022106706123085e-20,Up
ENSMUSG00000024194.17,Cuta,1374.999,1224.998,1350.999,1688,1959.001,1762.999,2040.1699425093934,-0.46484788256857673,0.05047840397080497,1.1443971174328383e-20,4.0621675732554196e-20,Down
ENSMUSG00000007589.10,Tinf2,1346.001,1406,1434,1975.001,2165.999,1883.001,1461.339390546413,-0.5335289794739414,0.05817453461242055,1.1506764462676913e-20,4.08319457122741e-20,Down
ENSMUSG00000040102.11,Klhl42,93,96,107,196,224,196,815.5073279196744,-1.0529436066149154,0.11633841127273398,1.1952791487707218e-20,4.240157697044856e-20,Down
ENSMUSG00000020089.9,Ppa1,2120,1970.999,2145.001,1484,1525.999,1446,1887.8868101838173,0.45947975884937975,0.04990804441255797,1.2002980888631236e-20,4.2566469902455985e-20,Up
ENSMUSG00000024975.14,Pdcd4,1213.999,1090,1181,1572,1813.001,1610.999,1832.2624115556164,-0.5288879994128378,0.05768301158943317,1.2035292785602583e-20,4.2667881153774146e-20,Down
ENSMUSG00000003847.17,Nfat5,3589,4080,3661,2138.001,2350,1726,3304.5471812630776,0.8368744975681045,0.09238787067838448,1.2125389766961316e-20,4.2974027991980493e-20,Up
ENSMUSG00000025491.15,Ifitm1,4357.557,3960.78,4304.553,12324.756,13043.389,12547.353,7659.334095008124,-1.568618107194121,0.1734933315024524,1.2597414902304197e-20,4.4633173502980284e-20,Down
ENSMUSG00000022983.17,Scaf4,2783,2870,2919,2043,2342.001,2017,2761.701921577229,0.4001047140993471,0.043346994262540274,1.2616093069517833e-20,4.4685563453816556e-20,Up
ENSMUSG00000030322.13,Mbd4,348,374.001,357,552,628,562,459.7455205184757,-0.6950038942930394,0.0765572672979981,1.3468404328986422e-20,4.768969685777092e-20,Down
ENSMUSG00000055204.17,Ankrd17,4117,3933.001,3936,2963,3072.001,2788,4526.109756203732,0.418516209964549,0.04549602499309223,1.5589011255163007e-20,5.51814476704799e-20,Up
ENSMUSG00000026926.15,Pmpca,3941.999,3816.999,3928,3034,3227.999,2989,4206.126564347393,0.31640171429394237,0.034244335377494106,1.5793472680855134e-20,5.588796511379337e-20,Up
ENSMUSG00000024187.16,Fam234a,1286.999,1178.001,1224,1661,1816,1641.001,2036.6241101337428,-0.4835224573431586,0.052772484072792156,1.6068999044919664e-20,5.684544548145795e-20,Down
ENSMUSG00000091228.2,Nme1nme2,2832.704,2786.821,2724.83,1907.153,2084.449,2007.131,3763.711586645048,0.4518994933831064,0.04923795548006529,1.6249889970592438e-20,5.746765830992084e-20,Up
ENSMUSG00000032715.10,Trib3,70,58,86,15,8,5,300.16229132507465,2.8175943432454265,0.3209061054758872,1.6400338633001158e-20,5.798186222991142e-20,Up
ENSMUSG00000042333.17,Tnfrsf14,1512,1457,1598,731,704,735,1102.3940275475777,1.0305783434072437,0.11438603351767958,1.7436089138998124e-20,6.162468808344581e-20,Up
ENSMUSG00000036959.16,Bcorl1,354,415,379,193.001,216,202.001,477.32898063441763,0.8750463123990673,0.09709299974069542,1.7846941878837826e-20,6.3057364182983e-20,Up
ENSMUSG00000027203.16,Dut,1852,1610,1644,2365,2505,2480,1719.3383109854708,-0.5370554804157535,0.05887719365284609,1.788121206441178e-20,6.315901511400814e-20,Down
ENSMUSG00000027935.15,Rab13,171,159,152,61,69,74,498.84853726209633,1.1961429871124167,0.13284979634284694,1.7911185177091897e-20,6.324543031628113e-20,Up
ENSMUSG00000026269.15,Rnpepl1,3099.999,2974,3120.999,3772.999,4092,3754,3238.5689440457763,-0.3524814357664099,0.03827887218818337,1.870169341232487e-20,6.601646033007269e-20,Down
ENSMUSG00000029552.20,Tes,5592,4990,5644.001,3783.001,4226.999,3986.001,5461.582738708893,0.4119260168623444,0.04487214274542786,1.9144712184545198e-20,6.75595359603972e-20,Up
ENSMUSG00000037003.17,Tns2,137.001,123,132,31,62,39,805.8871262105996,1.5184350075488893,0.1688577147077499,1.9578192413561273e-20,6.906801335942369e-20,Up
ENSMUSG00000018565.18,Elp5,2303.001,2233.001,2346,1610.999,1707,1611.999,2069.480432724597,0.45638510802528826,0.04987428549616029,2.045715747483308e-20,7.214666439911187e-20,Up
ENSMUSG00000073838.11,Tufm,3264.626,3069.519,3148.549,2280.572,2607.917,2330.921,3135.9347691892526,0.37217410670848244,0.04049647994451973,2.0521182299318722e-20,7.235024143170921e-20,Up
ENSMUSG00000041258.19,Zfp236,2588,2490.001,2395,1580,1762.999,1556,1883.768929227065,0.5818694551793632,0.06407580737672296,2.0837362543108692e-20,7.344242912293342e-20,Up
ENSMUSG00000026626.12,Ppp2r5a,6003.997,5625.999,6051.999,7450,7898,7219.999,5917.198941209988,-0.3669754939034712,0.03994370666694706,2.152334070874054e-20,7.583691971723462e-20,Down
ENSMUSG00000025204.11,Ndufb8,2794,2630.001,2676.001,3260.729,3552,3390.722,3922.018880843209,-0.3486531055376983,0.03793847715992737,2.248032190516618e-20,7.918452037945499e-20,Down
ENSMUSG00000047959.5,Kcna3,122,101,99,270,312,263,124.38995083632632,-1.3773238607777787,0.1534427968196725,2.2545247169678278e-20,7.938886024207779e-20,Down
ENSMUSG00000075227.7,Znhit2,762,677,732,1010,1128,1014,836.5665214212557,-0.5469376484322044,0.060162580044932475,2.2561906622480663e-20,7.942316791721197e-20,Down
ENSMUSG00000040549.17,Ckap5,2319.001,2202.001,2182,2771,3102.999,2836.999,3232.752045207832,-0.39157511270810064,0.042698037477645674,2.274308819653469e-20,8.003643327024451e-20,Down
ENSMUSG00000028655.12,Mfsd2a,222,188,172,58,60,42,98.80291123203206,1.7974296364686522,0.20040175129273682,2.4030272916150462e-20,8.454032594857712e-20,Up
ENSMUSG00000001285.13,Myg1,902.216,920.219,945.941,1278.156,1400.128,1404.996,1158.750025845407,-0.5699914290314896,0.0628362292988819,2.4170725754664914e-20,8.500840546426255e-20,Down
ENSMUSG00000001750.17,Tcirg1,3688,3693.999,3847.999,5866.999,6708,5038,6193.7641328599475,-0.6511088830492064,0.07210728962636243,2.457246499701122e-20,8.639486085752598e-20,Down
ENSMUSG00000029535.5,Triap1,998,978,950,1425,1428,1406,1093.3129565699917,-0.5519525626676626,0.06082389441718531,2.5581223383617408e-20,8.991404594860076e-20,Down
ENSMUSG00000000732.10,Icosl,7086.001,7231.001,7432,4334.999,4702.999,4135,5038.0422052691065,0.692963384849338,0.07692884571468048,2.5824517750170278e-20,9.07414128902097e-20,Up
ENSMUSG00000039671.19,Zmynd8,3232.998,3305.999,3335,2248,2658.002,2195,4182.643219940102,0.4540004205692368,0.0497464821696911,2.593579352956315e-20,9.11045326093526e-20,Up
ENSMUSG00000044916.11,Frey1,120,106,101,26,27,24,55.108930054185294,2.0081346182215585,0.22452320140527957,2.605385976836235e-20,9.149127575538375e-20,Up
ENSMUSG00000015468.15,Notch4,112,109.001,88,279,297,237,131.43688619186415,-1.3801243732902637,0.15403550587141132,2.614334687571932e-20,9.177745404276519e-20,Down
ENSMUSG00000031021.14,Tmem9b,1534,1363,1378,1914.999,2029.999,1953,1943.0959105405425,-0.47683281761384605,0.0523237012890251,2.6194831682291832e-20,9.193008930554923e-20,Down
ENSMUSG00000022125.8,Cln5,2083,1930,2122,1497,1555,1419,1974.0560897336225,0.4322939674837454,0.0473200883426372,2.637247512591092e-20,9.252524652332266e-20,Up
ENSMUSG00000031143.5,Ccdc22,755.945,639.397,685.754,993.503,1097.504,957.104,859.9760483286261,-0.559604936635779,0.06172800651655707,2.6732963267917372e-20,9.376133695952816e-20,Down
ENSMUSG00000036022.16,Pabir2,439,379.001,389,677,698,640,558.6568491745162,-0.7436734636539436,0.08277411696743503,2.776056814861674e-20,9.733575696200488e-20,Down
ENSMUSG00000056167.9,Cnot10,1753,1720,1829,2414,2624,2339,2051.7669098479855,-0.48700508013528476,0.05350972459661033,2.778469329179987e-20,9.739060838514587e-20,Down
ENSMUSG00000041774.17,Ydjc,283,290,292,518.001,539.999,467,309.6958243393055,-0.8190170301480405,0.09131839416789903,2.798033818356689e-20,9.804645204818389e-20,Down
ENSMUSG00000022443.18,Myh9,88116.943,86868.929,90069.898,59193.001,66833.991,59805.996,61874.168245228655,0.4879414373354454,0.05363226277421247,2.851734400572834e-20,9.989770018846203e-20,Up
ENSMUSG00000030707.16,Coro1a,48349.999,43983.999,47509.999,76198,82447.959,77202.999,44652.125479835115,-0.7581292002818246,0.0844518614956886,2.872563630945538e-20,1.0059667024747672e-19,Down
ENSMUSG00000023806.11,Rsph3b,760.764,782.059,861.874,1253.17,1345.646,1334.128,1166.9173934549954,-0.7147806375620139,0.07953193350488108,2.913126951164776e-20,1.0198608774458878e-19,Down
ENSMUSG00000045917.18,Tmem268,1753,1632.001,1622.001,2271,2544,2161,2770.6155507223475,-0.4881608538184819,0.05369755107982993,3.037449668419755e-20,1.063061095472845e-19,Down
ENSMUSG00000056919.10,Cep162,788.081,711.073,801,423.083,507.091,385.078,751.5290207666237,0.7752478147491663,0.08646339618991501,3.0645471689585234e-20,1.0722180116133676e-19,Up
ENSMUSG00000029438.10,Bcl7a,386,413,396,640,682,606,763.2881286095169,-0.6941212367514417,0.0772540826908653,3.1707632749983524e-20,1.1090427866830971e-19,Down
ENSMUSG00000121504.1,Ppp4r1l-ps,985,1228.002,1105,581.999,652.163,445.001,798.8189037201582,0.9510107053003158,0.10634843551232853,3.2583747516945575e-20,1.139339746458849e-19,Up
ENSMUSG00000035614.12,Togaram1,1311,1221.002,1215,880.001,882.001,809.999,1314.7384572121703,0.5159467512775398,0.05691164379573588,3.3274262086633876e-20,1.1631304460907666e-19,Up
ENSMUSG00000021156.18,Zmynd11,4198.001,3874,4137.001,4876,5375,4872,4713.821121403728,-0.3242637730958051,0.03541705097494887,3.362533901007463e-20,1.175044941730636e-19,Down
ENSMUSG00000001521.13,Tulp3,207,218,219,85,108.001,94,3103.3679429092685,1.124650944306562,0.12592634389946383,3.502353265571309e-20,1.223532782128243e-19,Up
ENSMUSG00000027404.17,Snrpb,8724.001,7980,8313.999,10070,10710,9935,8205.494797088337,-0.31249573802880093,0.0341350271772019,3.520055049657896e-20,1.229342826497008e-19,Down
ENSMUSG00000035051.16,Dhx57,1395,1570,1452.001,945,1006,900,1395.9124645705933,0.6038361644427318,0.06700449679513162,3.5389102000562217e-20,1.2355520166386618e-19,Up
ENSMUSG00000034462.10,Pkd2,343.001,328,369,169,202.001,185,725.3849609417265,0.8678157115114744,0.09710641113275065,3.566328536945566e-20,1.2447462185333111e-19,Up
ENSMUSG00000026458.14,Ppfia4,3756,3618,3713,9172,9942,9114,4429.4351857778865,-1.3358229264061723,0.14967989428077946,3.601201684443744e-20,1.2565359751585386e-19,Down
ENSMUSG00000018750.15,Zbtb4,2330.944,2180.999,2342.999,3065.999,3078.001,3037.999,2169.3149865534624,-0.4361579635007184,0.04796891340224659,3.8515718049634705e-20,1.3434872125272033e-19,Down
ENSMUSG00000020232.19,Hmg20b,2026,2090.999,2248.002,1430.001,1585,1413.999,2478.813392283308,0.4983131404487068,0.05503364907003573,4.025646932209724e-20,1.4037808600839436e-19,Up
ENSMUSG00000041180.14,Hectd2,111,128,114.001,23,28,13,60.96438750455696,2.3697218814639385,0.2688260009276877,4.075861248741733e-20,1.4208595846782428e-19,Up
ENSMUSG00000035781.16,R3hdm4,4360,4053.999,4109.001,5157.999,5703.999,5259,4640.505495839301,-0.37860638587301776,0.041555766035124245,4.175236980894433e-20,1.4550605842673982e-19,Down
ENSMUSG00000037801.14,Iqch,12,11,16,88,82,74,49.54761875976381,-2.573267165614484,0.29426400360183214,4.298192730706797e-20,1.4974559201063758e-19,Down
ENSMUSG00000046841.7,Ckap4,104,100,99.013,214,208,206,570.539792418768,-1.0479029101888688,0.11768413066044317,4.507011561546952e-20,1.5697304750149726e-19,Down
ENSMUSG00000031176.9,Dynlt3,1957,1751,1921.999,1280,1381,1339,2816.1783193233346,0.46721061323065144,0.051581001962735094,4.567425902743798e-20,1.5902896191997282e-19,Up
ENSMUSG00000033365.15,Ipo13,1195.001,1073.001,1179,1624.999,1970,1754,2421.4483820182645,-0.6390454789338618,0.07127273473265727,4.601584895909512e-20,1.6016974646780518e-19,Down
ENSMUSG00000050619.15,Zscan29,1406,1289,1297.001,1766,1875.001,1716.001,1661.053096436089,-0.43708151958517044,0.04817931082699731,4.631626686823079e-20,1.6116657346905882e-19,Down
ENSMUSG00000038774.10,Ascc3,1368.001,1311,1386,912,1026,910.001,1497.0710105823537,0.4884016535034503,0.053999131464068185,4.640217659215518e-20,1.6141659915411024e-19,Up
ENSMUSG00000024247.15,Pkdcc,456,507,458,715,796,732,523.0389708218461,-0.6630543993701109,0.0740952996862342,4.909417183587567e-20,1.707293686224592e-19,Down
ENSMUSG00000049744.16,Arhgap15,2035,1751,1888.001,3710,3845,3564,1982.8697896911146,-0.9698904192057044,0.10904845400992681,5.010813951034607e-20,1.7420277505216588e-19,Down
ENSMUSG00000002010.18,Idh3g,3348,3098,3435.998,4277.999,4451,4277,3779.436713753765,-0.41100660352436763,0.04528772891932059,5.0468837553862e-20,1.7540365061470863e-19,Down
ENSMUSG00000040651.10,Tasor,1193,1331,1153,673,760,583,1153.1647445102121,0.8357714446169955,0.09389367058728222,5.0555309395041e-20,1.7565101899644655e-19,Up
ENSMUSG00000022102.14,Dok2,19,26,33,107,117,124.001,53.11455988243602,-2.109985832942348,0.23830307988541505,5.060110309333372e-20,1.7575694701172146e-19,Down
ENSMUSG00000073902.6,Gvin3,332.722,283.399,338.036,553.507,624.377,582.192,580.8835050753461,-0.8838765131614684,0.09935284679984194,5.0788875883318486e-20,1.7635580942490057e-19,Down
ENSMUSG00000034329.17,Brip1,389,362.999,342.001,572.999,688,673.999,460.9234057990291,-0.8240110580153711,0.09259260563914465,5.212945703261043e-20,1.8095603237771025e-19,Down
ENSMUSG00000019861.16,Gopc,1409.001,1376,1388,961.001,1064,958.999,1695.724904421112,0.4596793975661725,0.05084982932658126,5.579858423131765e-20,1.936340715407134e-19,Up
ENSMUSG00000073664.12,Nbeal1,1282,1334,1240,852,945,759,1181.7760593347389,0.5674038104214553,0.06319866978013707,5.723385414924011e-20,1.9855478767242424e-19,Up
ENSMUSG00000053536.8,Cstf2t,1774,1739,1719,1205,1345,1081,1718.4419694581145,0.5029526617696646,0.05580250050322552,5.753146332076904e-20,1.995269686838994e-19,Up
ENSMUSG00000032097.11,Ddx6,15420.994,15406.982,15023,10565.994,11538,10168.996,15179.6741482174,0.4823884298969341,0.053454412512247564,5.758009775401588e-20,1.9963534496055686e-19,Up
ENSMUSG00000031684.12,Slc10a7,812,758,899.001,1177,1278.001,1137.001,974.259453827494,-0.5495980049622431,0.06117143973314059,5.894945469934142e-20,2.0432133664730985e-19,Down
ENSMUSG00000041189.10,Chrnb1,363,348,339,176,180,156.999,218.31293615355858,0.994114414160134,0.11205562457768999,6.101834848449404e-20,2.1142839337581322e-19,Up
ENSMUSG00000024446.14,Rpp21,525.999,505.999,513.001,814.001,846.998,780,544.510650808665,-0.6655181553715578,0.0745931924861945,6.194531259078267e-20,2.1457557299546225e-19,Down
ENSMUSG00000032786.17,Alas1,1021.001,841,982.999,504,634,588.001,1498.7616112915546,0.6892623844434925,0.07734340780282041,6.254075276279255e-20,2.1657281784533984e-19,Up
ENSMUSG00000060301.7,2610008E11Rik,137,149,160,298,310,252,366.6294384945399,-0.9443952070633486,0.10650040415795005,6.40477789649391e-20,2.217246445144395e-19,Down
ENSMUSG00000057156.11,Homez,457,377,438.999,229.001,242,228.999,556.1627378280439,0.8265208988626229,0.09313790203314777,6.517274068040557e-20,2.255511094735073e-19,Up
ENSMUSG00000022711.17,Pmm2,1930.999,1848,1863,2427,2524,2437,2204.420113723134,-0.4033715819359772,0.044572938312501205,6.606181865421579e-20,2.2855916348489305e-19,Down
ENSMUSG00000047098.19,Rnf31,3089.583,3119.988,3088.656,2145.412,2378.702,2128.866,3027.629747694857,0.4593681247987375,0.05092125208318002,6.63524458770016e-20,2.294955228932558e-19,Up
ENSMUSG00000001482.16,Def8,1178.001,1122,1182,1602,1741,1694,1700.2849251647835,-0.5425711715392619,0.06045224581390696,6.648051595555964e-20,2.2986924562411664e-19,Down
ENSMUSG00000022747.18,St3gal6,49.999,41.001,34,114.001,109.999,142,1582.3049669659006,-1.5330048613282619,0.17313144054628757,6.784547091598617e-20,2.3451822472253736e-19,Down
ENSMUSG00000020115.4,Tbk1,2574,2606,2495.999,1698,1772.001,1648,2274.428883118905,0.5569047568131291,0.0621305560547916,6.884794738591042e-20,2.379118205935628e-19,Up
ENSMUSG00000021987.10,Mtmr6,5752,5231,5655,4144,4343,3978,4761.843922913379,0.39314815201109576,0.04346205901589862,7.149957833390319e-20,2.470004987991006e-19,Up
ENSMUSG00000074203.5,G430095P16Rik,55,49,65,188,173,182,74.32480421338828,-1.6620437616245443,0.18791348349797043,7.471123024739714e-20,2.5801776148296584e-19,Down
ENSMUSG00000003068.18,Stk11,7310,7458.001,7181,4964,5668.001,4901.001,6861.2828413002535,0.47569744075199993,0.05286096977496536,7.494717854047801e-20,2.587547959050839e-19,Up
ENSMUSG00000040945.14,Rcc2,11325,10247,10578.999,13935,15215,14392,16236.708159619544,-0.4504949803705996,0.04999242177053273,7.57736601421243e-20,2.6152958804088167e-19,Down
ENSMUSG00000047153.5,Khnyn,5942,6342,6110,3495,3768,3125,4998.551672232979,0.7923025502250132,0.08940546219516007,7.62735375996614e-20,2.6317579094258165e-19,Up
ENSMUSG00000021245.16,Mlh3,264,230,200.001,435,461.999,368.001,451.98186450029425,-0.8650887047536475,0.09772975933504648,7.671982753073471e-20,2.646361608697587e-19,Down
ENSMUSG00000021218.11,Gdi2,42068.997,38229.999,40691.998,55863,59547.995,56295.999,39776.985241339746,-0.5162230068835038,0.05753190963222831,7.761657496354324e-20,2.676489880799901e-19,Down
ENSMUSG00000029826.15,Zc3hav1,9565,9178.001,9647,7538,8251,7482,10586.17043884239,0.26725806326349194,0.029424958495715203,7.768913392179265e-20,2.678187705865941e-19,Up
ENSMUSG00000025591.7,Tma16,765.501,765.069,827.059,465.229,523.792,455.655,543.753059958847,0.676050727477542,0.07603020954737104,7.824307861665522e-20,2.6964744050271665e-19,Up
ENSMUSG00000022387.18,Brd1,5099.001,4979.999,5256.001,3893.001,4193,3859.001,4324.72505366353,0.33911860131519833,0.03744328718305051,7.941779342617344e-20,2.7361371794561945e-19,Up
ENSMUSG00000040455.18,Usp45,879,858.001,851.001,1204.999,1395,1219,1105.4426588468032,-0.5682187792003675,0.06357715563404776,8.240632879482598e-20,2.838247971058749e-19,Down
ENSMUSG00000040865.17,Ino80d,3096,3600,3175,1813,2151.999,1529,2513.931926740876,0.8170052976147839,0.09234803064890633,8.410737547351868e-20,2.89596699419015e-19,Up
ENSMUSG00000019868.17,Vta1,1538,1452.998,1571.001,1948.001,2183.999,2052.999,2033.4512409880615,-0.45121031138508405,0.05016155530836274,8.746494439417008e-20,3.01067133236887e-19,Down
ENSMUSG00000021240.7,Abcd4,234,218,223,413.002,419,384,450.72071890427503,-0.8500337417650918,0.0961817608213959,8.812079306256274e-20,3.032337628820521e-19,Down
ENSMUSG00000062794.9,Zfp599,196,205,215,67,93,72,100.55518355384896,1.3613090123702942,0.1542968443849058,8.959899617764685e-20,3.082280626446731e-19,Up
ENSMUSG00000027313.4,Chac1,75,72,80,15,14,15,219.19398637572152,2.271295113988097,0.25954754657781925,9.182730028262473e-20,3.1579900842928417e-19,Up
ENSMUSG00000060260.14,Pwwp2b,627,565.001,581.001,906.001,985,997,659.230612355552,-0.7094782601071818,0.08011512874345468,9.717498447194754e-20,3.340899241590939e-19,Down
ENSMUSG00000020128.16,Vps54,1403.999,1379.999,1401.999,980,1002,954,1385.5889903519947,0.48561634453860086,0.054175728648664816,9.834087015417364e-20,3.3799707033234835e-19,Up
ENSMUSG00000035842.11,Ddx11,317,272.001,314.999,486,593,461.999,511.0343697847623,-0.7696641578260693,0.08708655510974489,9.843910992380835e-20,3.3823348272145164e-19,Down
ENSMUSG00000029221.16,Slc30a9,1578.001,1497,1490,1090.999,1112.999,1024,1976.8083853820633,0.4743676522254911,0.05289017625495823,9.919999644857285e-20,3.4074590464222614e-19,Up
ENSMUSG00000074166.8,AW146154,107.127,109.614,116.104,223.033,250.744,226.069,211.83490799200445,-1.0659588119425416,0.12095425769253731,1.0186960251661863e-19,3.498111978762954e-19,Down
ENSMUSG00000026879.15,Gsn,18269,16494,17867,23464,25554,23449.999,16751.52978681712,-0.4732536422276266,0.05280421008387008,1.0580219177649347e-19,3.632067468369132e-19,Down
ENSMUSG00000001642.19,Akr1b1,3232.753,2947.635,3379.605,4347.35,4641.818,4299.665,4185.875453928109,-0.4866463054542265,0.05435203209816455,1.0724531226696622e-19,3.680507832521139e-19,Down
ENSMUSG00000000275.17,Trim25,5464,5447,5336,3451,3828,3419,6465.670524620861,0.5753642752776332,0.06463359072454307,1.0970431771314128e-19,3.763772573349272e-19,Up
ENSMUSG00000002844.10,Adprh,5510,5104,5244,3775,4043,3940,5169.472982375014,0.40715733117184494,0.04531234609254381,1.1667487037362682e-19,4.0017250194156415e-19,Up
ENSMUSG00000022504.11,Ciita,12676.001,12295,12753.001,18198,19816,17781.001,12031.65064322705,-0.5721934118669847,0.06434847706408733,1.2172733680373526e-19,4.173768314473849e-19,Down
ENSMUSG00000032667.18,Pon2,2101,1982.999,1973,1447,1507,1398,2682.717392436042,0.45195295863330026,0.05047823014906203,1.2730618700982647e-19,4.363752075921902e-19,Up
ENSMUSG00000031605.9,Klhl2,963,1055,1070.999,677.001,716,629,972.473458797216,0.5835760077564192,0.06572573100794805,1.2970094881487988e-19,4.444512071743556e-19,Up
ENSMUSG00000057789.15,Bak1,6279.999,5983,6855.999,4597,4776,4607.999,6564.540828905107,0.42633753351591624,0.047559802590882494,1.300584608407024e-19,4.455433489957594e-19,Up
ENSMUSG00000034614.15,Pik3ip1,785.001,682,714,1072.999,1158.001,1025.999,1789.1012296954439,-0.5861427873627717,0.0660372192101208,1.3164321791684093e-19,4.50837778508525e-19,Down
ENSMUSG00000028641.17,P3h1,266,309,277.001,150,159,133,612.5333623942918,0.9103235381995718,0.10359512900676829,1.3273680319200924e-19,4.54447439193155e-19,Up
ENSMUSG00000050628.7,Ubald2,3742.333,3624.498,3742.583,4586.026,5096.131,4814.018,4295.46372790678,-0.39761152900823477,0.04430727893707854,1.3506823670554983e-19,4.622916727540472e-19,Down
ENSMUSG00000022529.12,Zfp263,2751,2663.001,2711,1763,1986,1684.001,2211.0861481589595,0.5543387822804487,0.062358925259283216,1.3608367233499435e-19,4.656283699114243e-19,Up
ENSMUSG00000035439.14,Haus8,4094,3770,4154,2278,2520.999,2541.999,2904.7805072961773,0.6776911530277272,0.0767838508781333,1.4056218135088932e-19,4.808089152374924e-19,Up
ENSMUSG00000062007.14,Hsh2d,443,425,460,221,247,238,612.9320850098541,0.8744493892306685,0.09958885826349642,1.438569535303847e-19,4.919325185793351e-19,Up
ENSMUSG00000041995.9,Zbed3,543,538,535,761,958,802,640.0527210554218,-0.6446991945987303,0.0730403135637033,1.5820283089034848e-19,5.408285522815932e-19,Down
ENSMUSG00000026775.10,Yme1l1,4639.001,4288.999,4494,3303,3577.999,3348.001,4769.769800525317,0.3692833582718815,0.041225145643275875,1.7550662218670856e-19,5.998043281458258e-19,Up
ENSMUSG00000021569.11,Trip13,328,286,333,587,578,536,385.86910649496167,-0.8465615480114131,0.09668984410775776,1.840427566219984e-19,6.287899358198178e-19,Down
ENSMUSG00000086370.11,Ftx,100.998,91,70,226,255.718,192.184,141.80457979016973,-1.346342199289494,0.15405171536868373,1.8740251855688108e-19,6.400782631138208e-19,Down
ENSMUSG00000052031.9,Tagap1,695.445,673.107,740.304,1198.589,1267.807,971.172,878.7005576353065,-0.7073182728122377,0.08053942362685873,1.8856876334572902e-19,6.438700890570938e-19,Down
ENSMUSG00000022503.11,Nubp1,3901,3584,3819.001,2776,2970.001,2766,3035.254071649616,0.3860491379246558,0.04317356160802224,1.8967525109868722e-19,6.474556802515533e-19,Up
ENSMUSG00000015971.6,Actr8,1621,1572,1700,1063.001,1199.999,1085.999,1404.6679299921257,0.5206659472029671,0.058713716489409644,1.957734299198314e-19,6.68073193393588e-19,Up
ENSMUSG00000028779.17,Pef1,1481,1241,1464,2015,2010,1978,1872.3166314906603,-0.5320223580150938,0.06004436101807161,1.9752132264128484e-19,6.738375959268787e-19,Down
ENSMUSG00000091780.4,Sco2,372.965,358.211,321.005,594.705,687.509,578.143,596.7587993985909,-0.8217992372918519,0.09395829227786202,2.0480300679631857e-19,6.984713178028293e-19,Down
ENSMUSG00000039483.11,Asb6,1275,1302.001,1370,894.999,987,804.001,1319.518386535026,0.5298663566350151,0.05983122524326969,2.0785526472286593e-19,7.08670428982384e-19,Up
ENSMUSG00000033713.13,Foxn3,1220,1346.999,1390.999,792.997,888.999,704,1238.6852295176675,0.7008136174762657,0.07991443812252606,2.1536027744431138e-19,7.340403876203703e-19,Up
ENSMUSG00000060376.8,Bckdha,2437,2282,2452,2958,3179,2950,2538.578111344555,-0.35659595055337,0.03989676028880704,2.2020384632291095e-19,7.503266371887201e-19,Down
ENSMUSG00000033943.16,Mga,3948.001,3906.001,3768.001,2711,2796.999,2353,2831.0568971620637,0.5376966181186945,0.06079212387316576,2.2085705213478215e-19,7.523291396213893e-19,Up
ENSMUSG00000038628.9,Polr3k,1020,975,1000,1273,1483,1326,1435.817309721452,-0.45748654379225745,0.05149468699057477,2.3169088151393526e-19,7.889995232575678e-19,Down
ENSMUSG00000022200.9,Golph3,5920.001,5323,5750.999,4299.001,4725.999,4265,5169.793583543793,0.3333349948251101,0.03728044311149492,2.320680856359401e-19,7.900497561095465e-19,Up
ENSMUSG00000068749.10,Psma5,8397.87,7793.264,7965.128,5340.013,5920.658,5367.936,6373.963275040365,0.512247552343948,0.05786680116208593,2.3517539862444267e-19,8.003909609971769e-19,Up
ENSMUSG00000043091.10,Tuba1c,16330.668,14601.36,15734.075,10425.785,10880.546,10089.678,11940.145666079514,0.5428208068960082,0.061465016174337916,2.428014025657516e-19,8.261002979740816e-19,Up
ENSMUSG00000049037.9,Clec4a1,142,117,158,38,39,36,59.65483469912083,1.8119983570332456,0.20807321374554666,2.439638080688285e-19,8.298093625753429e-19,Up
ENSMUSG00000074874.11,Ctla2b,7700.324,6832.459,7265.18,13820.462,14522.271,13813.34,7709.751078206113,-0.9506132898964088,0.10910296685916833,2.5239899929451815e-19,8.582462863189079e-19,Down
