taxon	meanAL	meanIF	meanRA	prev	log2FC	p	padj
Megalodesulfovibrio gigas	8.48279261522558e-05	5.71809740376556e-05	7.10044500949557e-05	10	-0.560899689630939	0.547619047619048	0.946967654986523
Mesoterricola silvestris	2.61122650824154e-05	2.40916041853341e-05	2.51019346338747e-05	10	-0.111740937805092	0.547619047619048	0.946967654986523
Methyloligella sp. GL2	1.67719227566497e-05	8.07655420999447e-06	1.24242384833221e-05	10	-0.969383168916559	0.547619047619048	0.946967654986523
Methylomagnum ishizawai	5.3882049914213e-05	3.66880408458948e-05	4.52850453800539e-05	10	-0.542227568311015	0.547619047619048	0.946967654986523
Microbacterium sp. LWH13-1.2	0.000113713916214856	0.000138737223743615	0.000126225569979235	10	0.284675963946396	0.547619047619048	0.946967654986523
Microbispora hainanensis	1.04863635131596e-05	8.22019965016555e-06	9.35328158166257e-06	9	-0.317052229466128	0.547619047619048	0.946967654986523
Microtetraspora malaysiensis	1.96966455052265e-05	1.63225861204567e-05	1.80096158128416e-05	10	-0.256742627165839	0.547619047619048	0.946967654986523
Mitsuokella multacida	6.22848221002564e-05	4.89877260648892e-05	5.56362740825728e-05	10	-0.340285632223439	0.547619047619048	0.946967654986523
Mucilaginibacter paludis	8.15393379889658e-06	5.69668413956974e-06	6.92530896923316e-06	10	-0.450944935924877	0.547619047619048	0.946967654986523
Mycobacterium sp. SMC-14	2.15605367740776e-05	1.41344557749586e-05	1.78474962745181e-05	10	-0.575964595890473	0.547619047619048	0.946967654986523
Mycolicibacillus koreensis	1.33119789274347e-05	1.30646803346701e-05	1.31883296310524e-05	9	-0.0251464052030288	0.547619047619048	0.946967654986523
Mycolicibacterium tokaiense	1.64355422853761e-05	1.01470407963746e-05	1.32912915408754e-05	9	-0.645370467050795	0.547619047619048	0.946967654986523
Myxococcus stipitatus	1.56439583872827e-05	1.00971793049851e-05	1.28705688461339e-05	10	-0.584805569388133	0.547619047619048	0.946967654986523
Nitratidesulfovibrio sp. HK-II	1.02425153279128e-05	1.03630615867724e-05	1.03027884573426e-05	10	0.015386746289867	0.547619047619048	0.946967654986523
Nitratidesulfovibrio vulgaris	8.84074517677223e-05	0.000112699286052983	0.000100553368910353	10	0.346756210582753	0.547619047619048	0.946967654986523
Nocardia mangyaensis	1.78870865539225e-05	1.31008144276685e-05	1.54939504907955e-05	9	-0.42162168307212	0.547619047619048	0.946967654986523
Nocardioides sp. Arc9.136	3.5542449015318e-05	2.69951180333692e-05	3.12687835243436e-05	10	-0.384398061500762	0.547619047619048	0.946967654986523
Nocardioides sp. JS614	2.25704893182869e-05	1.44091623558793e-05	1.84898258370831e-05	10	-0.613193270048215	0.547619047619048	0.946967654986523
Oscillibacter sp. PEA192	0.000537028763532358	0.000316235935990314	0.000426632349761336	10	-0.762127096165402	0.547619047619048	0.946967654986523
Paenibacillus aurantius	3.11624252379417e-05	2.01181224011808e-05	2.56402738195613e-05	10	-0.606894627095381	0.547619047619048	0.946967654986523
Paenibacillus sabinae	1.97901421809719e-05	1.16166746278132e-05	1.57034084043926e-05	9	-0.72056791479282	0.547619047619048	0.946967654986523
Paenibacillus tritici	1.36760990035987e-05	9.52279688586745e-06	1.15994479447331e-05	9	-0.479950328160215	0.547619047619048	0.946967654986523
Parabacteroides sp. APC149_11_2_Y6	1.66147610828157e-05	1.38043243613006e-05	1.52095427220581e-05	10	-0.250766256618332	0.547619047619048	0.946967654986523
Parapusillimonas sp. JC17	6.22111731367788e-05	4.67369402912131e-05	5.44740567139959e-05	10	-0.405073490561916	0.547619047619048	0.946967654986523
Pararoseomonas sp. SCSIO 73927	2.14423007403665e-05	2.39835287756661e-05	2.27129147580163e-05	10	0.154756677703273	0.547619047619048	0.946967654986523
Pelosinus sp. UFO1	1.18604689173986e-05	9.98757719732567e-06	1.09240230573621e-05	9	-0.227069945460244	0.547619047619048	0.946967654986523
Persicimonas caeni	1.14867334948071e-05	8.28014291174473e-06	9.8834382032759e-06	9	-0.42817719232692	0.547619047619048	0.946967654986523
Pigmentiphaga litoralis	9.28714437526873e-06	7.62379869165915e-06	8.45547153346394e-06	9	-0.254447151538231	0.547619047619048	0.946967654986523
Porphyromonas cangingivalis	1.29087960521177e-05	1.66648348122602e-05	1.4786815432189e-05	9	0.344882712991281	0.547619047619048	0.946967654986523
Porphyromonas gingivalis	7.19914020495947e-05	6.02787370811946e-05	6.61350695653947e-05	10	-0.252339968686451	0.547619047619048	0.946967654986523
Prescottella soli	1.22345361868676e-05	8.53258635044697e-06	1.03835612686573e-05	9	-0.473368035808357	0.547619047619048	0.946967654986523
Prevotella dentalis	0.000207914230882253	0.000260844711736766	0.00023437947130951	10	0.325800698465179	0.547619047619048	0.946967654986523
Prevotella intermedia	4.36382403292232e-05	5.28208098264316e-05	4.82295250778274e-05	10	0.269883942727437	0.547619047619048	0.946967654986523
Prevotella jejuni	7.43114895587531e-05	9.82885286369247e-05	8.63000090978389e-05	10	0.398757064726374	0.547619047619048	0.946967654986523
Prevotella melaninogenica	0.000361889613755478	0.000265213707419357	0.000313551660587418	10	-0.446945908169866	0.547619047619048	0.946967654986523
Prevotella sp. oral taxon 475	0.000118266748218197	0.000161039414489308	0.000139653081353753	10	0.44215290398794	0.547619047619048	0.946967654986523
Pseudoflavonifractor gallinarum	0.00229583164382527	0.00170277066839649	0.00199930115611088	10	-0.43091395360856	0.547619047619048	0.946967654986523
Pseudolactococcus raffinolactis	3.27442575431704e-05	2.20848743522316e-05	2.7414565947701e-05	10	-0.547694131214258	0.547619047619048	0.946967654986523
Pseudonocardia halophobica	3.15450509218234e-05	2.9006393869332e-05	3.02757223955777e-05	10	-0.117168223472059	0.547619047619048	0.946967654986523
Pseudonocardia xinjiangensis	3.08246237401675e-05	2.05362226309244e-05	2.56804231855459e-05	10	-0.563378228353244	0.547619047619048	0.946967654986523
Pseudoxanthomonas suwonensis	1.26078968765627e-05	1.02592582687381e-05	1.14335775726504e-05	10	-0.273332323642833	0.547619047619048	0.946967654986523
Rhodococcus opacus	4.19131246756362e-05	3.49595746076495e-05	3.84363496416429e-05	10	-0.255042999037924	0.547619047619048	0.946967654986523
Rhodothermus marinus	9.84653575987425e-06	7.44936596111973e-06	8.64795086049699e-06	10	-0.360319347517773	0.547619047619048	0.946967654986523
Roseibium aggregatum	5.68009852743846e-05	4.0813878455851e-05	4.88074318651178e-05	9	-0.467112217988254	0.547619047619048	0.946967654986523
Roseivirga pacifica	2.93054614157405e-05	1.76801362477498e-05	2.34927988317451e-05	10	-0.698072830759218	0.547619047619048	0.946967654986523
Rubrobacter xylanophilus	3.10239891420024e-05	2.55897804284014e-05	2.83068847852019e-05	10	-0.268281167842008	0.547619047619048	0.946967654986523
Saccharomonospora azurea	2.86089792512686e-05	2.48545138386197e-05	2.67317465449441e-05	10	-0.195618578452363	0.547619047619048	0.946967654986523
Schaalia odontolytica	2.1063411546019e-05	1.33650620291167e-05	1.72142367875679e-05	10	-0.619091661791079	0.547619047619048	0.946967654986523
Segatella hominis	0.000125692414484984	0.000167032001684758	0.000146362208084871	10	0.407405872456326	0.547619047619048	0.946967654986523
Sphingobium wenxiniae	3.51985261058879e-05	2.63788487045899e-05	3.07886874052389e-05	10	-0.402869174577401	0.547619047619048	0.946967654986523
Sphingomicrobium maritimum	1.23307977742591e-05	8.01004147702091e-06	1.017041962564e-05	10	-0.565157467800973	0.547619047619048	0.946967654986523
Spirillospora sp. CA-294931	2.5759635373893e-05	1.7737633299315e-05	2.1748634336604e-05	10	-0.514119716461465	0.547619047619048	0.946967654986523
Stenotrophomonas rhizophila	5.14209827681573e-05	6.54769099009848e-05	5.8448946334571e-05	10	0.34270892072283	0.547619047619048	0.946967654986523
Streptomyces collinus	2.73799527814973e-05	2.07439123516484e-05	2.40619325665729e-05	10	-0.384260643231518	0.547619047619048	0.946967654986523
Streptomyces durmitorensis	1.45041524234553e-05	1.44217941808581e-05	1.44629733021567e-05	9	-0.00768404023829351	0.547619047619048	0.946967654986523
Streptomyces hygroscopicus	4.55386723814454e-05	2.56788013510014e-05	3.56087368662234e-05	10	-0.802736205975448	0.547619047619048	0.946967654986523
Streptomyces longwoodensis	1.52216922371e-05	1.01355920532252e-05	1.26786421451626e-05	10	-0.542746063612622	0.547619047619048	0.946967654986523
Streptomyces phaeolivaceus	0.000113447995790678	0.000143726058051308	0.000128587026920993	10	0.338632505051619	0.547619047619048	0.946967654986523
Streptomyces phytohabitans	1.69137813695616e-05	1.22893064026585e-05	1.460154388611e-05	9	-0.430804094658053	0.547619047619048	0.946967654986523
Streptomyces sclerotialus	2.07071557359448e-05	1.50797913392973e-05	1.7893473537621e-05	10	-0.432922018247293	0.547619047619048	0.946967654986523
Streptomyces sp. Caat 7-52	3.72865385160919e-05	1.75589310618512e-05	2.74227347889715e-05	10	-1.04472361410313	0.547619047619048	0.946967654986523
Streptomyces sp. HM190	2.42623394494052e-05	1.88311420107421e-05	2.15467407300737e-05	10	-0.349220487768234	0.547619047619048	0.946967654986523
Streptomyces sp. JNUCC 64	1.05382360027345e-05	7.85240642374885e-06	9.19532121324169e-06	9	-0.382281084161025	0.547619047619048	0.946967654986523
Streptomyces sp. NBC_01341	1.78316611414198e-05	2.54873996855555e-05	2.16595304134877e-05	10	0.492145953018738	0.547619047619048	0.946967654986523
Streptomyces sp. NBC_01497	1.0129423546327e-05	6.68164108566467e-06	8.40553231599584e-06	9	-0.534892406980498	0.547619047619048	0.946967654986523
Streptomyces uncialis	1.91791017193538e-05	1.2839151741714e-05	1.60091267305339e-05	10	-0.54410643673949	0.547619047619048	0.946967654986523
Streptosporangium sp. CA-135522	2.92521009829603e-05	1.87999558991294e-05	2.40260284410448e-05	10	-0.611538122860797	0.547619047619048	0.946967654986523
Termitidicoccus mucosus	2.56078299109756e-05	3.03656674918124e-05	2.7986748701394e-05	10	0.237335413502347	0.547619047619048	0.946967654986523
Thalassomonas viridans	1.61184559243773e-05	1.33030364473783e-05	1.47107461858778e-05	9	-0.259231122407831	0.547619047619048	0.946967654986523
Thermodesulfomicrobium sp. WS	1.52241650920499e-05	1.16104500581563e-05	1.34173075751031e-05	9	-0.363524472580415	0.547619047619048	0.946967654986523
Thermoflexus hugenholtzii	2.07710350290921e-05	1.55272897723318e-05	1.81491624007119e-05	9	-0.397559833462778	0.547619047619048	0.946967654986523
Thioalkalivibrio sulfidiphilus	2.31771392927175e-05	1.82208158915509e-05	2.06989775921342e-05	10	-0.330973973532974	0.547619047619048	0.946967654986523
Thioclava electrotropha	2.34177095216696e-05	3.11780465461061e-05	2.72978780338878e-05	10	0.398148869944644	0.547619047619048	0.946967654986523
Treponema primitia	3.13388482607203e-05	2.30229602780812e-05	2.71809042694007e-05	10	-0.428854357510087	0.547619047619048	0.946967654986523
Treponema saccharophilum	5.98288710081515e-05	3.99008078626372e-05	4.98648394353944e-05	10	-0.572626888644704	0.547619047619048	0.946967654986523
Tritonibacter scottomollicae	5.11309984764686e-05	3.25825442999677e-05	4.18567713882182e-05	10	-0.634429955749505	0.547619047619048	0.946967654986523
Trueperella abortisuis	1.21254969427961e-05	9.66302528087221e-06	1.08942611118342e-05	10	-0.299755232317846	0.547619047619048	0.946967654986523
Verminephrobacter eiseniae	2.45023576671699e-05	1.82889265006943e-05	2.13956420839321e-05	10	-0.402857774581184	0.547619047619048	0.946967654986523
Vibrio tapetis	9.63988656604417e-06	1.34109681987567e-05	1.15254273824005e-05	10	0.437684495959639	0.547619047619048	0.946967654986523
uncultured Alistipes sp.	0.00089503122392917	0.00142594889346293	0.00116049005869605	10	0.671312753498182	0.547619047619048	0.946967654986523
uncultured Pleomorphomonas sp.	3.1833371021713e-05	2.74532180857679e-05	2.96432945537404e-05	10	-0.206571047944425	0.547619047619048	0.946967654986523
Aceticella autotrophica	5.71109840122566e-06	3.19997906761256e-06	4.45553873441911e-06	6	-0.676166773111455	0.590013887163346	0.950539134166622
Arcanobacterium buesumense	2.54196207802803e-06	5.08414010488446e-06	3.81305109145624e-06	6	0.780504609685404	0.590013887163346	0.950539134166622
Deinococcus geothermalis	2.8215707734614e-06	3.98500898435135e-06	3.40328987890637e-06	6	0.383430356209929	0.590013887163346	0.950539134166622
Enterobacter sp. SA197	3.07083551038337e-06	5.00907813107967e-06	4.03995682073152e-06	6	0.561818752263976	0.590013887163346	0.950539134166622
Exiguobacterium acetylicum	1.77339360349294e-05	1.56720501478429e-05	1.67029930913861e-05	6	-0.168222522132164	0.590013887163346	0.950539134166622
Lacticaseibacillus rhamnosus	6.41175623517756e-06	5.38166085981448e-06	5.89670854749602e-06	6	-0.215883491825415	0.590013887163346	0.950539134166622
Lysobacter enzymogenes	4.47448804655931e-06	6.9580562266759e-06	5.7162721366176e-06	6	0.539692036621786	0.590013887163346	0.950539134166622
Maribacter litopenaei	2.57099135070739e-06	5.16979685673543e-06	3.87039410372141e-06	6	0.788898349211603	0.590013887163346	0.950539134166622
Marinobacter sp.	2.47026454597964e-06	4.27315006431334e-06	3.37170730514649e-06	6	0.603619406948056	0.590013887163346	0.950539134166622
Mycobacteroides abscessus	3.58540612876861e-06	5.55528305189414e-06	4.57034459033137e-06	6	0.515608557439325	0.590013887163346	0.950539134166622
Orrella dioscoreae	6.03430472606912e-06	1.07726711193968e-05	8.40348792273296e-06	6	0.742961953829754	0.590013887163346	0.950539134166622
Paenibacillus crassostreae	1.4420302463215e-05	1.10051104916075e-05	1.27127064774112e-05	6	-0.361182381648237	0.590013887163346	0.950539134166622
Pseudomonas sp. DR 5-09	1.15727107506763e-05	9.076785744808e-06	1.03247482477421e-05	6	-0.31926021008337	0.590013887163346	0.950539134166622
Sphaerimonospora sp. CA-214678	4.19293795087405e-06	5.36822292803755e-06	4.7805804394558e-06	6	0.294339853083141	0.590013887163346	0.950539134166622
Streptomyces sp. NBC_01012	9.06963045425892e-06	5.05649240258258e-06	7.06306142842075e-06	6	-0.733456330163439	0.590013887163346	0.950539134166622
Tepidibacillus marianensis	3.63123210436866e-06	4.8744147003259e-06	4.25282340234728e-06	6	0.343049052652691	0.590013887163346	0.950539134166622
Acidithiobacillus ferrivorans	9.35896274820834e-06	7.53460340662732e-06	8.44678307741783e-06	8	-0.279483532453589	0.600401848096969	0.950539134166622
Acidovorax facilis	1.94371485578302e-05	1.34919803894604e-05	1.64645644736453e-05	8	-0.495939163238691	0.600401848096969	0.950539134166622
Bacteroides zoogleoformans	1.33309183777849e-05	6.86647732251764e-06	1.00986978501513e-05	8	-0.865341431775791	0.600401848096969	0.950539134166622
Bifidobacterium animalis	0.000271129673178202	0.000580223755449571	0.000425676714313886	8	1.09479939172072	0.600401848096969	0.950539134166622
Candidatus Chloracidobacterium aggregatum	1.32053167417146e-05	1.17547660902333e-05	1.2480041415974e-05	8	-0.155394558657107	0.600401848096969	0.950539134166622
Candidatus Thalassolituus haligoni	2.29235398027119e-05	1.21643255805996e-05	1.75439326916557e-05	8	-0.861797258252577	0.600401848096969	0.950539134166622
Congregicoccus parvus	7.22991367532226e-06	5.11497435072725e-06	6.17244401302475e-06	8	-0.428530850724862	0.600401848096969	0.950539134166622
Erythrobacter sp. SCSIO 43205	4.53548146014993e-06	3.01359909868418e-06	3.77454027941706e-06	8	-0.46381228466624	0.600401848096969	0.950539134166622
Flavobacterium gelatinilyticum	1.97966695336412e-05	9.31228943742297e-06	1.45544794855321e-05	8	-1.0119878457592	0.600401848096969	0.950539134166622
Microlunatus sp. Gsoil 973	7.57154031518474e-06	6.01299661762497e-06	6.79226846640485e-06	8	-0.289523449316089	0.600401848096969	0.950539134166622
Mycolicibacterium neoaurum	1.88641922087181e-05	1.14610451491058e-05	1.5162618678912e-05	8	-0.672745049369645	0.600401848096969	0.950539134166622
Myxococcus landrumensis	7.34122102637931e-06	5.45775296938868e-06	6.39948699788399e-06	8	-0.369226333372965	0.600401848096969	0.950539134166622
Nannocystis pusilla	6.54450650153388e-06	9.15584843324824e-06	7.85017746739106e-06	8	0.428812329437395	0.600401848096969	0.950539134166622
Nonomuraea phyllanthi	1.08896841226698e-05	6.44726240173553e-06	8.66847326220268e-06	8	-0.674928290593843	0.600401848096969	0.950539134166622
Paenibacillus sp. FSL H3-0469	1.26802783117407e-05	9.20066714485145e-06	1.09404727282961e-05	8	-0.423434070187723	0.600401848096969	0.950539134166622
Paenibacillus sp. FSL H8-0548	4.2570101372288e-06	4.75079372226152e-06	4.50390192974516e-06	8	0.129518573096389	0.600401848096969	0.950539134166622
Paralysiella testudinis	9.45438366582848e-06	1.02544838677964e-05	9.85443376681242e-06	8	0.106391885210034	0.600401848096969	0.950539134166622
Pseudoalteromonas rubra	1.87413929577164e-05	2.10681793118957e-05	1.9904786134806e-05	8	0.160743817731958	0.600401848096969	0.950539134166622
Rhizobium ruizarguesonis	1.85795375426143e-05	1.57143221963918e-05	1.7146929869503e-05	8	-0.228261838127931	0.600401848096969	0.950539134166622
Sphingopyxis sp.	1.22220106771466e-05	9.85069819936289e-06	1.10363544382547e-05	8	-0.285153707460035	0.600401848096969	0.950539134166622
Sphingosinicella sp. BN140058	7.43999390578043e-06	5.69136486471543e-06	6.56567938524793e-06	8	-0.334941443997249	0.600401848096969	0.950539134166622
Thermosulfidibacter takaii	1.17482517470904e-05	8.01741232877446e-06	9.88283203793242e-06	8	-0.499514017560293	0.600401848096969	0.950539134166622
Thioalkalivibrio paradoxus	1.00742837389216e-05	5.56006655343462e-06	7.81717514617812e-06	8	-0.755431034841767	0.600401848096969	0.950539134166622
