taxon	meanAL	meanIF	meanRA	prev	log2FC	p	padj
Georgenia wutianyii	2.87929730903163e-06	1.65280889556578e-06	2.26605310229871e-06	5	-0.548274598447372	0.503812428813061	0.946967654986523
Gracilinema caldarium	3.82482089498495e-06	1.79339842583149e-06	2.80910966040822e-06	5	-0.788454026592307	0.503812428813061	0.946967654986523
Kribbella sp. NBC_00662	6.00245874729836e-06	3.04552659270465e-06	4.5239926700015e-06	5	-0.791534073477148	0.503812428813061	0.946967654986523
Loktanella salsilacus	3.2592964724706e-06	1.98023849169648e-06	2.61976748208354e-06	5	-0.515187367510406	0.503812428813061	0.946967654986523
Microbacterium sp. zg-B96	3.68445972506326e-06	1.72299536844545e-06	2.70372754675436e-06	5	-0.78268813797414	0.503812428813061	0.946967654986523
Neobacillus sp. PS3-12	3.84598131752875e-06	1.90211581876418e-06	2.87404856814646e-06	5	-0.739683746662345	0.503812428813061	0.946967654986523
Neorhizobium petrolearium	6.22900743022448e-06	3.26377417058597e-06	4.74639080040522e-06	5	-0.761666545099321	0.503812428813061	0.946967654986523
Nocardioides ungokensis	3.88331163560941e-06	2.08412602047963e-06	2.98371882804452e-06	5	-0.662998132165776	0.503812428813061	0.946967654986523
Oceanobacillus sp. FSL K6-3682	7.94511360105859e-06	2.73450689156211e-06	5.33981024631035e-06	5	-1.26018204378228	0.503812428813061	0.946967654986523
Paenarthrobacter sp. NyZ202	9.71229092007925e-06	4.97101471136865e-06	7.34165281572395e-06	5	-0.843219018098674	0.503812428813061	0.946967654986523
Paenibacillus hunanensis	4.2325221170122e-06	2.06611719196081e-06	3.14931965448651e-06	5	-0.771093664339402	0.503812428813061	0.946967654986523
Paracoccus sp. S3-43	7.73067506471498e-06	4.43294346135881e-06	6.0818092630369e-06	5	-0.684359175330384	0.503812428813061	0.946967654986523
Parageobacillus genomosp. 1	1.61058617316979e-05	1.00469285206748e-05	1.30763951261863e-05	5	-0.63084548414078	0.503812428813061	0.946967654986523
Parazoarcus communis	4.05997798095593e-06	2.35185693143376e-06	3.20591745619484e-06	5	-0.594170535630958	0.503812428813061	0.946967654986523
Prevotella bivia	4.05043332514912e-06	1.80634584775559e-06	2.92838958645236e-06	5	-0.847714361420672	0.503812428813061	0.946967654986523
Pseudodesulfovibrio aespoeensis	6.09051696345648e-06	2.42881756010087e-06	4.25966726177867e-06	5	-1.04817967328541	0.503812428813061	0.946967654986523
Roseicitreum antarcticum	3.65887306821584e-06	1.88395744462579e-06	2.77141525642082e-06	5	-0.69193114803282	0.503812428813061	0.946967654986523
Roseiconus lacunae	4.99341453938782e-06	8.98846225881602e-06	6.99093839910192e-06	5	0.736884427160754	0.503812428813061	0.946967654986523
Rubrobacter radiotolerans	3.46775756989018e-06	2.22124599773777e-06	2.84450178381397e-06	5	-0.471932064619039	0.503812428813061	0.946967654986523
Sinomonas puerhi	5.10943407977235e-06	3.384290945937e-06	4.24686251285467e-06	5	-0.478695208437976	0.503812428813061	0.946967654986523
Sphingomonas sp. LY29	4.8438501880561e-06	2.70116591814125e-06	3.77250805309867e-06	5	-0.658939382824097	0.503812428813061	0.946967654986523
Streptomyces asoensis	9.37148310531209e-06	4.90202325544082e-06	7.13675318037646e-06	5	-0.81334070148953	0.503812428813061	0.946967654986523
Streptomyces tubercidicus	5.62009639578627e-06	2.30282407349114e-06	3.9614602346387e-06	5	-1.00315209856408	0.503812428813061	0.946967654986523
Sulfitobacter faviae	1.03061686048357e-05	3.76973211700113e-06	7.03795036091842e-06	5	-1.2451299692843	0.503812428813061	0.946967654986523
Synechococcus sp. WH 8101	5.5747005990105e-06	2.66558120977592e-06	4.12014090439321e-06	5	-0.842883229614705	0.503812428813061	0.946967654986523
Tepidicaulis sp.	5.3105151110871e-06	8.62846868206916e-06	6.96949189657813e-06	5	0.609548595660499	0.503812428813061	0.946967654986523
Thermobifida halotolerans	6.94889817734281e-06	3.88069850647235e-06	5.41479834190758e-06	5	-0.703667262165094	0.503812428813061	0.946967654986523
Treponema brennaborense	5.56539321238211e-06	2.21718713332636e-06	3.89129017285423e-06	5	-1.029081563809	0.503812428813061	0.946967654986523
Turicimonas muris	1.62360314243077e-05	8.43891406996116e-06	1.23374727471344e-05	5	-0.868734839064809	0.503812428813061	0.946967654986523
Wenzhouxiangella marina	1.99819019411038e-06	3.48141997165587e-06	2.73980508288313e-06	5	0.579864028072708	0.503812428813061	0.946967654986523
Actinoplanes sichuanensis	4.34285610316176e-06	8.7148501884537e-06	6.52885314580773e-06	6	0.862580586153131	0.517904396372576	0.946967654986523
Bifidobacterium actinocoloniiforme	8.55460789901723e-06	2.82339117133351e-06	5.68899953517537e-06	6	-1.32134385932961	0.517904396372576	0.946967654986523
Candidatus Nitrotoga sp. AM1P	4.70978800511316e-06	3.23872385109328e-06	3.97425592810322e-06	6	-0.429807202508722	0.517904396372576	0.946967654986523
Corynebacterium urealyticum	5.54658630744552e-06	2.74539665619256e-06	4.14599148181904e-06	6	-0.805624299495678	0.517904396372576	0.946967654986523
Desulfovibrio mangrovi	7.08171620729482e-06	2.50068070991341e-06	4.79119845860412e-06	6	-1.20702620915858	0.517904396372576	0.946967654986523
Desulfurispirillum indicum	5.08176485559706e-06	3.07830293406586e-06	4.08003389483146e-06	6	-0.57652109539496	0.517904396372576	0.946967654986523
Fidelibacter multiformis	3.52979848181202e-06	2.46109766568633e-06	2.99544807374917e-06	6	-0.388217217965999	0.517904396372576	0.946967654986523
Frigoribacterium sp. NBH87	7.9255670913927e-06	4.39066977836022e-06	6.15811843487646e-06	6	-0.72747929890467	0.517904396372576	0.946967654986523
Haloferax mediterranei	3.44617101574497e-06	4.58841494904057e-06	4.01729298239277e-06	6	0.329875706536741	0.517904396372576	0.946967654986523
Herbaspirillum seropedicae	8.88761028136772e-06	4.70515903251033e-06	6.79638465693902e-06	6	-0.793354778257882	0.517904396372576	0.946967654986523
Hoyosella subflava	3.12302555739906e-06	2.22187388189172e-06	2.67244971964539e-06	6	-0.355803382274838	0.517904396372576	0.946967654986523
Kinneretia aquatilis	9.29176665256434e-06	5.17065788022511e-06	7.23121226639473e-06	6	-0.737994437445559	0.517904396372576	0.946967654986523
Maridesulfovibrio sp. FT414	4.59741908868531e-06	2.08824323981125e-06	3.34283116424828e-06	6	-0.857975380603056	0.517904396372576	0.946967654986523
Modestobacter italicus	5.3620953577308e-06	2.70413814942909e-06	4.03311675357995e-06	6	-0.780364089438673	0.517904396372576	0.946967654986523
Natronomonas salina	8.51476322846048e-06	5.32711806775744e-06	6.92094064810896e-06	6	-0.588619238341943	0.517904396372576	0.946967654986523
Nitrosomonas ureae	7.36018839678509e-06	3.76639256075847e-06	5.56329047877178e-06	6	-0.810637676807803	0.517904396372576	0.946967654986523
Pandoraea pulmonicola	4.05815121396313e-06	7.40529108065635e-06	5.73172114730974e-06	6	0.732687614621193	0.517904396372576	0.946967654986523
Paralcaligenes sp. KSB-10	6.24749830777716e-06	3.00746843069015e-06	4.62748336923366e-06	6	-0.85479193600838	0.517904396372576	0.946967654986523
Pseudactinotalea sp. HY158	4.41590191164841e-06	2.77616428513227e-06	3.59603309839034e-06	6	-0.520280078546845	0.517904396372576	0.946967654986523
Rhizobium tropici	1.90043611148648e-05	4.84020343392436e-06	1.19222822743946e-05	6	-1.77622402463273	0.517904396372576	0.946967654986523
Roseimaritima multifibrata	3.6009956328058e-06	5.45757802460052e-06	4.52928682870316e-06	6	0.489047082957731	0.517904396372576	0.946967654986523
Streptomyces sp. Je 1-369	5.93181845712987e-06	3.71862398932667e-06	4.82522122322827e-06	6	-0.554867658389046	0.517904396372576	0.946967654986523
Streptomyces sp. NBC_01471	6.7400887207444e-06	4.27755739436422e-06	5.50882305755431e-06	6	-0.552479740132288	0.517904396372576	0.946967654986523
Weissella paramesenteroides	6.47782654207905e-06	4.43527695844374e-06	5.4565517502614e-06	6	-0.460265455706412	0.517904396372576	0.946967654986523
Acetivibrio clariflavus	4.35560495277045e-06	3.32321032190282e-06	3.83940763733663e-06	7	-0.308946522309261	0.525808953452939	0.946967654986523
Acetobacterium carbinolicum	0.000144878288086665	0.000103370196838697	0.000124124242462681	7	-0.48305536887824	0.525808953452939	0.946967654986523
Actinomadura sp. WMMA1423	9.92649849765191e-06	5.65775703859514e-06	7.79212776812352e-06	7	-0.714723021155349	0.525808953452939	0.946967654986523
Actinosynnema sp. CS-041913	1.223042584748e-05	8.38034301111718e-06	1.03053844292986e-05	7	-0.496146914498388	0.525808953452939	0.946967654986523
Aegicerorhabdus qinzhovensis	3.93833084639747e-06	5.65365027968588e-06	4.79599056304168e-06	7	0.430122545269546	0.525808953452939	0.946967654986523
Aeromicrobium choanae	6.60882043859604e-06	4.21501176769192e-06	5.41191610314398e-06	7	-0.545002308308016	0.525808953452939	0.946967654986523
Alteromonas australica	9.42929688150558e-06	5.52726729865797e-06	7.47828209008177e-06	7	-0.676090872506317	0.525808953452939	0.946967654986523
Bifidobacterium sp. ESL0704	8.72497254756014e-06	5.49206522201871e-06	7.10851888478943e-06	7	-0.583016683668137	0.525808953452939	0.946967654986523
Brevibacterium sp. BRM-1	1.59123677065011e-05	1.27393186456806e-05	1.43258431760908e-05	7	-0.299768188637859	0.525808953452939	0.946967654986523
Citrobacter arsenatis	7.34148328247123e-06	5.71836551316579e-06	6.52992439781851e-06	7	-0.312193658862356	0.525808953452939	0.946967654986523
Corynebacterium variabile	5.32938633666679e-06	3.95244533623504e-06	4.64091583645091e-06	7	-0.353924579343647	0.525808953452939	0.946967654986523
Duncaniella freteri	2.78198337356932e-05	4.55185787504592e-05	3.66692062430762e-05	7	0.690745007339253	0.525808953452939	0.946967654986523
Echinicola marina	1.00748282455563e-05	7.56483139279681e-06	8.81982981917656e-06	7	-0.370787574038269	0.525808953452939	0.946967654986523
Endozoicomonas sp. GU-1	1.20490110246555e-05	6.55956111157097e-06	9.30428606811326e-06	7	-0.787566087224727	0.525808953452939	0.946967654986523
Halomonas beimenensis	1.00784045616127e-05	6.00052479709254e-06	8.03946467935264e-06	7	-0.662215145545021	0.525808953452939	0.946967654986523
Hydrogenimonas leucolamina	2.03670343863135e-05	1.17393962594944e-05	1.60532153229039e-05	7	-0.746089777071688	0.525808953452939	0.946967654986523
Idiomarina sp.	5.68456647441864e-06	2.92141132672297e-06	4.30298890057081e-06	7	-0.769461020079832	0.525808953452939	0.946967654986523
Kitasatospora herbaricolor	1.18411962640328e-05	8.01705690152893e-06	9.92912658278085e-06	7	-0.510051076954544	0.525808953452939	0.946967654986523
Leucobacter viscericola	9.28183993228915e-06	5.98634385635525e-06	7.6340918943222e-06	7	-0.557488900825316	0.525808953452939	0.946967654986523
Marinobacter sp. AN1	6.47744092428217e-06	6.18747395603871e-06	6.33245744016044e-06	7	-0.0570597840213263	0.525808953452939	0.946967654986523
Massilia sp. W12	6.3703402052575e-06	4.12121623937837e-06	5.24577822231793e-06	7	-0.525244736721614	0.525808953452939	0.946967654986523
Mycobacterium marinum	2.32830512814105e-05	1.32852213112595e-05	1.8284136296335e-05	7	-0.76542632736398	0.525808953452939	0.946967654986523
Mycolicibacterium vaccae	9.41276847980609e-06	4.41791097510669e-06	6.91533972745639e-06	7	-0.942545101027878	0.525808953452939	0.946967654986523
Paradevosia tibetensis	5.70611620445506e-06	4.0603744827589e-06	4.88324534360698e-06	7	-0.406233329962755	0.525808953452939	0.946967654986523
Pedococcus sp. KACC 23699	1.11467639475317e-05	5.51945658676625e-06	8.33311026714897e-06	7	-0.897748390413326	0.525808953452939	0.946967654986523
Pelagibacterium flavum	8.53825867489758e-06	5.75223763969757e-06	7.14524815729758e-06	7	-0.49836022929047	0.525808953452939	0.946967654986523
Planococcus plakortidis	1.47387255483646e-05	9.88376041947505e-06	1.23112429839198e-05	7	-0.532141618086793	0.525808953452939	0.946967654986523
Prevotella histicola	9.85587157149592e-06	6.00712539649852e-06	7.93149848399722e-06	7	-0.6315809389928	0.525808953452939	0.946967654986523
Pseudolabrys taiwanensis	1.02168102894051e-05	5.65762133047782e-06	7.93721580994144e-06	7	-0.752583755954159	0.525808953452939	0.946967654986523
Sphingomonas xanthus	7.99813473993561e-06	4.76236448186765e-06	6.38024961090163e-06	7	-0.64296505336516	0.525808953452939	0.946967654986523
Sulfidibacter corallicola	6.34257717986558e-06	3.85771247754751e-06	5.10014482870654e-06	7	-0.596009424168272	0.525808953452939	0.946967654986523
Variibacter gotjawalensis	1.04123422410429e-05	6.4214924256562e-06	8.41691733334955e-06	7	-0.620813677179878	0.525808953452939	0.946967654986523
Actinomadura formosensis	1.0138481206096e-05	7.3714218409669e-06	8.75495152353147e-06	8	-0.412007943899038	0.529619299003452	0.946967654986523
Cohnella cholangitidis	7.64002847318258e-06	4.74856338447398e-06	6.19429592882828e-06	8	-0.587834607614732	0.529619299003452	0.946967654986523
Helcococcus ovis	9.18443672891132e-06	8.19955360467924e-06	8.69199516679528e-06	8	-0.146730428067037	0.529619299003452	0.946967654986523
Helicobacter pylori	5.31374767877729e-06	6.37889719791598e-06	5.84632243834664e-06	8	0.224908610303207	0.529619299003452	0.946967654986523
Megasphaera sp.	1.09678429426717e-05	7.11333410522398e-06	9.04058852394784e-06	8	-0.560796342988158	0.529619299003452	0.946967654986523
Nocardia sp. FBN12	1.16503974569868e-05	7.25618688626914e-06	9.45329217162798e-06	8	-0.615635180047342	0.529619299003452	0.946967654986523
Oleidesulfovibrio alaskensis	1.79296702836162e-05	1.2081633872287e-05	1.50056520779516e-05	8	-0.533106540367696	0.529619299003452	0.946967654986523
Streptomyces sp. f51	9.67900739475636e-06	7.1212216643607e-06	8.40011452955853e-06	8	-0.395008884394312	0.529619299003452	0.946967654986523
Thauera humireducens	1.27804973720527e-05	8.13934436614171e-06	1.04599208690972e-05	8	-0.592465380645054	0.529619299003452	0.946967654986523
Acanthopleuribacter pedis	1.97472835321577e-05	2.5380234987829e-05	2.25637592599933e-05	10	0.346534960820434	0.547619047619048	0.946967654986523
Achromobacter xylosoxidans	0.000183117742701968	0.000128862217337757	0.000155989980019863	10	-0.503646912184302	0.547619047619048	0.946967654986523
Acidithiobacillus ferrianus	1.23579194546018e-05	8.69153930828613e-06	1.0524729381444e-05	9	-0.462897587847731	0.547619047619048	0.946967654986523
Actinacidiphila glaucinigra	2.49683811208066e-05	1.8007526450174e-05	2.14879537854903e-05	10	-0.450185279963008	0.547619047619048	0.946967654986523
Actinomadura graeca	6.4360440508487e-06	9.26532861150842e-06	7.85068633117856e-06	9	0.465172589564274	0.547619047619048	0.946967654986523
Actinomyces sp. oral taxon 414	8.09856511258078e-05	9.7896542669687e-05	8.94410968977474e-05	10	0.270548650785881	0.547619047619048	0.946967654986523
Actinoplanes sp. CA-051413	1.32637976010416e-05	9.0380781474517e-06	1.11509378742466e-05	9	-0.506875054035753	0.547619047619048	0.946967654986523
Actinoplanes sp. CA-252034	1.90306108738735e-05	1.67519956061303e-05	1.78913032400019e-05	10	-0.174225204156028	0.547619047619048	0.946967654986523
Actinoplanes sp. L3-i22	1.11284458741384e-05	8.8584590169372e-06	9.99345244553782e-06	9	-0.298960636324768	0.547619047619048	0.946967654986523
Aggregatibacter actinomycetemcomitans	9.39067898922713e-06	4.84498393754204e-06	7.11783146338458e-06	9	-0.830018966421305	0.547619047619048	0.946967654986523
Agromyces protaetiae	5.85500179808194e-06	4.54270057598772e-06	5.19885118703483e-06	9	-0.306567970989964	0.547619047619048	0.946967654986523
Akkermansia biwaensis	2.46617404045749e-05	8.76961747833149e-06	1.67156789414532e-05	9	-1.39324503792259	0.547619047619048	0.946967654986523
Alistipes indistinctus	8.14518941030806e-05	0.000118670607187563	0.000100061250645322	10	0.537444308193281	0.547619047619048	0.946967654986523
Alistipes putredinis	0.000252275796739415	0.000394162675408275	0.000323219236073845	10	0.641737467003638	0.547619047619048	0.946967654986523
Alistipes senegalensis	0.000515717431793624	0.000837409887218208	0.000676563659505916	10	0.698280175595593	0.547619047619048	0.946967654986523
Alistipes sp. dk3624	6.60245784750009e-05	7.80079240529997e-05	7.20162512640003e-05	10	0.237307113824395	0.547619047619048	0.946967654986523
Alistipes sp. i18-0019-D1	0.000193724110278687	0.00037013320227896	0.000281928656278824	10	0.930505546833897	0.547619047619048	0.946967654986523
Alloalcanivorax xenomutans	1.43856087245907e-05	8.58747006109204e-06	1.14865393928414e-05	10	-0.682359451757726	0.547619047619048	0.946967654986523
Aminomonas paucivorans	3.27131054718457e-05	2.69967321050269e-05	2.98549187884363e-05	10	-0.268051087197918	0.547619047619048	0.946967654986523
Amycolatopsis sp. NBC_01480	2.6989969179947e-05	2.12681775705878e-05	2.41290733752674e-05	9	-0.32992640566412	0.547619047619048	0.946967654986523
Aquisphaera giovannonii	2.43602097550487e-05	1.497403593274e-05	1.96671228438943e-05	10	-0.666837814034372	0.547619047619048	0.946967654986523
Arthrobacter dokdonensis	1.80816911672207e-05	1.04324485831043e-05	1.42570698751625e-05	10	-0.739054609108268	0.547619047619048	0.946967654986523
Arthrobacter sp. R-11	2.63110746487473e-05	1.85465581212184e-05	2.24288163849829e-05	10	-0.482571491813708	0.547619047619048	0.946967654986523
Arthrobacter sp. UC242_113	3.47408514973614e-05	2.48001231984684e-05	2.97704873479149e-05	10	-0.470196051155932	0.547619047619048	0.946967654986523
Azospira inquinata	1.7279767434929e-05	1.15831050412807e-05	1.44314362381048e-05	10	-0.538759746260187	0.547619047619048	0.946967654986523
Azospirillum largimobile	1.49600997497408e-05	1.09430339531316e-05	1.29515668514362e-05	10	-0.418300289612169	0.547619047619048	0.946967654986523
Azospirillum lipoferum	1.17342039793233e-05	8.73152706102828e-06	1.02328655201758e-05	9	-0.38797066485387	0.547619047619048	0.946967654986523
Bacteroides pyogenes	0.000197227366470106	0.000258508196294179	0.000227867781382143	10	0.388623956384037	0.547619047619048	0.946967654986523
Bacteroides salyersiae	5.91732079546943e-05	4.79976099894363e-05	5.35854089720653e-05	10	-0.29640989277726	0.547619047619048	0.946967654986523
Barnesiella intestinihominis	9.40012179361177e-05	0.000120503289106319	0.000107252253521218	10	0.354977453923677	0.547619047619048	0.946967654986523
Bifidobacterium pseudolongum	0.00395993734389168	0.00640377251492582	0.00518185492940875	10	0.693305449608555	0.547619047619048	0.946967654986523
Bifidobacterium subtile	2.35406401192165e-05	1.17938960837437e-05	1.76672681014801e-05	10	-0.939717210439917	0.547619047619048	0.946967654986523
Bilophila wadsworthia	1.54604830571685e-05	9.64808096295901e-06	1.25542820100637e-05	10	-0.628413228422753	0.547619047619048	0.946967654986523
Bordetella bronchialis	1.69252868852359e-05	1.35835145616237e-05	1.52544007234298e-05	9	-0.297657764120185	0.547619047619048	0.946967654986523
Bosea sp. ANAM02	1.32706722955208e-05	1.00080247356332e-05	1.1639348515577e-05	9	-0.37449768522659	0.547619047619048	0.946967654986523
Burkholderia multivorans	1.04353161339608e-05	9.51461666958848e-06	9.97496640177463e-06	9	-0.121099995363298	0.547619047619048	0.946967654986523
Butyricimonas faecalis	1.38072916124551e-05	2.58659106732757e-05	1.98366011428654e-05	9	0.85946895909382	0.547619047619048	0.946967654986523
Candidatus Poriferisodalis sp.	7.69726975496436e-05	5.93798914970483e-05	6.81762945233459e-05	10	-0.368900882662969	0.547619047619048	0.946967654986523
Capnocytophaga sp. ARDL2	7.89707150100212e-05	5.71632727979462e-05	6.80669939039837e-05	10	-0.459363336176142	0.547619047619048	0.946967654986523
Caproicibacter sp. BJN0012	0.00051341289690919	0.000377853052327947	0.000445632974618568	10	-0.441288441719632	0.547619047619048	0.946967654986523
Cellulomonas sp. NS3	1.34287010829099e-05	8.55184935135562e-06	1.09902752171328e-05	9	-0.595089441545409	0.547619047619048	0.946967654986523
Chromobacterium sp. IIBBL 290-4	1.44614212162781e-05	1.01429556244709e-05	1.23021884203745e-05	10	-0.472540985579187	0.547619047619048	0.946967654986523
Clostridioides sp. ES-W-0016-02	4.03207944857083e-05	3.23624575089592e-05	3.63416259973338e-05	9	-0.308642430618608	0.547619047619048	0.946967654986523
Cohnella sp. LGH	2.69950039691598e-05	1.5252464996133e-05	2.11237344826464e-05	10	-0.784510837656722	0.547619047619048	0.946967654986523
Constantimarinum furrinae	1.20506701809917e-05	7.5947901172305e-06	9.82273014911111e-06	9	-0.602589579332438	0.547619047619048	0.946967654986523
Corynebacterium auriscanis	2.04530037565254e-05	1.69189346405817e-05	1.86859691985536e-05	10	-0.259694796384694	0.547619047619048	0.946967654986523
Corynebacterium endometrii	2.41554072859346e-05	1.84128296771361e-05	2.12841184815353e-05	10	-0.373858122889274	0.547619047619048	0.946967654986523
Dankookia sp. P2	2.42531033234648e-05	3.17020690742962e-05	2.79775861988805e-05	9	0.372921228745471	0.547619047619048	0.946967654986523
Desulfatibacillum aliphaticivorans	1.86112327597021e-05	1.27405619165337e-05	1.56758973381179e-05	10	-0.513239222032191	0.547619047619048	0.946967654986523
Desulfococcus multivorans	3.10893139744954e-05	2.56492880752003e-05	2.83693010248478e-05	10	-0.267995954615877	0.547619047619048	0.946967654986523
Desulfoluna limicola	1.88629198813279e-05	1.14380868446236e-05	1.51505033629758e-05	10	-0.675313121525069	0.547619047619048	0.946967654986523
Desulfosarcina ovata	1.48725940122115e-05	8.94279594699719e-06	1.19076949796044e-05	10	-0.674814418373311	0.547619047619048	0.946967654986523
Desulfoscipio gibsoniae	4.18133265245006e-05	2.22996165017603e-05	3.20564715131305e-05	10	-0.877753725755733	0.547619047619048	0.946967654986523
Desulfosporosinus meridiei	1.04543850856889e-05	6.4525184559197e-06	8.4534517708043e-06	9	-0.620100063324931	0.547619047619048	0.946967654986523
Desulfosudis oleivorans	2.25868402899221e-05	1.92405147452762e-05	2.09136775175991e-05	10	-0.220736186756825	0.547619047619048	0.946967654986523
Desulfovibrio desulfuricans	0.00010509776102695	0.000132923136126578	0.000119010448576764	10	0.336011006019441	0.547619047619048	0.946967654986523
Desulfovibrio piger	5.90412547135794e-05	4.29033158040424e-05	5.09722852588109e-05	10	-0.451624222408909	0.547619047619048	0.946967654986523
Dialister sp.	3.23935519686059e-05	1.69312775623977e-05	2.46624147655018e-05	10	-0.897091275981376	0.547619047619048	0.946967654986523
Eggerthella lenta	0.000276256610374646	0.000209064854329023	0.000242660732351835	10	-0.400387050834356	0.547619047619048	0.946967654986523
Eikenella halliae	3.02349954629471e-05	2.9094143979851e-05	2.96645697213991e-05	10	-0.0536805401089056	0.547619047619048	0.946967654986523
Eikenella sp. KCOM 3110	2.0457685766002e-05	1.26821388928761e-05	1.6569912329439e-05	9	-0.649200707720834	0.547619047619048	0.946967654986523
Embleya sp. MST-111070	9.81714576966766e-06	5.98469547805389e-06	7.90092062386078e-06	9	-0.63105075459016	0.547619047619048	0.946967654986523
Eshraghiella crossota	8.05654015560476e-05	5.09268668480878e-05	6.57461342020677e-05	10	-0.651476139969821	0.547619047619048	0.946967654986523
Faecalibacterium duncaniae	0.000289698112606941	0.000193051770635334	0.000241374941621138	10	-0.583080107502196	0.547619047619048	0.946967654986523
Faecalibacterium sp. I2-3-92	5.07753768381129e-05	3.72219530898467e-05	4.39986649639798e-05	9	-0.437864648935564	0.547619047619048	0.946967654986523
Faecalibacterium sp. PGM34	0.000122769491367097	8.94896194647843e-05	0.00010612955541594	10	-0.451831532675726	0.547619047619048	0.946967654986523
Ferrovibrio terrae	2.00783386304047e-05	1.32081022211842e-05	1.66432204257945e-05	10	-0.56904729353971	0.547619047619048	0.946967654986523
Flagellimonas sp.	8.75823775742944e-05	0.00010779630029516	9.76893389347273e-05	10	0.296537872258945	0.547619047619048	0.946967654986523
Flintibacter sp. KGMB00164	0.00404089289343297	0.00297627646882975	0.00350858468113136	10	-0.441037896145865	0.547619047619048	0.946967654986523
Fuerstiella marisgermanici	1.44418950942787e-05	8.69780850372756e-06	1.15698517990031e-05	9	-0.671119145897164	0.547619047619048	0.946967654986523
Gemmatirosa kalamazoonensis	3.71622766702802e-05	4.71652717995357e-05	4.21637742349079e-05	10	0.335846065371734	0.547619047619048	0.946967654986523
Geoalkalibacter halelectricus	1.13268583816266e-05	9.6110065723634e-06	1.0468932476995e-05	10	-0.2162436434196	0.547619047619048	0.946967654986523
Geomonas diazotrophica	4.66947808677894e-05	6.33754457582729e-05	5.50351133130311e-05	10	0.432679112940583	0.547619047619048	0.946967654986523
Guptibacillus hwajinpoensis	1.51555815013493e-05	1.075961595897e-05	1.29575987301597e-05	9	-0.458191733704392	0.547619047619048	0.946967654986523
Haliangium ochraceum	2.07489404561013e-05	1.33258083606149e-05	1.70373744083581e-05	10	-0.602328570794664	0.547619047619048	0.946967654986523
Hoskinsella hominis	8.69826326497114e-05	7.99513177397343e-05	8.34669751947229e-05	10	-0.120164205600577	0.547619047619048	0.946967654986523
Hymenobacter monticola	1.27841074817968e-05	9.25546937849151e-06	1.10197884301442e-05	9	-0.426612332693506	0.547619047619048	0.946967654986523
Intestinimonas butyriciproducens	0.00229479440086822	0.00157588993878016	0.00193534216982419	10	-0.541911478965016	0.547619047619048	0.946967654986523
Janthinobacterium sp. 1_2014MBL_MicDiv	2.84521915997034e-05	2.32071533742111e-05	2.58296724869572e-05	10	-0.282941555584583	0.547619047619048	0.946967654986523
Kineothrix sp. MB12-C1	0.000514703947676443	0.000373759662911825	0.000444231805294134	10	-0.460577411785641	0.547619047619048	0.946967654986523
Kitasatospora sp. McL0602	3.55295673994478e-05	2.92789316789746e-05	3.24042495392112e-05	10	-0.270750364604862	0.547619047619048	0.946967654986523
Kitasatospora sp. NBC_01539	1.09317983279017e-05	8.28910006513318e-06	9.61044919651745e-06	9	-0.361200759327553	0.547619047619048	0.946967654986523
Kocuria sp. TGY1127_2	3.9984902658397e-05	2.58461179093648e-05	3.29155102838809e-05	9	-0.610379089453539	0.547619047619048	0.946967654986523
Kribbella sp. CA-253562	2.23084519728383e-05	1.65424749553232e-05	1.94254634640808e-05	10	-0.410000888548815	0.547619047619048	0.946967654986523
Kyrpidia spormannii	2.82284175000124e-05	1.57457874213792e-05	2.19871024606958e-05	10	-0.803573503993987	0.547619047619048	0.946967654986523
Lactiplantibacillus plantarum	0.000140835479460591	6.46232152933839e-05	0.000102729347376987	10	-1.11194027353272	0.547619047619048	0.946967654986523
Lactococcus cremoris	0.0349327908015681	0.0134942517456432	0.0242135212736057	10	-1.37217131403308	0.547619047619048	0.946967654986523
Lactococcus lactis	0.0173045324348845	0.00746785042001383	0.0123861914274491	10	-1.21227521870147	0.547619047619048	0.946967654986523
Lactococcus sp.	0.00985217039500223	0.0057025551694125	0.00777736278220737	10	-0.78872653874637	0.547619047619048	0.946967654986523
Lactococcus sp. NH2-7C	4.60535190259587e-05	1.79694396020574e-05	3.2011479314008e-05	10	-1.31062556380609	0.547619047619048	0.946967654986523
Larkinella insperata	2.61302171729278e-05	3.54380035221888e-05	3.07841103475583e-05	10	0.425543318273706	0.547619047619048	0.946967654986523
Leifsonia xyli	8.25075036184902e-06	5.40111483117399e-06	6.82593259651151e-06	9	-0.531247202895437	0.547619047619048	0.946967654986523
Ligilactobacillus ruminis	0.00013118395540171	0.00010307290487463	0.00011712843013817	10	-0.344952556541176	0.547619047619048	0.946967654986523
Limnochorda pilosa	3.70055315192684e-05	3.05640774087513e-05	3.37848044640098e-05	10	-0.267925828083766	0.547619047619048	0.946967654986523
Longicatena caecimuris	0.000339171323846496	0.000286058270143559	0.000312614796995028	10	-0.244917907935391	0.547619047619048	0.946967654986523
Luteibacter sp. E-22	1.49171474024853e-05	1.97168992609651e-05	1.73170233317252e-05	10	0.380226282262906	0.547619047619048	0.946967654986523
Marinobacterium sp. YM272	1.72291517856156e-05	1.72502032968212e-05	1.72396775412184e-05	10	0.00166510148670162	0.547619047619048	0.946967654986523
