gene_id	gene_name	16_1	16_2	16_3	A_1	A_2	A_3
ENSG00000149929.16	HIRIP3	1094.002	1185	1122	2190.999	2011	1707
ENSG00000149930.18	TAOK2	1818.987	1897	1703.001	2171	1926	1841.999
ENSG00000149932.17	TMEM219	1080.001	1093	1078	1329	1221	1086.999
ENSG00000149948.14	HMGA2	350	298	280.999	369.001	313.999	279
ENSG00000149968.12	MMP3	0	0	0	0	0	0
ENSG00000149970.16	CNKSR2	195.001	169.999	169	222	214.001	186.999
ENSG00000149972.12	CNTN5	0	0	0	0	1	0
ENSG00000150045.12	KLRF1	0	0	0	0	0	0
ENSG00000150048.10	CLEC1A	1	1	0	3	1	0
ENSG00000150051.14	MKX	0	0	0	0	0	0
ENSG00000150054.19	MPP7	28	28	33	45	68	42
ENSG00000150093.20	ITGB1	5401.294	4858	4789.999	6853.172	6248.073	5444.523
ENSG00000150175.15	FRMPD2B	7.87	9.978	9.863	14.432	7.697	6.884
ENSG00000150201.15	FXYD4	0	0	0	0	0	0
ENSG00000150244.12	TRIM48	0	0	0	0	0	0
ENSG00000150261.5	OR8K1	0	0	0	0	0	0
ENSG00000150269.1	OR5M9	0	0	0	0	0	0
ENSG00000150275.20	PCDH15	0	0	0	0	0	0
ENSG00000150276.8	PPIAP26	0	1	1	0	0	0
ENSG00000150281.7	CTF1	0	1	0	2	0	1
ENSG00000150316.12	CWC15	1157.001	1168	1066.001	1395	1239.001	1197
ENSG00000150337.14	FCGR1A	789.254	698.987	680.78	916.162	785.97	798.564
ENSG00000150347.17	ARID5B	45	30	33	91	103	83
ENSG00000150361.12	KLHL1	2	1	0	0	0	2
ENSG00000150394.14	CDH8	0	0	1	0	0	0
ENSG00000150401.15	DCUN1D2	447.002	430.998	433	501.001	468	412
ENSG00000150403.18	TMCO3	898	833.002	855	1359.001	1221.999	1157.999
ENSG00000150433.10	TMEM218	448	473.999	465.003	587	507.001	447.001
ENSG00000150455.15	TIRAP	133	115.001	134	147	116	119.001
ENSG00000150456.11	EEF1AKMT1	566	506	539	683	559	522
ENSG00000150457.9	LATS2	668	568	600	750	690	649
ENSG00000150459.13	SAP18	5920	6031.002	6092	6348	5767.999	5279.999
ENSG00000150471.17	ADGRL3	958	831	745	1156	1060.754	953.999
ENSG00000150477.15	KIAA1328	139	93	88	126	133	131.999
ENSG00000150510.17	FAM124A	139	113	120.001	121	93.001	104.001
ENSG00000150527.18	MIA2	943	929.998	811	1109.999	973.998	920.999
ENSG00000150540.14	HNMT	750.001	650.999	634	968.999	849.001	801.001
ENSG00000150551.11	LYPD1	0	0	1	1	4	3
ENSG00000150556.17	LYPD6B	0	0	0	0	0	0
ENSG00000150593.18	PDCD4	4733.001	4499.998	4172.999	6865.001	6405	5794.003
ENSG00000150594.7	ADRA2A	0	0	0	0	0	0
ENSG00000150625.17	GPM6A	0	2	2	4	2	0
ENSG00000150627.16	WDR17	32	19	37	69	49	51
ENSG00000150628.7	SPATA4	0	0	0	0	0	0
ENSG00000150630.4	VEGFC	0	0	0	0	0	0
ENSG00000150636.17	CCDC102B	31	33	24	34.999	39.001	27
ENSG00000150637.9	CD226	104.001	92	91.001	181	166.001	165
ENSG00000150656.15	CNDP1	0	0	0	0	0	0
ENSG00000150667.8	FSIP1	3	2	1.072	10	9	6
ENSG00000150672.19	DLG2	2	0	4	5	5	3
ENSG00000150676.13	CCDC83	0	0	0	0	0	0
ENSG00000150681.10	RGS18	135	99	75	278.999	216	204
ENSG00000150687.12	PRSS23	0	0	0	0	0	0
ENSG00000150712.11	MTMR12	1600.999	1469.292	1414.801	1809	1598	1477
ENSG00000150722.11	PPP1R1C	0	0	0	0	1	0
ENSG00000150732.8	ENSG00000150732	0	0	0	0	0	0
ENSG00000150750.9	POU2AF2	0	0	0	0	0	0
ENSG00000150753.12	CCT5	17365.999	16735.986	16367.998	16021.994	14397.999	13503
ENSG00000150756.14	ATPSCKMT	552.001	551	499	755	703	687
ENSG00000150760.13	DOCK1	0	0	0	1	0	1
ENSG00000150764.14	DIXDC1	595	516	490.999	722	647	604
ENSG00000150768.18	DLAT	2568.999	2390	2272.003	2428	2074	1910.998
ENSG00000150773.12	PIH1D2	15	20	9	25	19	16
ENSG00000150776.18	NKAPD1	1527.999	1571.999	1464.999	1707	1540.999	1358
ENSG00000150779.12	TIMM8B	1728	1618	1612	1449	1356	1239
ENSG00000150782.12	IL18	460.001	455	475	742.999	711	620
ENSG00000150783.10	TEX12	1	0	0	0	0	3
ENSG00000150787.8	PTS	254	241	251.999	365.001	325	304.001
ENSG00000150867.14	PIP4K2A	1986	1988	1953	2667	2398	2135.999
ENSG00000150873.12	C2orf50	2	1.001	2	2	0	0
ENSG00000150893.11	FREM2	0	0	0	0	0	0
ENSG00000150907.10	FOXO1	533	513.504	488.153	769	631	594
ENSG00000150938.10	CRIM1	446	399	379	512	489	435
ENSG00000150961.15	SEC24D	1804.999	1645	1583.999	2841	2597.001	2392
ENSG00000150967.19	ABCB9	260	270.999	225	220.999	197.999	177
ENSG00000150977.11	RILPL2	4970	4966	4869	4481	4064	3625
ENSG00000150990.9	DHX37	3895	3805.001	3749.999	3037	2884	2466.999
ENSG00000150991.16	UBC	10109	9732	9349.999	11473	9747	8920.001
ENSG00000150995.21	ITPR1	1223.001	1213.002	1102.001	1758.002	1588.001	1431.001
ENSG00000151005.5	TKTL2	0	0	0	0	0	0
ENSG00000151006.8	PRSS53	71.861	98.491	69.206	80.983	75.351	88.261
ENSG00000151012.13	SLC7A11	102	102	90	320	317	248
ENSG00000151014.6	NOCT	426	363	359	372	376	321
ENSG00000151023.17	ENKUR	2	1	1	0	0	0
ENSG00000151025.11	GPR158	0	0	0	0	0	0
ENSG00000151033.10	LYZL2	0	0	0	0	0	0
ENSG00000151062.15	CACNA2D4	3364.001	3339.999	2992	3929	3443.999	3379.999
ENSG00000151065.14	DCP1B	649.001	666.998	613.999	831	735.999	683
ENSG00000151067.23	CACNA1C	2	0.999	2	2	2	1
ENSG00000151079.8	KCNA6	2	1	1	2	1	3
ENSG00000151090.20	THRB	0	0	0	0	0	0
ENSG00000151092.18	NGLY1	909.001	901.002	832.999	997	925	818.001
ENSG00000151093.8	OXSM	366.001	336.001	328	420	381.001	400
ENSG00000151116.17	UEVLD	493	399	370	616	582	536
ENSG00000151117.9	TMEM86A	1	0	0	0	0	1
ENSG00000151131.11	NOPCHAP1	1042.001	946	1018.001	859	825.999	716
ENSG00000151135.10	TMEM263	127	116	134.999	304	281	214.001
ENSG00000151136.15	ABTB3	32	21	21	61	56	72
ENSG00000151148.14	UBE3B	1223.001	1127.001	1128.999	1574	1497.001	1374
ENSG00000151150.22	ANK3	13	26	19.999	51	44.999	41.999
ENSG00000151151.6	IPMK	671	575	489	973	890	818
ENSG00000151164.19	RAD9B	22	21	18	68	43	33
ENSG00000151176.8	PLBD2	948	918.287	894	1113	1068	938
ENSG00000151208.17	DLG5	608.999	624	584.999	1260	1240	1130.999
ENSG00000151224.13	MAT1A	0	0	0	0	0	0
ENSG00000151229.13	SLC2A13	231	205	172	262	251.001	206
ENSG00000151233.11	GXYLT1	615	505	550	764	650	608
ENSG00000151239.14	TWF1	878	822.938	786	962.999	870.958	782.999
ENSG00000151240.18	DIP2C	1	2	2	7	3	9
ENSG00000151247.13	EIF4E	2886.881	2723.635	2661.814	2681.796	2385.909	2397.779
ENSG00000151276.24	MAGI1	0	0	1	2	1	0
ENSG00000151287.17	TEX30	732	699	668.001	883	742	777
ENSG00000151292.19	CSNK1G3	532	488	435	641	614	527
ENSG00000151303.11	ENSG00000151303	3.72	7.511	0	1.886	3.358	1.905
ENSG00000151304.6	SRFBP1	424	404	432	394	407	291
ENSG00000151320.11	AKAP6	1	5	6	1	3	0
ENSG00000151322.20	NPAS3	1	0	1	0	0	0
ENSG00000151327.14	FAM177A1	232	214	211	319.001	307	261.001
ENSG00000151332.20	MBIP	367	373	352	470	470.001	413.001
ENSG00000151338.21	MIPOL1	0	0	0	0	0	0
ENSG00000151348.16	EXT2	918	806.001	870.001	1227.999	1087.999	1008
ENSG00000151353.15	TMEM18	855.999	811	812.001	950	920	797.999
ENSG00000151360.10	ALLC	0	0	1	1	0	0
ENSG00000151364.17	KCTD14	0	0	1	0	0	0
ENSG00000151365.2	THRSP	0	0	0	0	0	0
ENSG00000151366.13	NDUFC2	2412.637	2368.365	2320.903	2813.286	2333.234	2285.846
ENSG00000151376.19	ME3	0	0	0	0	1	0
ENSG00000151379.4	MSGN1	0	0	0	0	0	1
ENSG00000151388.11	ADAMTS12	0	0	1	0	0	0
ENSG00000151413.17	NUBPL	258	255	239	316	327.999	267
ENSG00000151414.15	NEK7	1395	1306.001	1255	2393.001	2178	2002.001
ENSG00000151418.12	ATP6V1G3	0	0	0	0	0	0
ENSG00000151422.14	FER	441	468.999	404	686	614.999	621
ENSG00000151445.16	VIPAS39	579	509	504.001	826	728	681
ENSG00000151458.12	ANKRD50	358	342	291	490	515	476
ENSG00000151461.20	UPF2	2507	2327	2332	2658	2425	2264
ENSG00000151465.14	CDC123	4122.001	3962	4002	3713	3404.001	3069.002
ENSG00000151466.12	SCLT1	459	409	441	616	536.001	537.999
ENSG00000151468.11	CCDC3	0	0	0	0	0	0
ENSG00000151470.13	C4orf33	240	217	198	374	329	317
ENSG00000151474.23	FRMD4A	1429	1274	1284	1580.001	1394	1270
ENSG00000151475.6	SLC25A31	0	0	0	0	0	0
ENSG00000151490.15	PTPRO	111	122.001	130	256	233	210.999
ENSG00000151491.14	EPS8	587	541	538	1107	1041.001	925.001
ENSG00000151498.12	ACAD8	549	511.001	410.001	758.999	621.001	650
ENSG00000151500.15	THYN1	390	389	349.001	581	558.999	490.001
ENSG00000151502.11	VPS26B	1024.001	1063.001	998	1461	1290.001	1195
ENSG00000151503.14	NCAPD3	2740.999	2578.001	2489.001	3708.001	3415.001	3157.999
ENSG00000151532.15	VTI1A	1139.001	1140.13	1042	1244	1142	1033
ENSG00000151552.13	QDPR	1220	1218.999	1168.998	1242.999	1120	1014
ENSG00000151553.16	FHIP2A	509	491	487.001	674	685.001	635
ENSG00000151572.18	ANO4	0	0	0	1	2	2
ENSG00000151575.15	TEX9	6	0	0	8	10	7
ENSG00000151576.10	QTRT2	1173.001	1148.999	1118	1013.001	935	893
ENSG00000151577.14	DRD3	0	0	0	0	0	0
ENSG00000151611.17	MMAA	176.999	181	171	216	193	188
ENSG00000151612.18	ZNF827	0	0	0	0	0	0
ENSG00000151615.3	POU4F2	0	0	1	0	0	0
ENSG00000151617.17	EDNRA	0	0	0	0	0	0
ENSG00000151623.15	NR3C2	2	5	0	7	4.001	3
ENSG00000151631.8	AKR1C6P	0	0	0	0	0	0
ENSG00000151632.18	AKR1C2	8.363	14.997	8.117	20.95	17.354	16.626
ENSG00000151640.13	DPYSL4	0	3	0	1	3	0
ENSG00000151650.8	VENTX	1000	953	783	1050	1046	980
ENSG00000151651.16	ADAM8	213.001	236.001	153.001	225	210.999	220.001
ENSG00000151655.19	ITIH2	0	0	0	0	0	0
ENSG00000151657.12	KIN	382.999	345.999	333	391	384	389
ENSG00000151665.13	PIGF	363.999	346	290.001	481.999	406.999	419
ENSG00000151687.15	ANKAR	56	50	45	64	59	73.999
ENSG00000151689.13	INPP1	326.001	306.998	283	364.999	329.002	297
ENSG00000151690.15	MFSD6	485	412	430	738	703	630
ENSG00000151692.15	RNF144A	675	584	608	817	730	666
ENSG00000151693.11	ASAP2	260	257	245	341	316	274.001
ENSG00000151694.15	ADAM17	898.999	830.001	875	1010.999	898.002	905
ENSG00000151702.18	FLI1	2992.001	2708	2736	3500.001	3328.001	2895.001
ENSG00000151704.16	KCNJ1	0	1	1	1	0	0
ENSG00000151715.8	TMEM45B	0	0	0	0	0	0
ENSG00000151718.16	WWC2	645.999	555	602.001	646.001	560.999	503
ENSG00000151725.12	CENPU	628	588	612	806	792.001	728.001
ENSG00000151726.16	ACSL1	3565.001	3336	3179	2239.999	1889.001	1859.999
ENSG00000151729.11	SLC25A4	490	491	455	476	407	384
ENSG00000151743.11	AMN1	67	44	48.999	113.999	107.999	103
ENSG00000151746.15	BICD1	263	251.001	237.999	304	279.999	265
ENSG00000151748.15	SAV1	911.001	857	839.999	1178	943	840
ENSG00000151773.13	CCDC122	36.001	43	30.002	50.999	50	45
ENSG00000151778.11	SERP2	0	0	0	0	0	0
ENSG00000151779.14	NBAS	1089.001	1008	910.999	1439.999	1313.999	1179
ENSG00000151789.13	ZNF385D	0	0	0	0	1	0
ENSG00000151790.9	TDO2	10	9	12	22.001	16	16
ENSG00000151806.14	GUF1	1277	1270	1096.001	1435	1355.001	1154
ENSG00000151812.15	SLC35F4	0	0	0	0	0	0
ENSG00000151834.16	GABRA2	0	0	0	0	0	1
ENSG00000151835.17	SACS	2261.001	2260	1969	2540	2267	2107
ENSG00000151838.12	CCDC175	0	0	0	0	0	1
ENSG00000151846.9	PABPC3	0	0	0	0	0	0
ENSG00000151849.16	CENPJ	828.999	814.999	699.002	995.999	896.999	938
ENSG00000151876.13	FBXO4	325	349.999	306.001	370.001	306	289
ENSG00000151881.15	TMEM267	339	360.001	352	416.999	385.998	324
ENSG00000151882.11	CCL28	510.001	431.999	407	595	555	477
ENSG00000151883.20	PARP8	2845.71	2739.155	2382.165	3550	3310	3087.161
ENSG00000151892.16	GFRA1	0	0	2	0	0	0
ENSG00000151893.15	CACUL1	1282.999	1168	1210	1678	1546.999	1446
ENSG00000151914.22	DST	1307	1310	1241.001	1735	1892	1710.001
ENSG00000151917.18	BEND6	285	267	252	387	343.001	314
ENSG00000151923.18	TIAL1	3720.001	3621.002	3252	4356.998	3862.001	3775
ENSG00000151929.10	BAG3	602	604	578	856	782	642
ENSG00000151948.12	GLT1D1	0	3	0	3	3	3
ENSG00000151952.16	TMEM132D	1	0	0	0	0	0
ENSG00000151962.8	RBM46	0	0	0	0	0	0
ENSG00000151963.4	ZNF37CP	0	1	0	0	0	0
ENSG00000151967.18	SCHIP1	1657.106	1535.678	1506.488	2640.371	2345.925	2162.552
ENSG00000152034.11	MCHR2	0	0	0	0	0	0
ENSG00000152049.7	KCNE4	0	0	0	0	0	1
ENSG00000152056.18	AP1S3	539.133	534.851	495	483.676	433	361.989
ENSG00000152061.24	RABGAP1L	1085	1016	1026	1020	949	831.001
ENSG00000152076.19	CCDC74B	13.926	14.073	10.624	23.531	22.566	22.288
ENSG00000152078.10	TLCD4	0	0	2	1	3	0
ENSG00000152082.15	MZT2B	2967.004	2797.778	2696.453	3887.382	3475.695	3262.336
ENSG00000152086.9	TUBA3E	0	0	0	0	0	0
ENSG00000152092.16	ASTN1	0	0	1	0	1	0
ENSG00000152093.8	CFC1B	0	0	0	0	0	0
ENSG00000152102.18	FAM168B	3901	3766	3644	4304	4017	3520
ENSG00000152104.12	PTPN14	1680.987	1591	1543	3850.633	3765	3421
ENSG00000152117.19	SMPD4BP	1.999	5.206	0	0	0	4.377
ENSG00000152127.9	MGAT5	1322	1323	1270	1748	1625.999	1464
ENSG00000152128.13	TMEM163	0	0	0	0	0	0
ENSG00000152133.17	GPATCH11	825	737.651	715	859.262	899	818
ENSG00000152137.8	HSPB8	0	0	0	0	0	0
ENSG00000152147.11	GEMIN6	454	438.999	413	449	428.999	356
ENSG00000152154.12	TMEM178A	1	1	0	0	0	0
ENSG00000152192.8	POU4F1	507	511	483.024	459	450	401
ENSG00000152193.8	OBI1	1183	1122	1105	1351	1270	1123
ENSG00000152207.8	CYSLTR2	0	1	0	0	0	0
ENSG00000152208.13	GRID2	0	0	0	0	0	0
ENSG00000152213.4	ARL11	1229	1148	1071	1134	1120	974
ENSG00000152214.14	RIT2	0	0	0	0	0	0
ENSG00000152217.20	SETBP1	1	3	4	1	8	6
ENSG00000152219.5	ARL14EP	890	807	789	818	775	727.001
ENSG00000152223.16	EPG5	877.999	868.001	733	1158.001	1073.999	953
ENSG00000152229.18	PSTPIP2	368.999	371.999	383	375	341	351
ENSG00000152234.16	ATP5F1A	19618	19150.997	18382.999	21494.002	19642	17804
ENSG00000152240.13	HAUS1	975.001	791.999	876	1434	1297	1162
ENSG00000152242.11	ARK2N	740.001	665	602.001	873	712	682.999
ENSG00000152253.9	SPC25	388	387	406	930	828	821
ENSG00000152254.11	G6PC2	0	0	0	0	0	0
ENSG00000152256.14	PDK1	608	577	573	1076	1003	904
ENSG00000152266.7	PTH	0	0	0	0	0	0
ENSG00000152270.9	PDE3B	1002	963	929	1691.999	1410.001	1443
ENSG00000152284.5	TCF7L1	1	1	4	3	6	3
ENSG00000152291.15	TGOLN2	3961	3730.999	3571	4499	4138	3887
ENSG00000152292.18	SH2D6	4.703	1	0	0	1	2
ENSG00000152315.5	KCNK13	17	20	26	20	26	20
ENSG00000152332.16	UHMK1	4609	4233	3995	5569	5013	4493
ENSG00000152348.16	ATG10	185.001	208	195	333	274.999	286.999
ENSG00000152359.15	POC5	313.001	308.001	292.001	352.001	322	306.999
ENSG00000152377.15	SPOCK1	67	64	65	140	135	119
ENSG00000152380.10	FAM151B	29	24	22	47	31	35
ENSG00000152382.6	TADA1	604	599	546	607	613	557
ENSG00000152402.11	GUCY1A2	0	2	1	2	4	3
ENSG00000152404.16	CWF19L2	390	408	428	574	521	423
ENSG00000152409.9	JMY	559	476	480	599	533	526
ENSG00000152413.15	HOMER1	764	650.001	627	583	542	526
ENSG00000152422.16	XRCC4	400.999	375.999	358	590.999	527.001	482.001
ENSG00000152430.19	BOLL	0	0	0	0	0	0
ENSG00000152433.15	ZNF547	115.846	120.294	120.234	123.237	130.275	112.17
ENSG00000152439.13	ZNF773	189.018	202.276	206.121	225.787	225.642	196.529
ENSG00000152443.13	ZNF776	294.083	322.749	280.559	434.999	402.999	359.999
ENSG00000152454.4	ZNF256	0	0	0	0	0	0
ENSG00000152455.16	SUV39H2	639	571	610.001	694	575	596
ENSG00000152457.19	DCLRE1C	950	823.96	815	1086.999	944.998	857
ENSG00000152463.15	OLAH	1	5	2	12	11	9
ENSG00000152464.15	RPP38	424.999	385	421	375.999	335.999	279.999
ENSG00000152465.18	NMT2	28	34	31	39.041	25	31
ENSG00000152467.10	ZSCAN1	0	0	0	0	0	0
ENSG00000152475.7	ZNF837	50	67	57	52	56	40
ENSG00000152484.14	USP12	1233	1185	1077	1518	1350	1264.001
ENSG00000152492.15	CCDC50	909.999	865	797	1309	1180	1123
ENSG00000152495.11	CAMK4	0	5	1	2	1	3
ENSG00000152503.10	TRIM36	124	117	123	289	244	247
ENSG00000152518.8	ZFP36L2	13116	12711	11902	14571	14056	12203
ENSG00000152520.14	PAN3	4515	4244	3921.999	4083	3828	3603.999
ENSG00000152527.14	PLEKHH2	9	3	7	15	23	13
ENSG00000152556.17	PFKM	35	27.999	35	52.001	61	44.999
ENSG00000152558.15	TMEM123	5908	5260	5107.001	5918	5328	4883
ENSG00000152578.15	GRIA4	0	1	0	0	0	0
ENSG00000152580.9	IGSF10	3	1	1	10	9	8
ENSG00000152582.14	SPEF2	86.999	77	67.999	114.001	103.999	87.998
ENSG00000152583.13	SPARCL1	0	0	0	0	0	0
ENSG00000152591.15	DSPP	0	0	0	0	0	0
ENSG00000152592.15	DMP1	0	0	0	0	0	0
ENSG00000152595.17	MEPE	0	0	0	0	0	0
ENSG00000152601.18	MBNL1	7673.999	6950	6603.002	9426.998	8869.002	7984.999
ENSG00000152611.12	CAPSL	1	0	0	0	1	0
ENSG00000152620.13	NADK2	1062.001	1029.999	930	1519.685	1392	1219
ENSG00000152642.11	GPD1L	773	683	688	726	617	605
ENSG00000152661.9	GJA1	0	0	0	0	0	1
ENSG00000152669.9	CCNO	7	10	15	16	17	16
ENSG00000152670.19	DDX4	0	4	1	3	1	3
ENSG00000152672.8	CLEC4F	0	0	0	0	0	0
ENSG00000152683.14	SLC30A6	944	960	848	1102	1068	944
ENSG00000152684.11	PELO	340	333.936	336	323.962	293.731	280.907
ENSG00000152689.18	RASGRP3	21	22	31.999	40	28.001	25
ENSG00000152700.14	SAR1B	785.001	740.001	757.001	814	762.001	725.002
ENSG00000152705.8	CATSPER3	3.133	19.935	6.798	10.987	8	6
ENSG00000152749.8	GPR180	316	305	279	386	411	401
ENSG00000152760.10	DYNLT5	93	97	84	206	197	187
ENSG00000152763.17	DNAI4	0	1	1	1	5	3
ENSG00000152766.6	ANKRD22	37	32	20	34	32	29
ENSG00000152767.17	FARP1	78	81	93	97	100	67.001
ENSG00000152778.10	IFIT5	241.999	210.001	209	232	162	190.999
ENSG00000152779.14	SLC16A12	0	0	1	0	0	0
ENSG00000152782.19	PANK1	819	836	766	972.999	940.001	805
ENSG00000152784.16	PRDM8	154	175	141	274	257	237.999
ENSG00000152785.8	BMP3	0	0	0	0	0	0
ENSG00000152795.18	HNRNPDL	11029.876	10751.001	9626.001	11775.765	10625.999	10015.001
ENSG00000152804.11	HHEX	1192	1102	1045	1185	1127.999	1006.999
ENSG00000152818.20	UTRN	1103	1090.999	982	1810	1689.999	1469
ENSG00000152822.15	GRM1	2	0	0	12	5	7
ENSG00000152894.15	PTPRK	5	9	3	8.999	7	5
ENSG00000152904.11	GGPS1	625.621	626.561	597.389	862.736	824.006	809.046
ENSG00000152910.19	CNTNAP4	0	0	0	0	0	0
ENSG00000152926.16	ZNF117	1452.079	1318.558	1018.071	1436.02	1277.925	1332.374
ENSG00000152931.9	PART1	0	0	0	0	0	0
ENSG00000152932.8	RAB3C	1	3	1	3	2	1
ENSG00000152936.11	LMNTD1	0	0	0	0	0	0
ENSG00000152939.17	MARVELD2	2	1	0	1	0	1
ENSG00000152942.19	RAD17	689	645	584.999	857.999	777.001	743.999
ENSG00000152944.9	MED21	564	486	461	649.001	551	536
ENSG00000152952.14	PLOD2	0	0	0	0	0	0
ENSG00000152953.13	STK32B	0	0	0	0	0	0
ENSG00000152954.12	NRSN1	0	0	0	0	0	0
ENSG00000152969.21	JAKMIP1	0	0	0	0	0	0
ENSG00000152977.10	ZIC1	580	571	541	736	735	661
ENSG00000152990.14	ADGRA3	651.999	641	625	875.985	822.001	746
ENSG00000153002.12	CPB1	0	0	0	0	0	0
ENSG00000153006.16	SREK1IP1	976	909.999	900	948	898	840
ENSG00000153012.12	LGI2	0	0	2	2	2	1
ENSG00000153015.17	CWC27	1146	1106.002	1120.999	1101.019	986.002	865
ENSG00000153029.16	MR1	1742.652	1582.999	1553	2252.999	2153.781	1914
ENSG00000153037.15	SRP19	1055.113	956.216	970.455	1023.254	920.558	872.13
ENSG00000153044.10	CENPH	474	415.001	388	719	714	657
ENSG00000153046.18	CDYL	924	893	848	945	891	781
ENSG00000153048.11	CARHSP1	1423	1425	1495	2511	2339.001	2162.999
ENSG00000153060.8	TEKT5	0	1	0	0	0	0
ENSG00000153064.12	BANK1	717	716.999	701.999	1105.999	967	915
ENSG00000153066.13	TXNDC11	1006	910.001	911.999	1028.999	953.999	783
ENSG00000153071.15	DAB2	248.999	234	272	400.001	365.001	327
ENSG00000153086.14	ACMSD	0	0	0	0	0	0
ENSG00000153093.21	ACOXL	0	1	0	3	0	0
ENSG00000153094.25	BCL2L11	1543.51	1496.001	1492.001	1379.999	1382	1153
ENSG00000153107.13	ANAPC1	3406.822	3153.797	3029.064	3033.879	2859.345	2512.865
ENSG00000153113.24	CAST	1431.001	1246.999	1268	2296.999	2046	1912
ENSG00000153130.18	SCOC	512	486	536.991	739	665	581
ENSG00000153132.13	CLGN	33	30	32	67	72	59
ENSG00000153140.9	CETN3	440	397.999	449	623	590	482
ENSG00000153147.6	SMARCA5	3037	2921	2837	3500	3217	2992
ENSG00000153157.14	SYCP2L	377.677	332.799	307.67	480.105	445	425.072
ENSG00000153162.9	BMP6	0	0	1	1	5	2
ENSG00000153165.19	RGPD3	21.605	4.466	4.886	18.551	16.496	18.398
ENSG00000153179.14	RASSF3	1497	1404	1372	1705	1560	1378
ENSG00000153187.21	HNRNPU	41918.986	41523.933	36847.913	50872.977	46350.96	43300.934
ENSG00000153201.17	RANBP2	3705.497	3377.261	3252.85	4257.317	3997.63	3690.515
ENSG00000153207.16	AHCTF1	2740.194	2538.921	2406.226	2617	2423.821	2251.316
ENSG00000153208.19	MERTK	1	0	1	0	0	1
ENSG00000153214.11	TMEM87B	443	389	373	577	559	473
ENSG00000153230.4	OR14K1	0	0	0	0	0	0
ENSG00000153233.13	PTPRR	0	0	0	0	0	0
ENSG00000153234.16	NR4A2	38	28.999	33	75	69	91
ENSG00000153237.19	CCDC148	0	0	1	1	0	2
ENSG00000153246.13	PLA2R1	0	0	0	1	0	0
ENSG00000153250.21	RBMS1	1934.651	1818.703	1735.806	2401.797	2058.774	2004.901
ENSG00000153253.20	SCN3A	0	0	1	0	0	0
ENSG00000153266.13	FEZF2	0	0	1	0	0	0
ENSG00000153283.13	CD96	0	0	1	0	0	0
ENSG00000153291.16	SLC25A27	0	0	0	0	0	0
ENSG00000153292.16	ADGRF1	0	0	0	0	0	0
ENSG00000153294.12	ADGRF4	0	0	0	0	0	0
ENSG00000153303.18	FRMD1	0	0	0	0	0	0
ENSG00000153310.22	CYRIB	4641.999	4236	4203	5423	5075.999	4418.999
ENSG00000153317.15	ASAP1	647	619	600.999	816	809.999	704
ENSG00000153339.15	TRAPPC8	1661.001	1477	1517	1967.999	1854.999	1652.001
ENSG00000153347.10	FAM81B	0	0	0	0	0	0
ENSG00000153363.15	LINC00467	266.999	221.999	275	489	454	407.999
ENSG00000153391.16	INO80C	385	379	347.016	477	482	406.999
ENSG00000153395.10	LPCAT1	3733.001	3516	3501.998	3707	3478.999	3175.999
ENSG00000153404.15	PLEKHG4B	0	1	1	0	0	0
ENSG00000153406.14	NMRAL1	1067.999	1054	979	1025.002	938.002	881.999
ENSG00000153443.13	UBALD1	546	573.002	518.999	488.001	425	417
ENSG00000153446.16	C16orf89	0	0	0	0	0	0
ENSG00000153485.6	LYSET	188	196	203	222	201	195
ENSG00000153487.13	ING1	629	585	578	860	757.001	697
ENSG00000153495.11	TEX29	0	0	0	1	1	0
ENSG00000153498.12	SPACA7	0	0	0	0	0	0
ENSG00000153531.15	ADPRHL1	41	46	26	79	75	68
ENSG00000153551.14	CMTM7	355.001	315	316	363	342	310.999
ENSG00000153558.17	FBXL2	2	1	0	1	0	0
ENSG00000153560.12	UBP1	2522	2430	2287.999	2643.999	2398.999	2322.999
ENSG00000153561.13	RMND5A	1956.559	1808.903	1629.079	2281.807	2070.209	1858.155
ENSG00000153563.17	CD8A	6	5	5	23	30	29
ENSG00000153574.9	RPIA	1317	1330	1252	1140	1023	936
ENSG00000153684.16	GOLGA8F	0	0	0	0	0	0
ENSG00000153707.19	PTPRD	0	0.998	0	0	3	0
ENSG00000153714.6	LURAP1L	6	11	7	19	14	17
ENSG00000153721.19	CNKSR3	110.299	91.563	100.889	87.33	90.897	80.02
ENSG00000153767.10	GTF2E1	723	741	775	936	854	820
ENSG00000153774.9	CFDP1	790.997	748.854	747.726	854.447	744.474	666.788
ENSG00000153779.11	TGIF2LX	0	0	0	0	0	0
ENSG00000153786.13	ZDHHC7	1595.001	1585	1434	1717	1583	1350.999
ENSG00000153789.14	CIBAR2	0	0	0	0	0	0
ENSG00000153790.12	SPMIP4	217	216.001	195.001	277	303	234
ENSG00000153802.12	TMPRSS11D	0	0	0	0	0	0
ENSG00000153814.13	JAZF1	93	85	107	142	133	115
ENSG00000153815.18	CMIP	2344	2349	2241	2628	2432.982	2226
ENSG00000153820.13	SPHKAP	0	0	0	0	0	0
ENSG00000153822.15	KCNJ16	0	0	0	0	1	0
ENSG00000153823.19	PID1	0	0	0	1	0	0
ENSG00000153827.15	TRIP12	5443.998	5111	4834.999	6932.003	6226	5846.999
ENSG00000153832.12	FBXO36	3	9	13	7	6	8
ENSG00000153879.9	CEBPG	2811	2615	2514	3313	2983	2801
