gene_id	gene_name	Control_1	Control_2	Control_3	4h_1	4h_2	4h_3	8h_1	8h_2	8h_3	16h_1	16h_2	16h_3
ENSG00000167283	ATP5MG	0	0	0	0	0	0	5912	5314	4954	5385	5104	5149
ENSG00000167286	CD3D	0	0	0	0	13	5	7	5	5	1	2	5
ENSG00000167291	TBC1D16	713	899	606	617	358	452	597	556	475	650	682	658
ENSG00000167302	TEPSIN	44	42	34	29	53	76	658	622	584	606	629	517
ENSG00000167306	MYO5B	11	11	46	13	19	19	0	0	0	0	1	1
ENSG00000167311	ART5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167315	ACAA2	32	218	88	87	64	61	733	681	613	448	456	436
ENSG00000167323	STIM1	2797	3990	3655	2356	1678	2212	1324	1207	1126	1029	993	1000
ENSG00000167325	RRM1	1829	1422	1464	1172	764	1210	5344	5011	4292	3288	3061	3038
ENSG00000167332	OR51E2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167333	TRIM68	119	107	61	80	103	41	451	428	354	312	316	299
ENSG00000167346	MMP26	0	2	22	19	0	0	0	0	0	0	0	0
ENSG00000167355	OR51B5	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000167359	OR51I1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167360	OR51Q1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167363	FN3K	14	37	37	22	10	21	14	15	15	17	15	14
ENSG00000167371	PRRT2	0	0	0	0	0	0	0	1	1	1	1	0
ENSG00000167377	ZNF23	0	0	0	0	0	0	271	286	253	354	346	302
ENSG00000167378	IRGQ	54	72	31	0	17	0	664	661	622	630	605	572
ENSG00000167380	ZNF226	588	653	824	847	375	283	401	303	357	250	264	232
ENSG00000167384	ZNF180	823	604	520	534	369	363	316	309	257	293	259	235
ENSG00000167393	PPP2R3B	0	0	0	0	0	0	91	171	255	201	130	267
ENSG00000167394	ZNF668	79	23	100	58	83	36	435	421	382	434	436	439
ENSG00000167395	ZNF646	213	492	480	327	237	296	1367	1257	1123	1100	1138	1041
ENSG00000167397	VKORC1	0	0	0	0	0	0	1295	1197	1040	905	928	911
ENSG00000167414	GNG8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167419	LPO	348	574	339	186	181	200	816	745	673	532	513	477
ENSG00000167434	CA4	0	1	1	0	19	1	0	0	0	0	0	0
ENSG00000167447	SMG8	0	0	0	0	0	0	707	600	584	627	640	558
ENSG00000167460	TPM4	10767	12414	8463	6333	4877	7949	11814	10708	9517	10072	9580	9478
ENSG00000167461	RAB8A	984	1051	819	584	641	881	3760	3536	3201	4728	4621	4577
ENSG00000167468	GPX4	1281	1571	958	766	737	841	4959	4535	4153	4464	4565	4522
ENSG00000167470	MIDN	323	679	478	368	354	233	3381	3238	2991	2868	2692	2791
ENSG00000167476	JSRP1	32	10	20	30	15	50	845	542	509	827	978	816
ENSG00000167483	NIBAN3	81	133	99	36	70	40	32	28	37	29	23	26
ENSG00000167487	KLHL26	183	390	237	218	150	114	372	368	308	368	411	386
ENSG00000167491	GATAD2A	4350	6336	4463	3975	3079	3617	2962	2694	2505	3111	3058	3020
ENSG00000167508	MVD	116	292	177	225	115	76	1016	902	827	1245	1254	1172
ENSG00000167513	CDT1	115	332	88	41	27	100	3331	3177	2817	2516	2449	2532
ENSG00000167515	TRAPPC2L	187	163	206	47	55	108	1132	950	945	1182	1097	1173
ENSG00000167522	ANKRD11	4403	5466	4255	4009	2433	2977	3923	3701	3374	3637	3842	3382
ENSG00000167523	SPATA33	165	171	66	59	6	88	240	258	213	219	231	216
ENSG00000167524	RSKR	17	13	3	1	6	1	258	212	229	374	415	292
ENSG00000167525	PROCA1	89	75	80	41	82	51	126	96	127	63	71	43
ENSG00000167526	RPL13	5166	5493	5479	4846	3929	3661	84859	78108	70689	82021	78918	78977
ENSG00000167528	ZNF641	583	732	664	393	309	382	522	486	501	427	456	363
ENSG00000167531	LALBA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167535	CACNB3	143	210	159	54	138	87	237	220	195	216	233	190
ENSG00000167536	DHRS13	28	17	0	1	31	1	318	311	315	266	241	230
ENSG00000167543	TP53I13	0	0	0	0	0	0	736	701	635	620	674	560
ENSG00000167548	KMT2D	3047	4934	3312	2672	2418	2215	3556	3562	3203	3161	3149	2768
ENSG00000167549	CORO6	0	0	0	0	0	0	78	83	77	49	39	26
ENSG00000167550	RHEBL1	7	11	6	2	13	12	45	40	33	37	29	36
ENSG00000167552	TUBA1A	0	0	0	0	0	0	1285	1166	1133	722	747	677
ENSG00000167553	TUBA1C	60	41	66	24	39	30	9670	8918	7828	6974	7032	6972
ENSG00000167554	ZNF610	255	211	219	229	93	145	62	59	50	68	62	45
ENSG00000167555	ZNF528	338	441	332	358	297	280	258	246	219	169	177	151
ENSG00000167562	ZNF701	559	728	664	533	399	313	63	48	69	57	38	46
ENSG00000167565	SERTAD3	107	42	103	66	77	73	684	644	598	559	527	532
ENSG00000167566	NCKAP5L	217	236	232	220	187	230	749	717	640	718	695	676
ENSG00000167578	RAB4B	0	0	0	0	0	0	1267	1257	1079	1010	961	825
ENSG00000167580	AQP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167588	GPD1	0	0	25	18	20	0	1	0	1	0	1	0
ENSG00000167595	PROSER3	257	557	212	346	292	323	630	562	600	406	404	363
ENSG00000167600	CYP2S1	78	212	167	53	99	48	359	316	301	209	218	207
ENSG00000167601	AXL	455	612	1506	1250	1006	223	2632	2562	2216	688	731	681
ENSG00000167604	NFKBID	290	498	384	222	319	350	304	307	256	262	258	207
ENSG00000167608	TMC4	70	64	24	106	29	26	5	4	2	4	3	2
ENSG00000167612	ANKRD33	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167613	LAIR1	3964	4978	3353	2882	2093	2590	5889	5618	5120	6980	6997	6472
ENSG00000167614	TTYH1	60	23	30	29	63	68	4	3	2	3	3	3
ENSG00000167615	LENG8	1805	2775	1850	1554	1436	1187	5171	5152	5504	6019	6659	4387
ENSG00000167617	CDC42EP5	0	5	0	0	0	0	15	19	9	9	10	11
ENSG00000167618	LAIR2	77	107	62	93	54	36	3	2	2	1	1	2
ENSG00000167619	TMEM145	1	14	0	0	0	0	8	14	7	9	7	3
ENSG00000167625	ZNF526	0	0	0	0	0	0	604	491	434	598	575	523
ENSG00000167632	TRAPPC9	15298	20973	17743	14885	10912	11835	929	864	787	995	1040	982
ENSG00000167633	KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167634	NLRP7	0	0	0	0	0	2	0	2	0	0	0	0
ENSG00000167635	ZNF146	0	0	0	0	0	0	4966	4512	4061	5292	5046	4641
ENSG00000167637	ZNF283	734	688	747	559	384	484	244	218	215	229	232	213
ENSG00000167641	PPP1R14A	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000167642	SPINT2	14	2	32	9	15	20	8	18	5	11	6	11
ENSG00000167644	C19orf33	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167645	YIF1B	280	280	198	195	234	154	1761	1618	1357	1401	1397	1296
ENSG00000167646	DNAAF3	0	0	0	0	0	0	22	17	14	13	14	11
ENSG00000167653	PSCA	0	0	0	0	0	0	0	6	1	1	1	2
ENSG00000167654	ATCAY	0	0	0	0	0	8	0	0	2	2	1	0
ENSG00000167656	LY6D	0	0	0	0	0	0	2	2	4	0	1	1
ENSG00000167657	DAPK3	148	122	197	96	211	122	1384	1192	1140	1290	1283	1240
ENSG00000167658	EEF2	32673	32764	33676	29023	22375	23664	233195	218373	190791	214252	208142	207007
ENSG00000167664	TMIGD2	0	0	0	0	0	3	0	1	0	0	0	0
ENSG00000167670	CHAF1A	1108	1355	900	715	595	733	2706	2411	2201	2829	2887	2754
ENSG00000167671	UBXN6	140	220	236	105	222	55	1936	1724	1622	1354	1390	1345
ENSG00000167674	HDGFL2	393	568	431	284	165	238	3210	2948	2764	2520	2592	2478
ENSG00000167676	PLIN4	48	59	81	70	101	61	103	98	99	25	32	20
ENSG00000167680	SEMA6B	24	62	180	66	68	39	258	242	217	130	152	143
ENSG00000167685	ZNF444	197	405	330	299	168	189	608	557	556	563	628	544
ENSG00000167693	NXN	62	31	84	2	41	46	5	4	6	2	4	5
ENSG00000167695	TLCD3A	357	328	180	207	160	216	284	259	244	386	383	321
ENSG00000167699	GLOD4	760	824	539	413	194	403	1370	1324	1180	1384	1378	1234
ENSG00000167700	MFSD3	27	22	16	0	4	32	744	711	619	898	906	827
ENSG00000167701	GPT	0	10	3	4	0	1	13	6	10	16	13	12
ENSG00000167702	KIFC2	66	36	9	22	28	45	591	571	559	747	762	559
ENSG00000167703	SLC43A2	187	397	435	453	332	172	1452	1347	1227	696	749	687
ENSG00000167705	RILP	28	28	34	14	10	10	123	119	103	172	146	131
ENSG00000167711	SERPINF2	18	0	26	12	10	0	11	6	14	8	6	4
ENSG00000167716	WDR81	39	25	32	7	26	11	1771	1679	1535	2030	2011	1862
ENSG00000167720	SRR	262	310	234	269	167	209	134	106	88	96	80	95
ENSG00000167721	TSR1	1191	1005	1034	719	384	834	2995	2826	2452	4190	3956	3794
ENSG00000167723	TRPV3	10	8	3	7	0	6	25	26	33	11	14	6
ENSG00000167733	HSD11B1L	0	0	0	0	0	0	51	59	54	33	30	29
ENSG00000167740	CYB5D2	195	412	274	174	205	137	193	165	196	117	88	108
ENSG00000167741	GGT6	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000167748	KLK1	44	15	11	40	42	21	50	60	37	15	24	18
ENSG00000167749	KLK4	0	0	0	0	0	9	0	1	0	0	0	0
ENSG00000167751	KLK2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167754	KLK5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167755	KLK6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167757	KLK11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167759	KLK13	0	0	0	0	0	10	0	0	0	0	0	0
ENSG00000167766	ZNF83	674	1027	769	718	457	465	581	563	594	458	508	391
ENSG00000167767	KRT80	0	0	0	0	0	0	6	5	5	3	3	3
ENSG00000167768	KRT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167769	ACER1	0	0	2	0	4	0	1	0	0	0	1	0
ENSG00000167770	OTUB1	220	264	281	206	216	182	2295	2196	2040	2121	2156	2074
ENSG00000167771	RCOR2	25	74	65	53	28	12	559	504	493	401	463	413
ENSG00000167772	ANGPTL4	27	44	29	33	21	13	3	4	2	3	1	1
ENSG00000167774	ENSG00000167774	0	0	0	0	4	0	342	405	383	428	298	485
ENSG00000167775	CD320	146	208	36	77	40	41	941	832	787	1322	1317	1322
ENSG00000167778	SPRYD3	89	272	96	122	96	100	650	564	552	584	584	538
ENSG00000167779	IGFBP6	9	0	0	0	0	0	15	6	11	9	6	4
ENSG00000167780	SOAT2	1	0	2	1	0	0	0	0	0	0	0	0
ENSG00000167785	ZNF558	492	530	442	661	317	331	697	576	594	616	586	559
ENSG00000167791	CABP2	0	0	0	0	0	8	0	0	0	0	0	0
ENSG00000167792	NDUFV1	418	566	603	440	271	316	5323	4789	4500	4904	5008	4583
ENSG00000167797	CDK2AP2	310	253	140	155	240	255	1214	1208	1031	725	694	661
ENSG00000167799	NUDT8	15	0	0	0	26	0	66	58	58	44	38	44
ENSG00000167800	TBX10	0	0	37	0	0	0	0	0	0	0	0	0
ENSG00000167807	ENSG00000167807	0	0	0	10	0	0	17	24	26	26	19	31
ENSG00000167815	PRDX2	0	0	0	0	0	0	3880	3591	3201	3223	3072	3109
ENSG00000167822	OR8J3	0	0	11	0	0	0	0	0	0	0	0	0
ENSG00000167825	OR5I1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167840	ZNF232	0	0	0	0	3	0	176	203	185	230	241	216
ENSG00000167842	MIS12	336	367	438	516	151	170	884	790	787	811	666	702
ENSG00000167850	CD300C	125	203	59	117	59	129	325	302	284	273	282	259
ENSG00000167851	CD300A	396	884	597	394	335	286	697	725	632	611	595	523
ENSG00000167858	TEKT1	7	0	0	18	2	25	0	1	0	0	0	0
ENSG00000167861	HID1	0	0	13	0	16	1	0	1	1	2	0	0
ENSG00000167862	MRPL58	151	194	256	162	49	197	644	576	587	567	495	558
ENSG00000167863	ATP5PD	0	0	0	0	0	0	3323	2760	2765	3104	2951	2935
ENSG00000167874	TMEM88	13	0	0	1	0	0	3	0	1	1	0	1
ENSG00000167880	EVPL	0	18	12	16	18	27	766	761	657	820	903	685
ENSG00000167881	SRP68	1282	1522	1582	1240	999	1157	3580	3329	3037	3272	3154	3101
ENSG00000167889	MGAT5B	43	108	219	140	60	106	70	80	63	55	37	41
ENSG00000167895	TMC8	86	104	115	60	12	55	663	615	581	720	729	668
ENSG00000167900	TK1	219	188	239	196	115	152	2627	2392	2211	1359	1358	1249
ENSG00000167904	TMEM68	1196	1602	2328	1905	1168	1026	1061	873	820	833	804	762
ENSG00000167910	CYP7A1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167914	GSDMA	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000167916	KRT24	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167925	GHDC	84	52	116	81	43	66	1108	1077	921	1131	1092	1053
ENSG00000167930	FAM234A	495	536	423	440	319	241	964	894	826	739	783	762
ENSG00000167941	SOST	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167962	ZNF598	130	218	97	137	239	105	1588	1513	1305	1925	1782	1688
ENSG00000167964	RAB26	46	24	64	34	58	56	25	19	22	12	18	19
ENSG00000167965	MLST8	323	342	188	150	157	212	1309	1295	1031	1057	1189	1137
ENSG00000167967	E4F1	103	158	63	138	147	48	952	820	758	942	947	866
ENSG00000167968	DNASE1L2	0	0	0	0	10	0	66	71	66	50	53	53
ENSG00000167969	ECI1	117	189	94	78	104	88	1586	1438	1291	1443	1258	1293
ENSG00000167971	CASKIN1	0	1	24	0	0	22	33	25	28	39	62	44
ENSG00000167972	ABCA3	9	1	53	12	26	20	4	7	4	4	3	7
ENSG00000167977	KCTD5	268	320	239	300	151	164	1687	1582	1487	1463	1531	1428
ENSG00000167978	SRRM2	24063	33549	22480	18729	14861	17787	16344	16188	16305	14434	15342	11771
ENSG00000167981	ZNF597	0	0	0	0	0	0	189	184	174	216	184	185
ENSG00000167984	NLRC3	879	1142	1012	499	443	642	1023	940	908	913	895	780
ENSG00000167985	SDHAF2	0	0	0	0	0	0	574	551	543	607	627	597
ENSG00000167986	DDB1	2375	3217	2485	2278	1490	1542	9109	8487	7711	8964	8521	8296
ENSG00000167987	VPS37C	943	1561	1027	1077	641	783	780	737	686	716	702	643
ENSG00000167992	VWCE	33	116	466	269	273	36	91	66	82	50	49	42
ENSG00000167994	RAB3IL1	13	17	13	0	14	0	4	4	8	10	6	11
ENSG00000167995	BEST1	12	54	60	79	15	6	352	259	267	241	249	232
ENSG00000167996	FTH1	371	440	381	391	370	281	30806	28586	25382	14013	14197	13920
ENSG00000168000	BSCL2	0	0	0	0	8	0	162	164	163	137	127	111
ENSG00000168002	POLR2G	177	144	283	205	185	172	1138	1042	975	1025	990	979
ENSG00000168003	SLC3A2	1030	1458	898	902	610	937	3142	2876	2617	3310	3146	3033
ENSG00000168004	PLAAT5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168005	SPINDOC	341	410	453	306	318	318	779	704	639	753	701	674
ENSG00000168010	ATG16L2	2197	3462	2763	2759	1662	1587	2940	2746	2861	1972	2180	1543
ENSG00000168014	C2CD3	2610	3390	2570	2634	1655	1584	834	773	702	530	485	458
ENSG00000168016	TRANK1	348	367	497	363	284	286	602	543	441	208	185	164
ENSG00000168026	TTC21A	16	6	36	29	24	1	10	12	16	7	8	7
ENSG00000168028	RPSA	6275	6797	6150	4750	4112	4689	68713	62318	58455	59775	56701	55489
ENSG00000168032	ENTPD3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000168036	CTNNB1	3618	4446	4159	3472	2432	2571	3999	3522	3331	3216	3131	2966
ENSG00000168038	ULK4	3624	4089	3407	3065	2291	2332	109	97	110	104	82	77
ENSG00000168040	FADD	63	29	81	20	44	45	1380	1282	1171	1344	1235	1253
ENSG00000168056	LTBP3	16	0	14	1	0	9	54	64	60	57	67	71
ENSG00000168060	NAALADL1	0	0	21	14	1	0	0	0	0	0	0	0
ENSG00000168061	SAC3D1	0	14	22	14	14	0	636	555	557	437	447	468
ENSG00000168062	BATF2	0	0	1	0	0	0	1	4	1	3	2	1
ENSG00000168065	SLC22A11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168066	SF1	3739	5062	3343	2772	2179	2365	7171	6881	6059	7328	7411	7089
ENSG00000168067	MAP4K2	47	59	165	75	78	70	432	454	374	357	300	297
ENSG00000168070	MAJIN	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000168071	CCDC88B	20	47	25	76	90	61	1095	1067	1019	1392	1496	1159
ENSG00000168077	SCARA3	18	0	0	0	0	0	0	1	1	0	0	0
ENSG00000168078	PBK	403	294	263	238	218	256	444	390	354	259	229	217
ENSG00000168079	SCARA5	38	16	11	4	19	0	0	0	0	0	0	0
ENSG00000168081	PNOC	0	0	13	20	0	0	33	42	23	10	10	12
ENSG00000168090	COPS6	471	320	375	330	236	284	2417	2197	2014	2250	2297	2192
ENSG00000168092	PAFAH1B2	2402	2609	2030	1933	995	1687	2750	2470	2304	2396	2319	2222
ENSG00000168096	ANKS3	294	509	309	267	104	294	198	172	180	239	271	188
ENSG00000168101	NUDT16L1	53	37	13	88	14	0	1243	1127	1025	1242	1281	1284
ENSG00000168116	KIAA1586	1292	1032	1299	1013	575	791	913	761	708	829	695	688
ENSG00000168118	RAB4A	2146	2087	1882	1918	1367	1571	2748	2377	2274	2095	1912	1878
ENSG00000168124	OR1F1	212	173	124	137	83	149	50	44	41	39	43	36
ENSG00000168131	OR2B2	1	0	37	27	0	0	0	0	0	0	0	0
ENSG00000168135	KCNJ4	0	0	0	0	14	0	0	1	0	0	0	0
ENSG00000168137	SETD5	6999	9243	7365	5594	4216	5495	2379	2188	2152	2051	2124	1853
ENSG00000168140	VASN	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000168143	FAM83B	11	18	5	0	1	11	0	0	0	0	0	0
ENSG00000168148	H3-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168152	THAP9	129	99	198	141	78	67	135	116	115	103	74	92
ENSG00000168158	OR2C1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168159	RNF187	640	627	335	323	167	447	3535	3264	2907	2992	3036	2980
ENSG00000168172	HOOK3	5496	6372	6246	5586	3657	3508	2249	1990	1727	1571	1528	1395
ENSG00000168175	MAPK1IP1L	3548	4364	3045	2593	2180	2435	2306	2135	1894	1999	1958	1857
ENSG00000168209	DDIT4	1215	1839	1812	1278	1239	917	27061	24897	22742	19221	19394	18514
ENSG00000168214	RBPJ	15300	18898	19991	15749	10427	11620	5315	4946	4561	4043	3657	3504
ENSG00000168216	LMBRD1	2249	2615	2579	2066	1378	1395	1199	1064	909	856	813	783
ENSG00000168228	ZCCHC4	1314	1693	1325	933	852	872	380	371	312	345	312	310
ENSG00000168229	PTGDR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168234	TTC39C	2370	2871	1561	1443	888	1825	580	537	494	520	463	507
ENSG00000168237	GLYCTK	0	14	0	0	7	31	201	193	145	92	77	60
ENSG00000168243	GNG4	165	448	261	232	207	283	367	297	291	268	290	260
ENSG00000168246	UBTD2	992	1118	823	731	431	586	514	501	402	405	352	324
ENSG00000168255	POLR2J3	0	0	0	0	0	0	605	489	481	507	570	465
ENSG00000168256	NKIRAS2	460	547	477	362	202	204	1295	1224	1035	1123	1140	1104
ENSG00000168259	DNAJC7	1752	2173	1684	1401	1086	1323	4050	3827	3478	3692	3779	3462
ENSG00000168263	KCNV2	31	104	39	24	35	35	0	0	0	1	0	0
ENSG00000168264	IRF2BP2	4663	4923	3980	3584	2271	3176	16983	15891	14308	13322	12937	11959
ENSG00000168267	PTF1A	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000168268	NT5DC2	668	840	691	446	507	584	4545	4018	3779	3426	3404	3154
ENSG00000168269	FOXI1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168273	UQCC5	448	462	319	293	212	377	386	329	321	380	348	404
ENSG00000168275	COA6	427	389	224	306	112	276	1188	1041	987	1396	1244	1261
ENSG00000168280	KIF5C	17	9	37	12	16	11	5	7	4	4	9	13
ENSG00000168282	MGAT2	0	0	0	0	0	0	2592	2282	1978	2307	2245	2183
ENSG00000168283	BMI1	2255	3115	1615	1471	847	1550	9126	8282	7926	4862	4497	4116
ENSG00000168286	THAP11	0	0	0	0	0	0	1007	916	843	993	1013	912
ENSG00000168288	MMADHC	1114	1264	1349	1148	653	668	2743	2499	2258	2291	2137	2010
ENSG00000168291	PDHB	511	585	461	491	209	290	1994	1857	1680	1792	1701	1639
ENSG00000168297	PXK	6909	8860	5521	5098	3742	5385	3000	2805	2520	2775	2540	2498
ENSG00000168298	H1-4	0	0	0	0	0	0	6	4	6	2	2	2
ENSG00000168300	PCMTD1	4299	5021	5544	5212	2893	2986	1085	981	958	775	729	579
ENSG00000168301	KCTD6	148	49	85	65	15	54	62	49	45	47	66	43
ENSG00000168303	MPLKIP	484	576	562	339	237	297	1170	1070	1018	1084	1046	992
ENSG00000168306	ACOX2	18	5	8	0	0	15	11	7	4	6	6	7
ENSG00000168309	FAM107A	16	0	0	0	6	24	0	0	0	0	0	0
ENSG00000168310	IRF2	949	1003	934	951	520	483	783	746	654	588	533	538
ENSG00000168314	MOBP	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000168329	CX3CR1	1742	1632	1747	1511	1008	949	1627	1424	1334	1054	941	990
ENSG00000168333	PPDPFL	11	31	80	72	48	9	1	0	0	0	0	0
ENSG00000168334	XIRP1	0	0	7	7	8	0	2	2	1	0	0	0
ENSG00000168348	INSM2	11	9	11	0	0	0	0	0	0	0	1	0
ENSG00000168350	DEGS2	39	53	34	22	15	22	94	84	63	70	72	77
ENSG00000168356	SCN11A	68	23	25	117	28	10	2	2	0	1	4	1
ENSG00000168374	ARF4	1883	2667	2310	1857	1366	1301	2419	2161	1929	2221	2106	1996
ENSG00000168385	SEPTIN2	4708	5413	5072	3837	2086	2903	9232	8267	7843	8222	7536	7407
ENSG00000168386	FILIP1L	0	0	0	0	0	0	323	293	235	78	80	62
ENSG00000168389	MFSD2A	664	1147	615	707	441	403	595	495	525	822	702	643
ENSG00000168393	DTYMK	686	928	562	465	377	471	1611	1449	1349	1235	1115	1053
ENSG00000168394	TAP1	0	0	0	0	0	0	2272	2052	1933	1732	1620	1605
ENSG00000168395	ING5	934	1121	683	508	341	759	1612	1411	1273	1699	1697	1544
ENSG00000168397	ATG4B	609	781	553	558	509	465	1294	1285	1253	1249	1221	1083
ENSG00000168398	BDKRB2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168404	MLKL	717	861	655	593	388	389	918	795	745	844	799	744
ENSG00000168411	RFWD3	2724	2901	1780	1739	1371	1914	2466	2368	2155	2326	2127	2087
ENSG00000168412	MTNR1A	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000168418	KCNG4	0	0	0	0	0	7	0	0	0	0	0	0
ENSG00000168421	RHOH	10	27	54	18	25	0	19	7	12	2	5	7
ENSG00000168427	KLHL30	0	0	0	0	0	3	26	16	24	4	13	8
ENSG00000168434	COG7	957	1348	1029	929	555	669	621	545	556	606	592	592
ENSG00000168438	CDC40	2252	2389	2399	2390	1420	1638	2148	1937	1704	1663	1502	1412
ENSG00000168439	STIP1	2750	2987	2226	1759	1317	1579	5850	5466	4894	6593	6509	6299
ENSG00000168447	SCNN1B	0	0	14	0	0	15	0	0	0	0	0	0
ENSG00000168453	HR	0	0	0	0	0	0	19	34	19	11	4	4
ENSG00000168454	TXNDC2	3	8	0	12	7	0	2	3	0	1	0	2
ENSG00000168461	RAB31	2218	2406	2355	1664	1247	1652	2471	2279	2231	1592	1491	1395
ENSG00000168476	REEP4	112	32	72	40	34	49	1021	919	831	935	900	826
ENSG00000168477	TNXB	48	28	77	1	31	50	35	29	21	25	28	21
ENSG00000168481	LGI3	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000168484	SFTPC	0	0	12	0	0	0	0	0	0	0	0	0
ENSG00000168487	BMP1	243	388	449	257	379	270	812	738	664	620	597	489
ENSG00000168488	ATXN2L	630	910	529	423	207	466	3967	3858	3485	3542	3708	3280
ENSG00000168490	PHYHIP	0	0	0	8	0	0	2	1	0	0	0	1
ENSG00000168491	CCDC110	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000168495	POLR3D	825	802	595	586	311	637	884	806	753	1092	988	933
ENSG00000168496	FEN1	0	0	0	0	0	0	3623	3197	2954	2925	2874	2814
ENSG00000168497	CAVIN2	11	0	0	17	18	0	1	0	0	0	0	0
ENSG00000168502	MTCL1	0	16	33	31	37	1	2	2	2	1	0	3
ENSG00000168505	GBX2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168509	HJV	12	27	42	12	7	11	0	0	0	0	0	0
ENSG00000168515	SCGB1D1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168517	HEXIM2	5	24	29	41	8	10	91	71	81	52	57	61
ENSG00000168522	FNTA	1168	1473	1283	1203	691	890	3671	3124	3026	3231	3090	2886
ENSG00000168528	SERINC2	1268	1322	1700	1572	1108	683	3019	2831	2466	2361	2428	2292
ENSG00000168530	MYL1	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000168538	TRAPPC11	2859	3339	3503	2224	1650	2185	2201	1971	1897	1868	1693	1654
ENSG00000168539	CHRM1	0	0	7	0	0	0	0	0	0	0	0	0
ENSG00000168542	COL3A1	0	0	0	15	0	5	0	1	0	0	0	0
ENSG00000168546	GFRA2	2	1	14	1	0	1	0	0	0	0	0	0
ENSG00000168556	ING2	163	100	100	112	69	33	193	194	169	137	125	113
ENSG00000168564	CDKN2AIP	221	327	379	229	190	206	1021	867	795	922	931	919
ENSG00000168566	SNRNP48	1112	1660	1155	1165	508	1003	1068	911	904	906	797	716
ENSG00000168569	TMEM223	98	114	85	65	65	66	399	327	333	365	352	356
ENSG00000168575	SLC20A2	5497	6841	4814	4151	2390	3630	700	647	622	817	780	764
ENSG00000168582	CRYGA	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168589	DYNLRB2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168591	TMUB2	139	328	146	175	115	238	854	750	781	604	576	514
ENSG00000168594	ADAM29	13	24	0	2	10	0	0	0	0	0	0	0
ENSG00000168610	STAT3	1984	2413	2220	2527	1481	1404	4079	3557	3334	3251	3112	2984
ENSG00000168612	ZSWIM1	226	449	337	168	152	242	394	311	332	285	317	291
ENSG00000168615	ADAM9	1311	1617	1424	1278	739	875	1078	945	836	778	668	658
ENSG00000168619	ADAM18	0	14	0	0	10	23	0	0	0	0	2	0
ENSG00000168621	GDNF	0	0	0	0	0	0	5	3	5	0	0	1
ENSG00000168631	MUCL3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168634	WFDC13	0	0	25	0	0	0	0	0	0	0	0	0
ENSG00000168646	AXIN2	0	0	0	0	0	0	2	0	3	1	0	1
ENSG00000168653	NDUFS5	1079	844	917	1156	677	812	4525	3973	3766	4211	3985	3956
ENSG00000168658	VWA3B	22	2	19	11	9	8	0	0	0	0	0	0
ENSG00000168661	ZNF30	0	0	16	0	0	11	0	0	0	0	0	0
ENSG00000168671	UGT3A2	16	2	19	0	2	5	4	3	6	1	1	3
ENSG00000168672	LRATD2	3	0	3	20	0	1	19	20	12	13	14	9
