gene_id	gene_name	Control_1	Control_2	Control_3	4h_1	4h_2	4h_3	8h_1	8h_2	8h_3	16h_1	16h_2	16h_3
ENSG00000127334	DYRK2	331	404	266	200	87	331	1072	1030	943	927	877	853
ENSG00000127337	YEATS4	1341	1546	1133	887	538	878	1340	1295	1068	1069	989	993
ENSG00000127362	TAS2R3	0	0	0	0	0	0	0	0	1	3	0	0
ENSG00000127364	TAS2R4	0	0	0	0	0	0	17	19	21	16	24	14
ENSG00000127366	TAS2R5	14	74	74	35	13	17	5	5	4	3	4	6
ENSG00000127377	CRYGN	0	0	0	0	0	0	3	3	0	3	0	0
ENSG00000127399	LRRC61	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127412	TRPV5	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000127415	IDUA	77	140	64	51	84	124	308	264	244	346	362	276
ENSG00000127418	FGFRL1	122	164	73	81	33	85	248	244	210	356	350	313
ENSG00000127419	TMEM175	228	239	428	373	254	77	845	752	757	530	578	443
ENSG00000127423	AUNIP	358	339	272	272	203	153	262	235	213	233	227	222
ENSG00000127445	PIN1	387	411	257	275	208	221	2147	2052	1879	1834	1790	1760
ENSG00000127452	FBXL12	533	859	708	663	446	504	794	703	641	774	751	677
ENSG00000127463	EMC1	213	126	138	118	111	126	1867	1743	1589	2137	1953	1891
ENSG00000127472	PLA2G5	0	27	3	0	9	6	0	0	0	0	0	0
ENSG00000127481	UBR4	6656	8397	7267	5520	4442	4719	5145	4873	4417	3696	3893	3288
ENSG00000127483	HP1BP3	5891	7061	5895	4388	2815	5091	5568	5230	5063	5353	5187	4546
ENSG00000127507	ADGRE2	3076	3633	3691	3085	2148	2030	4778	4421	4009	3610	3384	3283
ENSG00000127511	SIN3B	726	926	983	885	817	520	1193	1152	1063	1105	1100	958
ENSG00000127515	OR7A10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127526	SLC35E1	0	0	0	0	0	0	2427	2046	1917	2286	2287	2129
ENSG00000127527	EPS15L1	2275	3449	2209	2146	1659	1929	1296	1095	1059	1224	1128	1186
ENSG00000127528	KLF2	0	24	49	14	11	4	134	117	110	100	113	110
ENSG00000127529	OR7C2	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127530	OR7C1	0	0	42	26	17	19	1	2	2	1	3	1
ENSG00000127533	F2RL3	0	0	0	0	0	9	0	2	2	0	0	2
ENSG00000127540	UQCR11	0	0	0	0	0	0	4000	3552	3356	4257	4009	3958
ENSG00000127554	GFER	0	31	5	0	0	1	635	588	512	561	449	488
ENSG00000127561	SYNGR3	0	0	0	0	14	0	12	9	6	26	28	26
ENSG00000127564	PKMYT1	58	125	104	63	6	54	1032	964	934	1012	973	974
ENSG00000127578	WFIKKN1	0	24	0	0	0	0	6	7	4	3	3	3
ENSG00000127580	WDR24	86	86	148	180	218	93	462	354	335	265	312	307
ENSG00000127585	FBXL16	1	29	81	57	93	1	0	2	0	0	0	0
ENSG00000127586	CHTF18	70	92	74	24	76	29	1816	1728	1905	1415	1612	1239
ENSG00000127588	GNG13	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000127603	MACF1	14856	16589	14220	12326	8237	10275	4423	4345	3852	3619	3776	3436
ENSG00000127616	SMARCA4	3676	4454	3087	2560	2350	2992	7163	6576	5984	6739	6994	6425
ENSG00000127663	KDM4B	2847	4271	4626	3709	3015	2639	3484	3287	2863	2414	2337	2188
ENSG00000127666	TICAM1	357	501	244	320	266	141	383	358	335	513	549	453
ENSG00000127720	METTL25	2166	3219	2892	2564	1510	1797	231	263	208	224	217	194
ENSG00000127743	IL17B	0	9	0	0	0	5	0	0	0	0	0	0
ENSG00000127774	EMC6	0	0	0	0	0	0	475	452	400	495	493	479
ENSG00000127780	OR1E2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127804	METTL16	2849	3557	2464	2020	1335	2085	1213	1122	1061	1418	1258	1335
ENSG00000127824	TUBA4A	120	170	112	103	131	150	1514	1412	1304	1225	1214	1223
ENSG00000127831	VIL1	15	49	27	45	27	0	5	1	3	2	3	2
ENSG00000127837	AAMP	153	128	110	49	70	75	2599	2302	2137	2807	2700	2704
ENSG00000127838	PNKD	157	164	46	15	61	92	1343	1136	1108	1135	1126	1162
ENSG00000127863	TNFRSF19	118	77	169	102	56	56	29	29	25	11	13	8
ENSG00000127870	RNF6	1477	1234	1610	1201	748	819	2074	2046	1791	1811	1731	1659
ENSG00000127884	ECHS1	400	339	450	234	279	362	3345	2960	2726	3233	3087	3130
ENSG00000127903	ZNF835	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127914	AKAP9	3011	3442	4188	3521	1965	2362	1013	827	865	785	760	643
ENSG00000127920	GNG11	27	40	13	14	0	0	34	44	37	24	25	17
ENSG00000127922	SEM1	1780	2787	2566	2123	1497	1448	3155	2802	2444	2730	2623	2689
ENSG00000127928	GNGT1	33	48	26	3	27	32	0	0	0	0	0	0
ENSG00000127946	HIP1	9508	12196	11363	8527	7325	6880	2790	2547	2200	2769	2622	2656
ENSG00000127947	PTPN12	3871	4738	5214	3869	2658	3078	2369	2202	1976	1562	1487	1397
ENSG00000127948	POR	792	991	584	817	441	427	1406	1308	1141	1430	1409	1462
ENSG00000127951	FGL2	0	0	0	0	0	0	685	560	527	534	470	403
ENSG00000127952	STYXL1	458	495	590	418	464	331	334	320	293	302	288	294
ENSG00000127954	STEAP4	0	0	0	10	0	0	0	0	0	0	0	1
ENSG00000127955	GNAI1	1	3	22	4	0	2	1	0	1	2	1	0
ENSG00000127980	PEX1	334	324	439	353	318	295	507	497	457	360	356	270
ENSG00000127989	MTERF1	1305	1686	1270	1139	738	974	500	450	448	444	410	380
ENSG00000127990	SGCE	410	734	738	700	334	446	1	1	0	0	0	1
ENSG00000127993	RBM48	372	350	475	384	216	261	475	461	427	486	401	392
ENSG00000127995	CASD1	144	257	222	175	55	91	331	249	244	288	268	230
ENSG00000128000	ZNF780B	4072	4499	4480	3972	2131	2805	783	623	599	569	603	493
ENSG00000128011	LRFN1	82	149	40	74	31	68	95	83	85	111	97	133
ENSG00000128016	ZFP36	1217	2306	2012	1464	1480	1322	2514	2321	2159	2343	2337	2153
ENSG00000128039	SRD5A3	0	0	0	0	0	0	520	445	450	338	344	305
ENSG00000128040	SPINK2	0	0	0	1	0	0	7	6	2	7	4	5
ENSG00000128045	RASL11B	0	0	0	0	0	0	8	4	8	10	8	13
ENSG00000128050	PAICS	7511	9308	6250	4980	3092	5236	7133	6429	6084	8466	8177	7820
ENSG00000128052	KDR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128059	PPAT	1266	1493	923	711	412	741	1089	987	927	1318	1298	1250
ENSG00000128159	TUBGCP6	346	478	304	339	184	227	2019	1807	1886	1905	1929	1517
ENSG00000128165	ADM2	15	14	10	5	29	13	121	127	104	111	97	110
ENSG00000128185	DGCR6L	0	82	31	24	33	16	618	599	599	447	468	450
ENSG00000128191	DGCR8	698	1011	623	591	563	529	2184	1999	1838	1526	1602	1430
ENSG00000128203	ASPHD2	58	51	103	26	58	40	124	127	110	118	137	140
ENSG00000128218	VPREB3	0	0	20	0	0	0	3	3	1	3	8	3
ENSG00000128228	SDF2L1	12	40	23	41	30	10	1235	1109	993	1080	1129	1023
ENSG00000128242	GAL3ST1	0	0	0	0	1	0	0	0	0	0	4	0
ENSG00000128245	YWHAH	1385	1482	764	789	516	951	3728	3434	3068	2961	2817	2675
ENSG00000128250	RFPL1	0	0	0	0	0	0	1	0	0	4	0	0
ENSG00000128253	RFPL2	0	0	0	0	19	0	0	0	0	0	0	0
ENSG00000128266	GNAZ	0	0	0	0	0	0	3	1	2	0	0	0
ENSG00000128268	MGAT3	0	0	0	0	24	19	4	6	5	0	1	1
ENSG00000128271	ADORA2A	0	0	0	0	0	0	185	156	147	270	264	256
ENSG00000128272	ATF4	1170	1486	1370	1020	785	959	8951	8209	7768	7444	7429	7078
ENSG00000128274	A4GALT	0	0	0	0	0	0	3	2	1	0	1	2
ENSG00000128276	RFPL3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128283	CDC42EP1	166	145	121	53	51	95	762	731	596	998	976	1023
ENSG00000128284	APOL3	59	18	83	66	55	44	22	21	13	20	23	27
ENSG00000128285	MCHR1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128294	TPST2	969	1303	903	782	756	918	902	832	742	957	961	852
ENSG00000128298	BAIAP2L2	24	28	18	13	25	50	4	5	6	7	6	2
ENSG00000128309	MPST	92	168	115	85	39	55	1213	1140	1050	1183	1148	1121
ENSG00000128310	GALR3	0	0	0	0	0	0	1	1	0	3	1	2
ENSG00000128311	TST	97	71	26	35	45	74	911	809	811	877	874	909
ENSG00000128313	APOL5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128322	IGLL1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000128335	APOL2	182	308	282	168	130	170	321	329	269	318	279	277
ENSG00000128340	RAC2	2665	3472	2326	1789	1769	1468	8905	8666	7407	8884	9013	8512
ENSG00000128342	LIF	0	5	40	47	4	7	69	75	59	116	133	113
ENSG00000128346	C22orf23	53	102	101	97	57	38	17	9	11	13	18	9
ENSG00000128383	APOBEC3A	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000128394	APOBEC3F	11	53	48	10	48	9	42	37	31	20	16	23
ENSG00000128408	RIBC2	86	121	102	94	57	30	48	53	48	30	36	31
ENSG00000128422	KRT17	0	9	15	26	31	0	521	491	415	375	374	332
ENSG00000128463	EMC4	210	160	74	125	89	48	1955	1701	1575	1719	1656	1630
ENSG00000128482	RNF112	0	0	0	5	0	0	9	10	5	10	5	4
ENSG00000128487	SPECC1	4952	6853	6276	5442	3667	3970	1856	1743	1602	1765	1687	1618
ENSG00000128510	CPA4	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128512	DOCK4	4191	5101	5019	3984	2418	2798	369	348	331	160	121	102
ENSG00000128513	POT1	2550	3708	3175	2397	1511	2116	1143	1089	1091	844	817	737
ENSG00000128519	TAS2R16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128524	ATP6V1F	0	0	0	0	0	0	2191	2064	1859	2117	2232	2073
ENSG00000128534	LSM8	3021	2325	2552	1896	1331	1869	3709	3386	3254	2727	2612	2333
ENSG00000128536	CDHR3	443	484	275	198	245	295	11	7	1	4	4	4
ENSG00000128563	PRKRIP1	1576	1782	1426	1531	993	1169	1104	1060	947	982	1110	881
ENSG00000128564	VGF	10	1	15	0	0	0	21	18	11	22	21	20
ENSG00000128567	PODXL	397	657	486	536	247	280	168	155	145	183	157	167
ENSG00000128573	FOXP2	9027	11036	9765	7703	5492	6685	1	1	3	6	5	7
ENSG00000128578	STRIP2	1193	1231	1038	779	437	853	384	330	306	275	314	232
ENSG00000128581	IFT22	8	41	16	38	52	31	143	141	122	84	100	73
ENSG00000128585	MKLN1	7358	8130	8094	6545	3988	4977	1334	1304	1257	1106	989	931
ENSG00000128590	DNAJB9	462	505	488	319	147	309	319	316	254	262	249	246
ENSG00000128591	FLNC	209	288	324	326	233	210	2001	1873	1664	1953	1937	1772
ENSG00000128594	LRRC4	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000128595	CALU	3138	3815	2512	2424	1623	2229	2848	2591	2344	2167	2131	2035
ENSG00000128596	CCDC136	300	289	358	382	260	209	181	146	164	132	114	118
ENSG00000128602	SMO	0	0	10	0	0	5	0	0	1	0	0	0
ENSG00000128604	IRF5	278	374	298	270	270	316	747	657	617	621	619	547
ENSG00000128606	LRRC17	0	0	0	0	0	0	0	1	1	2	4	5
ENSG00000128607	KLHDC10	2169	3110	2472	2097	1538	1744	803	690	715	675	606	607
ENSG00000128609	NDUFA5	1213	1066	1154	887	438	702	2103	1858	1645	1950	1705	1643
ENSG00000128610	FEZF1	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000128617	OPN1SW	1	32	20	51	1	38	0	0	0	0	0	0
ENSG00000128626	MRPS12	0	0	0	0	0	0	1936	1713	1595	2571	2534	2450
ENSG00000128641	MYO1B	4663	4987	4700	3247	1934	3273	1499	1373	1311	1404	1292	1256
ENSG00000128645	HOXD1	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000128652	HOXD3	0	0	0	8	0	0	0	0	0	0	0	1
ENSG00000128654	MTX2	3809	4404	3783	3307	2183	2750	838	768	694	766	661	684
ENSG00000128655	PDE11A	32	5	37	12	0	38	0	0	1	0	0	0
ENSG00000128656	CHN1	74	138	64	83	68	40	0	0	1	4	3	2
ENSG00000128683	GAD1	189	282	369	272	208	197	180	162	128	112	117	91
ENSG00000128694	OSGEPL1	55	84	89	62	29	65	288	265	202	234	218	222
ENSG00000128699	ORMDL1	1542	1417	1302	1118	746	778	975	904	919	937	775	728
ENSG00000128708	HAT1	0	0	0	0	0	0	2908	2571	2362	2326	2285	2195
ENSG00000128709	HOXD9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128710	HOXD10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128713	HOXD11	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000128714	HOXD13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000128731	HERC2	5285	5229	4797	3779	2617	3805	3987	3843	3348	2854	2664	2531
ENSG00000128739	SNRPN	0	0	0	0	12	0	3619	3448	3091	3438	3322	3162
ENSG00000128789	PSMG2	1595	2170	1556	1342	802	1000	1708	1531	1442	1525	1451	1307
ENSG00000128791	TWSG1	515	641	891	621	511	472	241	235	199	161	156	150
ENSG00000128805	ARHGAP22	96	146	293	221	92	54	58	51	58	25	23	24
ENSG00000128815	WDFY4	9693	12807	9842	8186	6032	6798	3533	3296	2967	3053	2985	2849
ENSG00000128829	EIF2AK4	2038	2423	2123	1776	1400	1134	1356	1306	1173	1377	1290	1181
ENSG00000128833	MYO5C	70	57	8	18	17	4	6	7	7	2	6	4
ENSG00000128849	CGNL1	43	100	15	74	27	66	31	21	29	17	10	9
ENSG00000128872	TMOD2	197	247	205	210	124	104	106	88	73	70	65	64
ENSG00000128881	TTBK2	2520	3051	2679	2203	1641	1701	524	504	405	338	354	341
ENSG00000128886	ELL3	0	0	0	0	0	0	38	40	37	31	32	24
ENSG00000128891	CCDC32	105	126	101	54	60	95	752	638	632	701	639	630
ENSG00000128908	INO80	3838	4968	3911	3611	2546	2771	1684	1604	1511	1571	1557	1433
ENSG00000128915	ICE2	3863	4225	3823	3180	1852	2352	1777	1646	1421	1469	1346	1274
ENSG00000128917	DLL4	0	0	0	0	0	0	2	4	1	1	2	1
ENSG00000128918	ALDH1A2	394	253	246	195	147	239	3	1	2	1	1	0
ENSG00000128923	MINDY2	882	1337	1037	770	573	676	578	572	487	432	386	377
ENSG00000128928	IVD	1654	1978	1271	1226	880	1086	3157	2942	2785	3136	3097	2948
ENSG00000128944	KNSTRN	657	490	231	318	142	360	892	807	727	629	587	586
ENSG00000128951	DUT	652	769	966	712	428	660	5167	4771	4268	3769	3540	3389
ENSG00000128965	CHAC1	0	8	19	0	0	0	19	20	13	25	22	20
ENSG00000128973	CLN6	43	59	29	55	28	52	3064	2807	2557	3022	3042	2873
ENSG00000128989	ARPP19	3462	4378	3454	2670	2339	2388	3503	3276	2911	2973	2671	2649
ENSG00000129003	VPS13C	7318	7571	7273	5482	3772	4792	2805	2603	2461	2311	2228	1952
ENSG00000129007	CALML4	0	0	0	0	0	0	129	82	65	182	140	115
ENSG00000129009	ISLR	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129028	THAP10	0	0	0	0	0	0	105	122	72	55	67	52
ENSG00000129038	LOXL1	0	0	6	0	10	15	0	0	0	0	0	0
ENSG00000129048	ACKR4	0	0	0	0	0	0	0	1	2	2	0	0
ENSG00000129055	ANAPC13	671	869	516	444	346	436	838	747	681	721	719	636
ENSG00000129071	MBD4	0	0	0	0	0	0	1665	1428	1397	1421	1279	1229
ENSG00000129083	COPB1	2200	2577	2596	1891	1011	1304	4500	4141	3856	3695	3330	3216
ENSG00000129084	PSMA1	13084	15984	9328	7448	5297	8295	4712	4361	3892	3986	3773	3441
ENSG00000129103	SUMF2	854	1040	694	840	569	695	3815	3498	3304	3308	3083	3054
ENSG00000129116	PALLD	7	71	96	34	48	89	2	1	1	0	2	1
ENSG00000129128	SPCS3	3654	3308	3482	2765	1595	2365	5220	4886	4403	4297	3874	3805
ENSG00000129151	BBOX1	0	6	15	35	1	0	0	0	0	0	0	0
ENSG00000129152	MYOD1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129158	SERGEF	1942	2565	2133	1762	1083	1555	347	271	267	374	321	296
ENSG00000129159	KCNC1	40	28	0	12	57	13	0	2	1	0	0	1
ENSG00000129167	TPH1	8	55	66	58	6	0	12	17	17	9	11	10
ENSG00000129170	CSRP3	66	154	141	54	67	125	261	210	215	138	149	134
ENSG00000129173	E2F8	0	0	0	0	0	0	1144	1022	1015	726	681	633
ENSG00000129187	DCTD	1160	1181	879	739	464	613	2257	2068	1849	2249	2018	1988
ENSG00000129194	SOX15	0	0	0	0	0	0	1	1	3	0	8	0
ENSG00000129195	PIMREG	57	11	0	0	0	8	249	246	218	106	92	106
ENSG00000129197	RPAIN	445	402	219	191	196	247	846	760	775	929	915	788
ENSG00000129204	USP6	7	49	24	22	92	8	0	0	1	0	1	0
ENSG00000129214	SHBG	0	5	0	0	0	0	0	0	0	0	0	0
ENSG00000129219	PLD2	43	9	41	28	43	30	103	97	86	65	84	67
ENSG00000129221	AIPL1	9	1	0	0	0	0	0	0	0	0	0	0
ENSG00000129226	CD68	0	0	0	0	0	0	2988	2817	2458	2654	2683	2648
ENSG00000129235	TXNDC17	108	288	194	146	69	170	1525	1293	1250	1482	1327	1357
ENSG00000129244	ATP1B2	4	0	0	0	0	13	0	0	0	1	1	1
ENSG00000129245	FXR2	345	562	361	304	246	239	1331	1185	1103	1091	1142	1068
ENSG00000129250	KIF1C	172	254	334	179	136	204	723	642	633	543	557	628
ENSG00000129255	MPDU1	284	355	394	260	289	252	1675	1551	1353	1221	1173	1198
ENSG00000129292	PHF20L1	5254	6061	6834	5265	3430	3772	2567	2435	2206	1906	1725	1685
ENSG00000129295	DNAAF11	180	268	333	119	136	193	26	31	25	18	18	18
ENSG00000129315	CCNT1	2542	2898	2190	2125	1237	1926	1868	1653	1466	1847	1713	1691
ENSG00000129317	PUS7L	2275	2662	2296	1988	1053	1641	1122	998	909	1066	949	830
ENSG00000129347	KRI1	530	617	687	448	409	583	3641	3264	3015	4042	4007	3989
ENSG00000129351	ILF3	6551	8086	5610	5644	3382	4266	16237	14716	14008	15923	15511	14409
ENSG00000129353	SLC44A2	100	103	140	46	30	67	178	173	168	115	102	100
ENSG00000129354	AP1M2	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000129355	CDKN2D	0	0	31	0	0	30	484	471	442	305	280	268
ENSG00000129422	MTUS1	466	563	355	312	145	390	80	61	89	66	76	58
ENSG00000129437	KLK14	0	0	9	3	0	0	0	0	1	1	0	0
ENSG00000129450	SIGLEC9	64	48	81	34	43	9	20	20	17	3	1	4
ENSG00000129451	KLK10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129455	KLK8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129460	NGDN	784	1112	945	662	658	567	705	587	568	751	788	715
ENSG00000129465	RIPK3	57	91	32	25	50	40	264	254	287	237	214	193
ENSG00000129467	ADCY4	70	48	141	75	37	86	33	27	24	52	55	39
ENSG00000129472	RAB2B	708	798	782	826	491	587	395	373	339	292	251	252
ENSG00000129473	BCL2L2	0	30	12	9	0	12	859	710	737	645	688	590
ENSG00000129474	AJUBA	0	0	0	0	0	0	209	191	161	127	111	115
ENSG00000129480	DTD2	0	0	0	0	0	0	356	334	262	376	353	358
ENSG00000129484	PARP2	317	581	375	366	163	513	1103	972	950	701	656	657
ENSG00000129493	HEATR5A	276	286	206	263	125	198	386	312	317	285	234	247
ENSG00000129514	FOXA1	312	447	179	152	146	190	283	292	227	276	272	275
ENSG00000129515	SNX6	1434	1428	1537	1434	936	948	1991	1809	1638	1489	1374	1316
ENSG00000129518	EAPP	554	610	648	659	453	453	950	827	852	764	785	762
ENSG00000129521	EGLN3	152	113	183	133	58	91	0	0	0	0	0	1
ENSG00000129534	MIS18BP1	4522	5073	3413	3490	1945	3163	3190	2885	2539	2282	2117	1935
ENSG00000129535	NRL	64	195	89	14	77	44	66	62	53	50	45	59
ENSG00000129538	RNASE1	0	0	0	11	0	7	4	4	6	0	1	0
ENSG00000129559	NEDD8	0	0	0	0	0	0	3383	3120	2713	3467	3337	3404
ENSG00000129562	DAD1	1145	1712	1495	1279	674	860	2925	2694	2346	2816	2764	2383
ENSG00000129566	TEP1	1247	2087	1598	1513	966	996	1719	1607	1533	1247	1317	1061
ENSG00000129595	EPB41L4A	114	128	109	17	57	31	7	3	2	13	19	5
ENSG00000129596	CDO1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000129625	REEP5	524	708	512	380	204	414	1473	1382	1237	1390	1300	1194
ENSG00000129636	ITFG1	7038	8448	10190	8518	5679	5000	977	864	822	668	581	577
ENSG00000129646	QRICH2	134	141	143	43	42	121	41	41	41	72	65	66
ENSG00000129654	FOXJ1	0	0	0	0	14	0	0	0	0	0	0	0
ENSG00000129657	SEC14L1	1077	1243	1132	1236	734	534	1189	1117	998	670	602	595
ENSG00000129667	RHBDF2	560	547	561	326	286	291	399	341	324	484	497	410
ENSG00000129673	AANAT	0	0	13	0	0	0	0	0	0	0	0	0
ENSG00000129675	ARHGEF6	3158	3864	3000	2574	1732	2209	3394	3089	2804	2648	2459	2373
ENSG00000129680	MAP7D3	1375	1607	1049	1042	523	960	806	772	674	713	680	710
ENSG00000129682	FGF13	33	9	26	8	7	12	0	1	1	0	0	0
ENSG00000129691	ASH2L	1356	1704	1518	1303	862	1007	2513	2280	2140	1703	1717	1619
ENSG00000129696	TTI2	132	278	235	107	140	103	473	411	351	373	350	366
ENSG00000129744	ART1	0	0	0	11	29	18	0	0	0	0	0	0
ENSG00000129749	CHRNA10	17	24	22	16	1	43	30	12	19	27	25	27
ENSG00000129757	CDKN1C	0	0	0	21	0	18	71	76	68	13	20	12
ENSG00000129810	SGO1	474	1056	540	482	352	486	527	522	446	333	340	288
ENSG00000129824	RPS4Y1	1911	2454	2093	1633	1189	1529	13132	12029	11395	12517	12538	11757
ENSG00000129862	VCY1B	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129864	VCY	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129873	CDY2B	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000129910	CDH15	0	1	12	0	0	1	0	5	3	2	3	4
ENSG00000129911	KLF16	67	65	56	11	40	44	3272	3002	2666	3492	3430	3220
ENSG00000129925	PGAP6	79	201	84	11	48	37	1368	1266	1107	1054	1055	979
ENSG00000129932	DOHH	61	74	46	67	55	23	875	811	724	956	1018	927
ENSG00000129933	MAU2	1726	2471	1983	1670	1577	1387	3040	2738	2607	2694	2650	2446
ENSG00000129946	SHC2	11	16	15	5	13	0	1	0	0	0	0	0
ENSG00000129951	PLPPR3	651	1012	487	558	341	475	12669	11456	10212	14082	14288	13777
ENSG00000129965	INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129968	ABHD17A	147	147	56	160	165	73	4698	4221	3946	4700	4888	4517
ENSG00000129988	LBP	0	0	0	0	0	0	1	0	0	0	1	1
ENSG00000129990	SYT5	0	0	0	0	0	0	0	2	1	2	0	0
ENSG00000129991	TNNI3	0	0	0	0	0	0	5	0	3	2	3	2
ENSG00000129993	CBFA2T3	1953	2639	1819	1360	1236	1551	1410	1376	1205	1431	1364	1267
ENSG00000130005	GAMT	55	35	122	47	114	33	2437	2302	2110	2245	2081	2175
ENSG00000130021	PUDP	1956	2858	1946	1441	1131	1290	310	215	226	254	250	268
ENSG00000130023	ERMARD	979	1301	1327	984	641	739	669	557	563	430	415	375
ENSG00000130024	PHF10	5027	5648	5087	4064	2192	3490	5960	5235	5140	4694	4284	4026
ENSG00000130032	PRRG3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130035	GALNT8	231	282	79	149	100	128	4	2	2	2	8	5
ENSG00000130037	KCNA5	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000130038	CRACR2A	4984	6290	3809	3402	2647	3825	657	658	552	780	720	683
ENSG00000130045	NXNL2	0	2	2	10	0	0	0	0	0	0	0	0
ENSG00000130052	STARD8	554	689	540	390	438	412	554	562	564	528	496	478
ENSG00000130054	NALF2	1	1	15	0	0	0	0	0	0	1	0	0
ENSG00000130055	GDPD2	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000130066	SAT1	323	284	481	292	220	188	1439	1273	1295	672	709	628
ENSG00000130119	GNL3L	5560	7786	5401	4630	3828	4414	1778	1460	1268	1837	1747	1679
ENSG00000130147	SH3BP4	7	0	13	0	1	22	0	0	1	1	0	0
ENSG00000130150	MOSPD2	1098	1645	1736	1141	541	771	557	464	538	475	416	336
ENSG00000130158	DOCK6	418	564	383	113	282	230	943	856	768	983	976	887
ENSG00000130159	ECSIT	533	545	432	420	235	287	1525	1409	1420	1458	1463	1435
ENSG00000130164	LDLR	2718	3713	2946	2509	2332	1955	2607	2323	2152	3386	3292	3288
ENSG00000130165	ELOF1	182	387	438	235	246	196	1278	1239	1149	1247	1337	1271
ENSG00000130167	TSPAN16	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000130173	ANGPTL8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130175	PRKCSH	1746	2166	1659	1425	1473	1181	15208	14107	12560	12605	12878	12732
ENSG00000130176	CNN1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130177	CDC16	2762	3365	2701	2474	1600	2081	2047	1855	1680	1849	1722	1617
ENSG00000130182	ZSCAN10	10	0	0	0	0	0	5	6	6	7	2	1
ENSG00000130193	THEM6	207	178	85	95	81	72	440	341	305	544	493	477
ENSG00000130202	NECTIN2	499	828	678	559	396	332	2135	2059	1753	1840	1880	1868
ENSG00000130203	APOE	0	0	0	0	0	0	31	27	16	39	25	28
ENSG00000130204	TOMM40	352	561	288	368	380	341	3059	2841	2514	4341	4270	4057
ENSG00000130208	APOC1	0	19	23	30	0	24	123	109	131	133	104	111
ENSG00000130222	GADD45G	0	0	0	0	0	0	5	4	3	0	2	3
ENSG00000130224	LRCH2	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000130226	DPP6	27	31	74	23	21	112	0	1	0	0	0	0
ENSG00000130227	XPO7	3760	5117	3749	3530	1882	2765	2652	2407	2148	2008	1876	1774
ENSG00000130234	ACE2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130244	FAM98C	51	44	70	11	103	39	513	477	422	355	374	361
ENSG00000130254	SAFB2	1998	1895	1830	1518	1099	1359	3935	3598	3302	3559	3652	3258
ENSG00000130255	RPL36	1994	1731	1394	1786	1192	1538	34371	31119	27857	35196	32875	34221
ENSG00000130270	ATP8B3	372	462	178	307	251	239	960	904	928	566	638	560
ENSG00000130283	GDF1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130287	NCAN	15	0	0	0	0	0	0	1	1	2	0	2
ENSG00000130294	KIF1A	0	0	0	0	0	24	6	7	4	7	4	7
ENSG00000130299	GTPBP3	174	248	122	123	165	142	877	798	735	792	835	729
ENSG00000130300	PLVAP	17	10	0	0	0	0	1	1	0	0	3	0
ENSG00000130303	BST2	224	196	214	121	96	164	3618	3357	3122	3664	3985	3596
ENSG00000130304	SLC27A1	240	529	284	364	310	162	634	518	514	586	579	514
ENSG00000130305	NSUN5	261	300	233	198	180	131	1552	1376	1222	1727	1770	1546
