gene_id	gene_name	A	B	C	J_896	J_897	J_899	J_902	J_904	J_905	J_909	J_910	J_912
ENSMUSG00000074885.5	Gm10782	2	0	0	0	2	3	0	1	0	0	0	0
ENSMUSG00000074886.12	Grk6	1096	979.001	878	541	791	781.999	547	716.999	809	965.001	837	549.999
ENSMUSG00000074887.6	EU599041	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000074890.5	Lcmt2	255	194	159	141	172	185	168	225	189	231	261	158
ENSMUSG00000074892.10	B3galt5	6	2	5	3	4	3	2	7	3	10	6	0
ENSMUSG00000074895.11	Eif4e1b	0	0	3	4	13	1	0	4	2	6	6	2
ENSMUSG00000074896.4	Ifit3	1177.106	2160.897	364.656	487.318	396.25	906.229	640.431	390.428	471.499	2290.234	748.346	391.376
ENSMUSG00000074899.7	Sptbn5	64	47	73	84	46	60	56	76	41	55	75	63
ENSMUSG00000074903.6	Gm2058	1.01	1.012	4.046	0	2.007	4.042	4.035	3	1.004	4.021	0	1
ENSMUSG00000074909.6	Ranbp6	1162	934	1114	593	954	1236	832	884	873	823	726	736
ENSMUSG00000074912.12	Gm14207	17	5	21	13	6	14	14	6	3	7	6	5
ENSMUSG00000074913.4	Gm815	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074916.6	Chst14	445	523	434	269	401	433	300	409	421	472	508	291
ENSMUSG00000074918.5	Inafm2	564	631	615	428	518	676	783	685	609	668	639	515
ENSMUSG00000074919.3	Gm10787	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074922.2	Pabir1	138	163	156	123	173	179	113	191	178	118	183	120
ENSMUSG00000074923.11	Pak6	4	2	0	1	4	1	0	4	3	2	0	0
ENSMUSG00000074925.5	Ptar1	1471	1223	1513	657	942	1387	971	1049	921	1114	747	883
ENSMUSG00000074928.6	Krtap14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074930.6	Gm13981	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000074934.4	Grem1	14	29	71	8	3	12	6	11	21	4	16	3
ENSMUSG00000074939.4	Chrm5	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074945.4	Or4f61	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074946.6	Or4f60	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074947.4	Or4f59	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074952.4	Or4f57	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074955.4	Or4f56	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074965.6	Or4k35	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074966.6	Or4f52	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074968.12	Ano3	17	11	59	10	25	22	8	47	18	23	23	11
ENSMUSG00000074971.5	Fibin	2169	2158	2481	2489	4170	3488	1315	3378	2284	2194	4434	2363
ENSMUSG00000074973.5	Gm11382	1	0	1	0	0	0	2	1	0	0	0	0
ENSMUSG00000074978.5	Actg-ps1	2.001	1	0	0	0	1.001	0	1	0	0	0	0
ENSMUSG00000074981.16	Dcdc5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074987.11	Wt1os	2	0	1	0	0	0	2	2	1	1	0	1
ENSMUSG00000074991.6	Gabrr3	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000074994.7	Qser1	3015	1980	2369	1209	1862	2151	1368	1831	1798	1563	1185	2095
ENSMUSG00000074995.3	Or5ac19	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074996.5	Or5ac17	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074997.4	Pin1rt1	0	0	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000074999.3	Gm10797	3	0	2	0	1	0	1	0	1	2	0	0
ENSMUSG00000075000.12	Nrbf2	1559.263	1388.567	1268	1103	1581.002	1712.119	1173	1436.129	1094	1533.978	1516.584	1165
ENSMUSG00000075002.3	Ftdc1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075010.7	AW112010	742.001	751.999	855	1207	1255	1425	828	1232.001	582.999	718.999	1172.999	745.999
ENSMUSG00000075012.5	Fjx1	72	51	67	62	78	92	31	87	93	97	80	45
ENSMUSG00000075020.8	Mir670hg	13	10	11	8	8	11	4	9	9	7	8	11
ENSMUSG00000075023.13	Accsl	1	0	1	1	2	0	0	5	1	2	1	0
ENSMUSG00000075025.11	Gm10804	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075027.12	4631405J19Rik	4	1	1	5	1	6	2	9	3	2	1	0
ENSMUSG00000075028.13	Prdm11	90	82	121.999	53	68	102	45.999	95	71	81.999	109.001	52
ENSMUSG00000075029.8	4930558J22Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075031.5	H2bc3	4	4	4	1	4	3	6	4	1	11	11	1
ENSMUSG00000075033.5	Nxpe3	102	77	140	59	98	118	72	106	69	91	111	89
ENSMUSG00000075040.10	Zfp408	321	263.001	259.999	172	238	298	162.999	252.001	251	336.001	257	162
ENSMUSG00000075042.11	4930431P03Rik	25.563	16	7.58	18.103	8.886	32.339	9	11.292	7.082	1.671	5	1
ENSMUSG00000075044.15	Slc22a29	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075045.5	Gm4981	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000075046.9	Duxf3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075053.4	Vdac3-ps1	54.252	47.988	47.211	35.276	47.092	55.053	30.195	36.93	33.835	34.206	22.091	53.015
ENSMUSG00000075054.6	Yae1d1	1905.001	1552.919	1709.727	863	1393.001	1670	1325.704	1398.915	1284.86	1249.344	966	1060.19
ENSMUSG00000075061.3	Or4b1b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075062.5	Or4b12	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000075063.3	Or4b13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075064.6	Or4x15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075065.6	Or4b1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075066.8	Or4b1d	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000075067.5	Or4x12-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075068.4	Or4c3d	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075069.4	Or4c3	0	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000075070.7	4932412D23Rik	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000075072.4	Or4c58	0	0	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000075073.4	Or4a47	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075074.4	Or4a81	0	0	0	0	0	1	0	0	0	0	2	0
ENSMUSG00000075075.3	Or4a80	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075078.6	Or4a77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075079.4	Or4a76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075081.7	Or4a74	0	3	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075084.4	Or4a71	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075085.7	Or4a70	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075086.3	Or4a69	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075088.3	Or4a2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075090.5	Or4a15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075091.6	Or4c125	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075092.3	Or4c124	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075093.4	Or4c1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075094.2	Or4c123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075095.6	Or4c15b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075097.4	Or4c121	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075099.4	Or4c119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075100.5	Or4c118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075101.5	Or4c117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075102.3	Or4c116	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075104.4	Or4c114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075105.4	Or4c113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075107.4	Or4c111	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075110.3	Or4c109	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075111.12	Or4c108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075112.3	Or4c15	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000075113.3	Or4c29	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075114.5	Or4p8	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000075115.4	Or4a67	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075117.4	Or4p23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075119.3	Or4a27	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075120.5	Or4a66	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075121.3	Or4c103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075122.6	Cd80	475	396	305	134	232.001	370	360.001	369	329	460	345	279
ENSMUSG00000075125.3	Or4p20	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000075126.5	Or4p4b-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075127.3	Or4p18	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075128.8	Or5d3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075132.3	Or5d43	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075133.3	Or5d41	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075136.5	Or5d37	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075137.5	Or5d36	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075139.4	Or5d14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075140.5	Or5d18	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075141.6	Or9m1b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075142.2	Or5d47	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075143.6	Or5l14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075144.6	Or5l13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075145.3	Or5d16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075146.3	Or9m1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075148.2	Or5w17	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075149.3	Or5w15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075150.3	Or5w14	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075151.7	Or5w13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075153.3	Or5w12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075155.3	Or5w1b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075156.5	Or5w10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075158.6	Or5as1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075159.6	Or5aq1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075160.4	Or5aq7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075161.4	Or5aq6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075163.6	Or5aq1b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075164.3	Or5j1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075165.4	Or5be3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075166.3	Or8i2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075167.4	Or5t16	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075168.5	Or8h9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075169.6	Or8h8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075170.5	Or8h7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075171.4	Or5t15	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075172.4	Or8k40	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075174.3	Or8k3b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075175.3	Or5t7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075176.4	Or8k38	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075179.4	Or8k32	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075181.2	Or8k28	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075184.5	F930017D23Rik	0	0	2	2	1	0	0	0	1	5	0	1
ENSMUSG00000075185.2	Or8k25	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075186.5	Or8k24	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075187.3	Or8j3b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075188.5	Or8k23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075189.6	Or8k53	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075190.3	Or8k22	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075192.5	Or8k21	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075193.3	Or8k20	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075194.4	Or8k18	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075195.4	Or8k17	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075196.4	Or8k3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075197.4	Or8k1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075198.3	Or8j3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075199.4	Or8u8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075200.3	Or8u9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075201.3	Or5al7	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075202.6	Or5al1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075203.2	Or5al6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075204.4	Or5al5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075205.6	Or8u10	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075206.2	Or5m12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075208.7	Or5ar1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075209.4	Or9g20	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075210.5	Or9g3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075211.5	Or9g4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075212.6	Or5g26	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075214.4	Or5g25	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075215.3	Or5g23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075217.2	Fads2b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075218.4	Or5ak25	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075219.4	Or5ak24	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075220.2	Or5ak23	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075221.4	Or5ak22	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075222.6	Or5ak20	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075223.5	Or5ak4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075224.11	Lrrc55	82	51	40	51	31	70	23	43	19	13	45	43
ENSMUSG00000075225.17	Ccdc162	98	64.999	49	32.001	45	54	40	32	59.999	58	58.999	45.001
ENSMUSG00000075227.7	Znhit2	167	237	104	270	264	227	153	230	240	309	430	231
ENSMUSG00000075229.12	Mix23	789	643	657.001	507	680	870	550.999	614	549.001	580	554	561
ENSMUSG00000075232.7	Amd1	9597.947	6207.534	8829.022	6159.449	13146.48	9563.082	3981.759	10783.557	6424.793	5749.633	6634.546	10795.482
ENSMUSG00000075245.5	Gm6043	1	2	0	0	0	1.961	1.936	1	0	1	0	0
ENSMUSG00000075249.13	Fsip2	1	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000075254.13	Heg1	2780.001	1599.999	1921	1659.001	1794.999	2811.001	1659.999	1714	1954	2061	1223.001	1817.999
ENSMUSG00000075256.10	Cerkl	53	36	45	18	42	26	49	46	14	46	33	30
ENSMUSG00000075265.5	Tnk2os	0	0	3	0	1	2	0	2	0	1	1	0
ENSMUSG00000075266.6	Cenpw	59	109	71	37	63	79	59	50	65	140	79	59
ENSMUSG00000075267.10	Pjvk	2	2	2	1	3	1	1	3	2	1	9	2
ENSMUSG00000075268.3	Gm10819	0	0	1.003	6.016	1.082	1.003	3.006	1.003	4.017	1.003	4.013	3.373
ENSMUSG00000075269.6	Bex6	1	4	1	0	2	0	1	0	0	4	0	4
ENSMUSG00000075270.12	Pde11a	19	14	12	4	4	5	9	8	8	15	13	1
ENSMUSG00000075271.5	Ift70a1	233.755	171.611	214.963	128.061	201.048	228.711	165.329	182.889	134.306	225.858	204.047	156.808
ENSMUSG00000075272.5	Ift70a2	2.254	2.395	2.349	2.194	2.245	3.295	1.102	1.113	1.103	2.142	2.194	2.192
ENSMUSG00000075273.5	Ift70b	469.991	334.993	362.688	307.745	362.707	464.993	438.569	406.998	376.59	333	389.759	227
ENSMUSG00000075276.6	Gm13653	1	1	1	0	5	1	2	0	0	2	1	1
ENSMUSG00000075277.6	Haglr	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075279.6	Mrpl23-ps1	19.598	8.908	5.659	7.952	13.084	15.228	7.297	11.01	11.603	11.832	16.681	6.392
ENSMUSG00000075284.11	Wipf1	6136.999	5632	6725	3315	5101	6347.001	4201	5831	4579.001	5677	5510	3692.999
ENSMUSG00000075286.5	Gm1968	0	1	0	0	0	3	1	0	0	3	0	0
ENSMUSG00000075288.3	Gm6913	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075289.6	Carns1	441.397	404.538	349.85	524.942	646.96	484.715	213.932	376.674	272.505	293.466	461.525	460.537
ENSMUSG00000075296.6	Aldh3b2	1	2	16	15	6	8	110.093	32	60	34	50	6
ENSMUSG00000075297.11	H60b	9	6	6	3	8	4	5	4	6	4	4	3
ENSMUSG00000075302.11	Erich2	7	6	7	4	6	0	6	5	6	20	11	7
ENSMUSG00000075304.3	Sp5	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000075307.4	Klhl41	26100	16070	15353	16480	20068	22014	14351	15626	15311	12016	8873	23087
ENSMUSG00000075312.5	Gm13597	0	0	1.014	2	0	1.003	1.02	0	1	0	0	1
ENSMUSG00000075316.14	Scn9a	0	0	0	0	4	0	0	2	0	1	0	0
ENSMUSG00000075318.14	Scn2a	138	116	146	120	111.999	172	100	123.999	150	133	118	76
ENSMUSG00000075324.14	Fign	106	118	160	89	142	189	101	149	86	117	127	58
ENSMUSG00000075325.4	Gm13582	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075327.11	Zbtb2	581	538	623	302	514	608.001	438	544	576	550	504	397
ENSMUSG00000075330.5	A930003A15Rik	598	474	184	490	401	501	238	212	380	160	131	190
ENSMUSG00000075334.3	Rprm	20	21	16	27	48	28	12	55	13	32	47	26
ENSMUSG00000075335.4	4930588K23Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075359.3	Gm20775	0	3.399	0	0	0	1.408	0	0	0	3.349	1.296	0
ENSMUSG00000075370.13	Igll1	0	0	0	4	10	9	2	1	6	4	0	0
ENSMUSG00000075376.11	Rc3h2	3576	3272	3990	2092	2785	3553	2412	2933	2496	2713	2217.999	2366.001
ENSMUSG00000075377.3	Or1b1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075378.3	Or12k8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075379.5	Or12k5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075380.3	Or1l8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075382.4	Or1n1b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075383.5	Or1n1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075384.3	Or1j1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075387.3	Or1j13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075389.5	Reno1	154	118.999	125.999	124	147.999	169	181.001	178.999	88	125.002	103	89.001
ENSMUSG00000075390.6	Rpl36-ps8	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075391.7	Glo1-ps	127.012	108.873	108.417	73.499	148.359	166.062	93.618	154.83	62.061	84.001	67.236	89.636
ENSMUSG00000075394.5	Hoxc4	157	166	177	202	236	262	120	180	129	120	176	158
ENSMUSG00000075395.13	A630010A05Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075402.2	Krt76	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000075405.4	9430097D07Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075408.7	Smim41	3	9	1	0	6	4	3	7	5	12	2	13
ENSMUSG00000075410.15	Prcd	14	17	17	39.929	40	32	21	29	18	14	50	20
ENSMUSG00000075415.14	Fnbp1	2975.999	2778.999	2970	1375.998	1725	2322	1858	2300	2195	3048	2470	1516
ENSMUSG00000075416.7	Gm14488	12	9	6	14	16	10	0	6	8	12	11	7
ENSMUSG00000075419.5	Dolk	579	551	427	380	556	610	636	510	460	530	548	521
ENSMUSG00000075420.7	Smim6	14	15	1	0	10	1	3	0	2	9	0	0
ENSMUSG00000075425.13	Gm13547	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075427.16	Or10ad1c	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075431.7	Gm11691	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075437.5	Gm11681	0	0	0	0	0	1	5	2	0	0	0	0
ENSMUSG00000075463.4	4930594M22Rik	3	4	3	0	2	1	3	4	1	0	2	1
ENSMUSG00000075465.3	Gm10837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075467.5	Dnlz	951	785	689	703	1060	823	591	785	828	802	818	871
ENSMUSG00000075469.4	Gm17205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075470.3	Alg10b	3365	2554	2690	1156	1650	2418	2054	2023	2144	2548	1723	1701
ENSMUSG00000075478.4	Slitrk1	16	16	16	11	18	8	4	19	8	9	18	10
ENSMUSG00000075480.3	Gm10840	0	0	0	0	1	0	1	1	0	0	0	0
ENSMUSG00000075486.11	Commd6	1749	1532.001	1545	1012	1579	1644.001	1495	1621.001	1262	1543	1646	1107
ENSMUSG00000075502.3	Kbtbd6	22.067	35.005	25.384	5.013	16.054	27.042	25.133	16.129	22.047	55.165	15.134	19.045
ENSMUSG00000075510.4	Fam187a	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075511.11	1700001L05Rik	57.001	38	45	21	22	31	23.999	36	38	83	18	15
ENSMUSG00000075512.6	Gm1587	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000075514.6	Gm13375	157.999	225	138	295	298	276	154.999	284	200	237.999	370	223
ENSMUSG00000075517.8	Cyp2d37-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075520.6	Malrd1	0	0	0	0	0	2	0	0	1	0	1	0
ENSMUSG00000075524.4	4930407I10Rik	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000075528.14	Aarsd1	628.65	528.341	518.662	443.528	720.543	634.916	503.01	505.538	678.026	641.872	633.398	648.232
ENSMUSG00000075534.6	Gm13262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075538.3	Gm10855	0	1	2	0	0	4	1	0	0	0	0	0
ENSMUSG00000075543.5	Urad	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075549.3	Gm6878	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000075551.5	Cyp3a41a	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000075552.5	Cyp3a41b	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075553.3	Gm5464	6	1	0	3	5	2	7	7	3	2	1	1
ENSMUSG00000075555.14	Gm10863	88	66	67	36	51	77	64	76	39	76	54	40
ENSMUSG00000075558.4	Gm17151	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075566.3	Krtap4-6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075567.5	Krtap1-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075569.11	Rsph10b	10	13.385	15	19	28	33	15	22.503	11	16	19	13
ENSMUSG00000075570.3	Krt26	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075571.9	Defb30	0	2	0	3	1	0	0	2	1	1	7	3
ENSMUSG00000075572.2	Defb43	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075573.5	Defb47	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000075574.3	Defb48	14	287	510	40	62	138	42	100	124	210	215	21
ENSMUSG00000075576.13	Gm12359	8	8	16	18	11	18	4	6	5	6	6	6
ENSMUSG00000075581.6	Gm16409	0	4.062	1.024	2.008	6.002	1.164	1.019	2.01	0	0	7.123	2.008
ENSMUSG00000075585.4	6330403L08Rik	508	395	445	283	482	477	355	453	399	361	365	425
ENSMUSG00000075586.5	Gm11529	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000075587.6	Gm11531	7	2	3	4	3	1	2	2	1	2	0	0
ENSMUSG00000075588.7	Hoxb2	53	49	28	76	38	26	76	45	15	20	18	40
ENSMUSG00000075589.4	Gm11536	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075590.5	Nrbp2	418.999	495.999	506	637	536	588	591	557	486	526	615	449
ENSMUSG00000075591.3	Gm10874	4	4	2	4	9	4.808	2	7	5	2	2	3
ENSMUSG00000075592.12	Nynrin	615	501	441	156	266	364	239	377	391	519	415	195
ENSMUSG00000075593.11	Gal3st4	42	33	36	46.659	76	41.628	23	56	37	33	51	26
ENSMUSG00000075595.10	Zfp652	3232.097	2091.055	2498.871	1565.649	2210.196	2449.65	1322.15	2215.045	2036.517	1976.9	1610	2333.981
ENSMUSG00000075598.6	Smok3c	0	0	0	0	0	0	0	0	0	0	0	0
