gene_id,gene_name,pi5_1,pi5_2,pi5_3,pi5_4,NC_1,NC_2,NC_3,NC_4,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<0.05 & |log2FC|>=0.585)
MSX1,MSX1,92,72,71,68,125,69,117,74,84.27562942091174,7.270335563814511e-5,0.02181988825645285,0.9776042442122516,NA,NS
MSX2,MSX2,147,126,116,119,236,142,187,126,145.93171980257813,-0.0021175654749559423,0.021601739735025365,0.5228701787796664,NA,NS
MTA3,MTA3,1159,1003,946,976,1752,1232,1292,982,1143.4678302586879,-6.659519237255043e-4,0.016216471187645288,0.8801150469224074,NA,NS
MTAP,MTAP,204,121,125,198,388,165,158,181,184.80297164977716,-0.0011756403788054032,0.02202597218703177,0.6469272903680963,NA,NS
MTARC2,MTARC2,24,20,17,23,20,21,19,12,19.622895882189432,0.0025056422180018034,0.023296379843170713,0.09941643186438646,NA,NS
MTBP,MTBP,288,287,241,327,507,313,345,252,313.0722352811114,0.001959892682464065,0.020660796656159174,0.6065974138446943,NA,NS
MTCH1,MTCH1,1362,1098,1091,1221,1882,1407,1371,1164,1304.084334349795,0.0061608502225022135,0.020336465508031906,0.25375128614484765,NA,NS
MTCL1,MTCL1,2153,1864,1711,1896.999,3070,2371.999,2375.999,1863,2125.0375278787533,4.3070963138689544e-4,0.01385297448844587,0.9178261891088213,NA,NS
MTERF2,MTERF2,1465,1273,1221.999,1354,2192,1683.001,1648,1334.001,1493.789892358518,-0.0015049982564587074,0.01517320955015942,0.7314165825265431,NA,NS
MTERF3,MTERF3,738,653,579,666,1151,800,806,629,736.2750601937769,-3.0599618872135446e-4,0.01732126002179973,0.9443643832387701,NA,NS
MTF1,MTF1,1232,1153,977,1136,1736,1434,1455,1162,1265.9202227175417,-0.001614745861310133,0.016303146963468525,0.7184272134593226,NA,NS
MTFMT,MTFMT,397,313,283,321,581,373,384,419,376.41082719938834,-0.003164490746217663,0.021101636851771955,0.43556681525201446,NA,NS
MTFP1,MTFP1,218,169,218,158,318,228,265,256,225.56987891590057,-0.0037802959640316084,0.022663641625969486,0.2779760373876331,NA,NS
MTFR1L,MTFR1L,1272,1119,917.999,1274,1825,1457.999,1410.999,1141.999,1279.1064574755687,-2.46268881050909e-4,0.017151270108649173,0.9552963701293747,NA,NS
MTFR2,MTFR2,337,342,288,328,625,370,387,346,368.72334061688855,-0.002197025291642637,0.020306541083065465,0.5854546070992004,NA,NS
MTG1,MTG1,722,631,559,589,1044,752,730,666,698.8918293078978,-2.5962368494177697e-4,0.017260021192039062,0.9528143890952092,NA,NS
MTG2,MTG2,1560,1386,1311.999,1407,2363,1569,1585,1399,1546.4730127735852,0.006717145013485699,0.02124747699593336,0.2242202729736731,NA,NS
MTHFD2,MTHFD2,33,19,19,23,47,19,19,29,25.327852926632424,3.4993845283670444e-4,0.02255518983664108,0.8207957768875446,NA,NS
MTHFR,MTHFR,254,202,184,212,285,288,302,210,239.1099312197926,-5.176046691086866e-4,0.0205752571282351,0.8841864716474509,NA,NS
MTHFSD,MTHFSD,677.999,575.001,545.999,651,1037.001,716.999,786,679.999,695.6477157050025,-0.0031954362468983757,0.018859394699709788,0.49200808483845987,NA,NS
MTIF2,MTIF2,1805,1489,1464,1601,2568,1873,1960,1563,1759.7696739812873,0.0023656769104387454,0.015409446445758002,0.5963814899136243,NA,NS
MTIF3,MTIF3,1047,790,834,855,1639,1027,1077,892,994.9282773893478,-0.002112519646364929,0.018532006959045173,0.6349273783190856,NA,NS
MTM1,MTM1,2474,2074,1976,2136,3406,2465,2637,2077,2367.7609484436803,0.008031240163882793,0.02112899733374228,0.17494256165168082,NA,NS
MTMR1,MTMR1,2574,2130,2020,2210,3569,2577,2817,2321,2485.847144558814,8.133111641938415e-4,0.013757827614861374,0.845092090622301,NA,NS
MTMR14,MTMR14,1359.999,1280,1029,1218.999,1998.001,1670,1565.001,1284,1398.587915107238,-0.006406400166641361,0.021305502136156226,0.23633469412169836,NA,NS
MTMR2,MTMR2,1241,1189.999,1010,1208,2057,1429,1482,1281,1333.941278652753,-0.007588484595017968,0.02232698738609293,0.18645698831368554,NA,NS
MTMR6,MTMR6,2250,1858,1821,2074,3125,2205,2210,1981,2160.787256617553,0.0163959644509125,0.030117300639330026,0.04798091314891379,NA,NS
MTMR7,MTMR7,12,29,24,23,26,23,21,21,22.6851526343604,0.0013040030488878239,0.022779249157511144,0.377179221977977,NA,NS
MTMR9,MTMR9,2393,1984,1974,2264,3474,2675,2520,2059,2376.8574925098555,0.0032224816978409744,0.016838925710629237,0.49228810431552483,NA,NS
MTO1,MTO1,1890,1615,1516,1607,2620,1916,1995,1707,1830.1885876913038,0.0032601320777545274,0.015991127594461002,0.47992740275732093,NA,NS
MTPAP,MTPAP,1760,1514,1476,1530,2476,1847,1825,1530,1718.9361393180145,0.007170767987847298,0.020680995552303426,0.20692462097310352,NA,NS
MTRF1,MTRF1,1524,1240,1215,1281.001,2497,1518,1632,1383,1497.4036988811354,-0.004262141179410709,0.01965925187433689,0.380422998823555,NA,NS
MTRF1L,MTRF1L,901,707.999,751,764,1322,906,904,766,861.3900271271912,0.00241630163594897,0.01811916971707933,0.5955258950937649,NA,NS
MTRFR,MTRFR,210,171,187,192,338,222,249,223,219.60815461426725,-0.0032330798376139377,0.021540099010517746,0.4044687541397796,NA,NS
MTRR,MTRR,1151,1092,988,1157,1687,1382,1387,1131,1229.5901550429269,-2.529841215760253e-4,0.015992908593966428,0.9541214528564008,NA,NS
MTSS1,MTSS1,2350,1991,1908.999,2130.001,3342,2605.001,2919,2277,2398.7959285690604,-0.008211107935896276,0.02219582145106405,0.16941285806888978,NA,NS
MTSS2,MTSS2,1609,1421.999,1249,1436.001,2327,1683,1753.001,1483,1592.4814348999773,4.6466913331180134e-4,0.01441774652300283,0.9131304301471405,NA,NS
MTTP,MTTP,75,66,77,77,111,95,71,69,79.3913981230478,0.0018419033585886765,0.02218321390447221,0.4921093755578349,NA,NS
MTUS1,MTUS1,1143.001,1014.999,965,1042.999,1570.001,1239,1287,1112.001,1157.5761268082897,0.0016124610267162936,0.01613578908756696,0.7183358538869167,NA,NS
MTX1,MTX1,1847,1725,1565,1575,2762,2151,2164,1769,1910.502842836229,-0.005124514368560149,0.01863193772966824,0.3174248964887919,NA,NS
MTX2,MTX2,923,740,713,813,1452,896,955,772,886.4175401784659,4.0910876999302825e-4,0.017841194906088015,0.9249381289499847,NA,NS
MUC20,MUC20,38,38,40,37,64,49,51,49,45.119666742595115,-0.0012722505477798809,0.022369945373056522,0.5592467423073734,NA,NS
MUC4,MUC4,41,48,42,32,78,77,45,51,50.56847115743484,-0.002427838517228723,0.022932483333242888,0.25240643124923295,NA,NS
MUC5B,MUC5B,10,11,8,17,17,20,23,11,14.302286241024047,-8.333172686157163e-4,0.022759300393999007,0.4950468434598248,NA,NS
MUL1,MUL1,2536,2007,1948,2207,3326,2585,2591,2150,2383.1631925053653,0.005906349950223148,0.019015064272820018,0.266070916028674,NA,NS
MUS81,MUS81,338,314,284,268,432,386,455,332,346.71239902151694,-0.0030003892299501744,0.021181451414531136,0.44745504992416285,NA,NS
MUSK,MUSK,12,20,15,18,25,21,15,13,17.233542275945233,6.578057795491126e-4,0.022668497835743193,0.6322610279392544,NA,NS
MUTYH,MUTYH,300,247,229,248,348,342,315,319,291.1941461316949,-0.0015823976412480019,0.020636117234948882,0.6698556410767038,NA,NS
MVB12A,MVB12A,1721,1369,1345,1243,2308,1760,1804,1519,1604.514135805637,-0.002744154448866629,0.01780612422336923,0.5534618721048118,NA,NS
MVB12B,MVB12B,732,657,576,666,1006,782,744,634,714.6635181050876,0.006803292623065909,0.022225958862792453,0.21064683309086557,NA,NS
MVD,MVD,2644,2134,2039,2268,3689,2761,3061,2445,2582.1913231099093,-0.006009283668453455,0.01927408319289879,0.2611643781784728,NA,NS
MVK,MVK,1551,1310,1240,1281,2199,1741,1769,1510,1547.1870617797554,-0.010496413887533014,0.024819101613717587,0.11240128698631224,NA,NS
MXD1,MXD1,452,405,331,385,615,466,484,417,437.4756065280372,4.968508615555914e-4,0.01845140360782271,0.9071139483934596,NA,NS
MXD3,MXD3,563,465,459,482,742,640,656,515,556.9883201316842,-0.001998842152317574,0.018662693912486907,0.6502470784246754,NA,NS
MXD4,MXD4,1260,1168,1098,1214,1970,1480,1391,1185,1322.6027992579434,5.736516115172738e-4,0.015673258179715824,0.8959816196345625,NA,NS
MXI1,MXI1,424.001,364,342,376.001,644,454.999,475,343,418.7470366205838,4.191904820775884e-4,0.01875955070508841,0.9203841846804786,NA,NS
MXRA7,MXRA7,1888,1612,1638,1674,2740,1926.999,2053,1653,1868.5740281246747,0.005940046628085404,0.019586873738042115,0.2662422747414674,NA,NS
MXRA8,MXRA8,34,11,20,9,39,24,25,20,21.84230173954445,-7.28213959314636e-4,0.02268241065801341,0.5949747949856699,NA,NS
MYADM,MYADM,765,756.001,562.999,615,975,848,908,779,766.891301181442,-0.0024293997398856983,0.0198000925443088,0.5686767050418724,NA,NS
MYB,MYB,467,374.999,413.999,444,654.001,519.999,603.001,409.999,478.1929174170941,-7.39848283818611e-4,0.019140573721472147,0.8576540106150597,NA,NS
MYBL2,MYBL2,2195,1988,1828,2021,3394,2490,2518,2269,2296.1684780322616,-0.00829573065236499,0.021637598442211366,0.1672603317509583,NA,NS
MYBPC2,MYBPC2,303,271,287,221,284,304,388,338,301.0317698691621,2.4700947945569506e-4,0.022165947283462578,0.9099692262928952,NA,NS
MYCBPAP,MYCBPAP,497,470,480,476.999,691,598.001,669.001,516,544.3283238056168,-0.0010734454663279594,0.019090701638840548,0.7970121203039524,NA,NS
MYCL,MYCL,19,25,14,23,34,29,34,15,23.488107628042457,-5.182665012488373e-4,0.02257372077644318,0.7371090348598262,NA,NS
MYG1,MYG1,920,749,677,660,1173,976,1039,850,865.4484586225531,-0.006170287281430849,0.022445148044261367,0.2246281513920342,NA,NS
MYH11,MYH11,15,17,29,27,37,27,32,25,25.873450910475135,-4.791089916584677e-4,0.02255228942336569,0.7615207923804873,NA,NS
MYL11,MYL11,85,75,71,58,121,61,107,93,82.60749075402671,-7.528498089978578e-4,0.022025418541242424,0.7581686803639374,NA,NS
MYL5,MYL5,14,12,18,8,36,15,12,9,14.782181069310667,-1.314283667829753e-4,0.022695572880851063,0.9104534417017044,NA,NS
MYL9,MYL9,1639,1345,1183,1416,2227,1841,1806,1457,1584.2648373809914,-0.004741267703222276,0.01891105181981985,0.3470701194863493,NA,NS
MYLIP,MYLIP,703,563,537,575,884,674,745,606,652.1377394899624,0.0034041251994601147,0.019146773345989607,0.46608671004519464,NA,NS
MYLK,MYLK,2131,1882,1646,2035,2955.001,2378.001,2353,1923,2130.4391910555864,0.0020781788451805358,0.015543887969391856,0.6413175441343688,NA,NS
MYLK3,MYLK3,283,197,200,214,394,260,271,208,247.2142398410525,4.3094071545490646e-4,0.020234448653536168,0.9076495506770251,NA,NS
MYO18A,MYO18A,1685,1685,1466,1562,2590,2050.001,2066.999,1685,1818.5860924573308,-0.0039637342725127095,0.017760282507974148,0.4147381063288323,NA,NS
MYO19,MYO19,809,868.999,757,815.999,1250,955,1000,831.001,900.1773132399775,0.0025062535241727442,0.018293264788415597,0.5820686504320767,NA,NS
MYO1A,MYO1A,13,18,30,18,21,18,21,21,20.45065308681139,0.0011704615326765253,0.022777765771605375,0.39837695325775546,NA,NS
MYO1D,MYO1D,615,556,460,529,912,658,603,592,604.5050175544127,-5.212806254763714e-4,0.018138366239478156,0.9037194286199661,NA,NS
MYO1E,MYO1E,2392,2057,1825,2292,3695,2761,2737,2184,2438.681995863606,-0.006111697185798805,0.019988574889562044,0.2568947517166383,NA,NS
MYO5A,MYO5A,2382,2076,1922,2362,3490,2642,2555.999,2049.001,2394.6460921924677,0.00554722831007788,0.019522964990905618,0.28997419895529636,NA,NS
MYO5B,MYO5B,2275,1939,1789,2102,3275,2633,2434,2027,2268.3719400375076,-6.72842878850436e-4,0.0147097881373813,0.8756737834714674,NA,NS
MYO5C,MYO5C,705,777,686,837,1125.999,941,961.001,775,841.6814958076584,3.8055094735035794e-4,0.01857466077709416,0.9283162965389193,NA,NS
MYO7A,MYO7A,357,384,355,404,600,496,528,375,430.3929616590035,-0.0027921964966940494,0.02044728911950872,0.5032701580401717,NA,NS
MYO7B,MYO7B,1587,1682,1488,1578,2397,2041,2295,1918,1851.0959195320006,-0.008471544258432374,0.024988945687758703,0.1281524133844823,NA,NS
MYO9A,MYO9A,885,1003,824.001,1044,1428.999,1169.999,1138,949,1042.9635828540008,0.0016432758284155031,0.018759291090394113,0.7042091675940827,NA,NS
MYOM2,MYOM2,14,12,20,16,29,13,25,14,17.518106735390894,-3.770967131094257e-5,0.02262664130790127,0.9776744112183082,NA,NS
MYORG,MYORG,15,9,11,11,15,12,13,22,13.529028197807053,-3.519604774615365e-4,0.022703254572105525,0.7662468138154533,NA,NS
MYOT,MYOT,5,16,12,15,12,6,13,23,13.178280189237611,2.682138940909712e-4,0.02275306301961927,0.790481097291007,NA,NS
MYOZ3,MYOZ3,13,4,11,11,17,5,5,14,9.94288255036881,4.8468977638101076e-4,0.02278717876695151,0.613347971084477,NA,NS
MYPN,MYPN,84,86,69,73,95,84,102,74,83.10474036104097,0.002353037942845889,0.022396170589867686,0.39158970795757786,NA,NS
MYPOP,MYPOP,211,175,182,173,324,220,240,196,210.75308485869235,-0.0017610986894269142,0.020604287667175838,0.6408313508903429,NA,NS
MYRF,MYRF,317,364,275,318,489,407,519,372,376.86711759086995,-0.005630025033086699,0.023743487164928172,0.17435403763915053,NA,NS
MYRIP,MYRIP,69,63,55,55,121,65,71,64,68.47565985535927,-5.91078403589777e-4,0.021940549104166762,0.8137664234635162,NA,NS
MYSM1,MYSM1,942,906,870,979,1302,1160,1222,977,1035.305936808894,2.5716221618320975e-4,0.01787139674498258,0.9526870191619299,NA,NS
MYZAP,MYZAP,73,34,42,41,107.001,45,52,53,53.710943044556316,-5.901687651910839e-4,0.02233653349870825,0.7667767425399549,NA,NS
MZT1,MZT1,1577,1343,1306,1505,2430,1826,1684,1298,1588.1774015180645,0.0015622488448472536,0.01720663272838631,0.7271812873544401,NA,NS
MZT2B,MZT2B,46,47,40,35,74,66,51,52,50.359894812943324,-0.0019393758435038875,0.022579640025713058,0.3907957848991749,NA,NS
N4BP1,N4BP1,1391,1451,1185,1615,2214,1792,1510,1272,1531.3410473025233,0.005217003905339309,0.02191803976205213,0.272173059902396,NA,NS
N4BP2,N4BP2,2081,1923,1765,2065,3110,2331,2384,1979,2171.6892640821143,0.0024343914131014954,0.015319941721759399,0.5852041774531009,NA,NS
N4BP2L1,N4BP2L1,891,811,778,732,1236,949,1090,854,904.9698480555522,-0.00117293963013082,0.017635869539561738,0.7904385032948849,NA,NS
N4BP2L2,N4BP2L2,1177.571,978.884,914.864,1038.898,1728.663,1238.553,1192.55,975.836,1133.2834187104613,0.002540876967809683,0.017294467259342153,0.5812514575715291,NA,NS
N4BP3,N4BP3,35,41.032,33,39,46,37,48,24,37.70338413145177,0.002223223164108708,0.022908892472432604,0.2608684091025248,NA,NS
N6AMT1,N6AMT1,1045,1009,961,1045,1586,1260,1215,946,1117.3160551345638,0.004005818666593797,0.018980073282138105,0.4089020512865818,NA,NS
NAA16,NAA16,1586,1476,1497,1485,2187.001,1690,2081,1586,1682.0238357948938,0.00142093476290621,0.017869927257609997,0.7478452831084919,NA,NS
NAA35,NAA35,1443,1110,938,1294,1946,1367,1420,1094,1299.567834064931,0.004274328890117271,0.020288975604793126,0.36951971091875335,NA,NS
NAA38,NAA38,406,343,326,362,555.001,386,458,432,403.54523206846585,-5.331551856922411e-4,0.019362421099434403,0.8951802030273526,NA,NS
NAA40,NAA40,2206,2105,1715,2003,3240,2557,2544,2137,2273.7630878046866,-0.0038095060700492024,0.017150947976887914,0.4274019147174145,NA,NS
NAA60,NAA60,1250,1158.001,955,1182,1748,1419,1409,1110,1259.0066545710313,0.0016920604139232672,0.016611278119970985,0.7065779979956981,NA,NS
NAA80,NAA80,294,279,234,268,426,325,326,285,300.02639425278693,1.8484906271673253e-4,0.019294356569737034,0.9636021090805621,NA,NS
NAALADL2,NAALADL2,80,88,82,101,140,91,105,96,96.84450616153954,9.046544536082603e-4,0.021676620835209395,0.7500726211100611,NA,NS
NAB1,NAB1,1290,1136,978,1122.001,1868,1375,1352,1129,1257.4708053878617,8.806078642601655e-4,0.015523136893321188,0.8409347914718057,NA,NS
NAB2,NAB2,1089,976,922,961,1497,1274,1335,1130,1132.7169859476978,-0.005764306609955581,0.0210013628563976,0.26825876838455087,NA,NS
NABP1,NABP1,1350.999,1176,1118,1153,1967.001,1366.999,1493,1235,1334.6531890492138,0.0010466067631901164,0.015440793355025512,0.8114854414132746,NA,NS
NABP2,NABP2,496.001,440,403.001,425.999,715,649,608,456.999,513.9965130020616,-0.007356325209656542,0.024221215134401147,0.15341100392228305,NA,NS
NACAD,NACAD,45,34,32,22,52,47,33,48,38.651231837997045,-7.751402968440068e-4,0.022447845067895145,0.6769768326735985,NA,NS
NACC2,NACC2,1719,1519,1428.999,1569,2480,1800,1869,1551,1715.4977419950562,0.004974577362948568,0.01790153829349573,0.32445872813281945,NA,NS
NADSYN1,NADSYN1,232,132,131,130,304,209,233,170,186.03822315484692,-0.004958027628607981,0.023919311184182848,0.1461551394167356,NA,NS
NAE1,NAE1,1890,1618,1510,1728,2864,2010,2085,1651,1881.2065299822386,1.887874324509923e-4,0.014631192972286444,0.964852685027795,NA,NS
NAGA,NAGA,1319,1265,1104,1183,1679,1422,1597,1484,1372.2910977439865,-9.637892870308724e-4,0.01865453401228342,0.8208641815352181,NA,NS
NAGK,NAGK,96,67,71,93,221,112,83,100,100.53237298860022,-0.003528793029745863,0.02340726910654247,0.16180342172078882,NA,NS
NAGLU,NAGLU,134,138,119,143,191,163,202,133,151.00744511454135,-5.862607421471114e-4,0.021142508542005153,0.8552148288847967,NA,NS
NAGPA,NAGPA,1096,997,893,918,1436,1167,1363,1113,1109.3353259528108,-0.0028880414941311735,0.018954200836453595,0.5266018757608155,NA,NS
NAIF1,NAIF1,278,294,219,287,455,358,318,238,299.56898339562804,4.5027256446016404e-4,0.020151710723843832,0.9045080089790419,NA,NS
NALF1,NALF1,85,72,55,95,122,72,91,87,83.63252163191446,9.068550071838813e-4,0.021927930360265874,0.7264561398160668,NA,NS
NALF2,NALF2,603,617,445,548,787,685,719,632,622.8697752140173,-9.600408887529699e-4,0.019246623134855093,0.815717345432041,NA,NS
NANP,NANP,2343.999,1810,1880,1962,3250.999,2359,2333,1897.999,2190.382214243992,0.005101251479604929,0.019071148764551918,0.32003436116248485,NA,NS
NANS,NANS,2526,2094,1986,2121,3633,2984,2855,2367,2520.016439786171,-0.01817631788660756,0.031006376054580304,0.040183189264842406,NA,NS
NAPA,NAPA,2318,2082,1766,1953,3120,2415,2485,2079,2244.008177488026,0.0026628183135196906,0.015614396998447105,0.5553448911306041,NA,NS
NAPB,NAPB,1374,1376,1354,1273,1921,1586,1692,1277,1468.6754428065153,0.006177286845973209,0.02189085410358238,0.23687064227818333,NA,NS
NAPEPLD,NAPEPLD,457,551,493,467,815,602,644,472,553.940346315966,-9.321325822518667e-5,0.019435925395845897,0.9814375382759437,NA,NS
NAPG,NAPG,1396,1133,1007,1168,1909,1425,1534,1190,1319.3260692132815,-0.001588701420650166,0.016105291400348158,0.7221043022763307,NA,NS
NAPRT,NAPRT,69,51,44,37,64,57,67,67,56.63542028303884,-2.8198846028963014e-4,0.02218130527698588,0.8964474781748719,NA,NS
NARF,NARF,1571,1356,1203,1451,2313,1629,1638,1384,1539.4729068857416,0.0027805508340636048,0.016599576946730206,0.5471975971505221,NA,NS
NARS2,NARS2,1222,972,964,1080,1930,1245,1178,1105,1184.983406711304,-4.654384407050735e-4,0.017584629551172945,0.9151791640464165,NA,NS
NAT10,NAT10,2119,2069,1658,1946,2925,2540,2466,2070,2193.8243068765983,-0.0016504614788877229,0.01662246729187136,0.7132352571863105,NA,NS
NAT8L,NAT8L,26,17,10,17,25,17,17,19,18.221729304357666,6.640037680767342e-4,0.02265539968047815,0.6373211352698185,NA,NS
NAT9,NAT9,628,516,497,507,774,642,744,628,610.0100044397831,-0.002322833064287473,0.01956588620294453,0.5887107278143713,NA,NS
NATD1,NATD1,770,646,611,673,993,787,785,629,727.605167056466,0.010378785590164996,0.02607883238995816,0.10108797455378594,NA,NS
NAV1,NAV1,20,17,16,22,35,30,28,27,23.78878387725498,-0.0018144099755576309,0.02288844520877031,0.2723166295685073,NA,NS
NAXD,NAXD,811,672,672,683,1184,931,923,780,816.4549598025145,-0.007560898299737694,0.02282371926111174,0.18176076942694575,NA,NS
NAXE,NAXE,2339,1836,1930,1965,3133,2322,2523,2109,2237.1477145675904,0.0018913641740900176,0.015740446329200828,0.6718963536931841,NA,NS
NBAS,NBAS,701,714,619,773,999,896,1017,817,808.7119551403481,-0.0037916210160155897,0.021021659443644033,0.38539847068007344,NA,NS
NBEA,NBEA,485,403,428,460,717,518,611,445,499.72160875563736,-9.112171073019121e-4,0.018619330065151908,0.8305429947935643,NA,NS
NBEAL1,NBEAL1,1612.999,1457,1228,1559,2233,1799,1784,1413,1611.2098938652625,0.0035378407393292454,0.017778657326571447,0.4592568464287094,NA,NS
NBEAL2,NBEAL2,1390,1480.001,1179,1363.001,1992.001,1818.001,1962,1481,1562.2561503727259,-0.005458627315606351,0.021846406339203976,0.2647765869170997,NA,NS
NCALD,NCALD,152,114,94,107,150,127,131,122,123.72146310407811,0.003131189761630486,0.022478647620435915,0.3248545374268994,NA,NS
NCAM1,NCAM1,311.001,273,268,264,423.001,322,322.999,315,309.088302669042,0.0013675512544978584,0.01974401830881623,0.7343372308616469,NA,NS
NCAPD3,NCAPD3,2400,2270,2062,2100,3539.001,2726,2560,2261,2452.6209772562493,0.0019498356163706802,0.015365566081944745,0.6600189166696178,NA,NS
NCAPG2,NCAPG2,2276,1977,1779,2007,3206,2367,2518,1872,2210.8972656681854,0.004183193978495199,0.0173708691984243,0.3908021732874914,NA,NS
NCBP2,NCBP2,76,68,79,73,112,66,66,71,75.99934555521321,0.003983091437450538,0.02362080791705421,0.1448149725528376,NA,NS
