gene_id,gene_name,J_904,J_897,J_899,A,B,C,baseMean,log2FoldChange,lfcSE,pvalue,padj,sig (padj<=0.05 & |log2FC|>=0.263)
ENSMUSG00000108181.2,C030015A19Rik,99,90,151,82,86,126,89.50241027870153,0.10390384338354675,0.19863870398168998,0.36621160542760434,0.5895583699321872,NS
ENSMUSG00000024664.6,Fads3,581.001,460.001,572,496,498,516,532.5585048094316,0.10374181358334153,0.16319301918594953,0.3662742389142198,0.5895917513155915,NS
ENSMUSG00000003575.14,Crtc1,252,274.001,272.999,402,323,271,274.3687355351596,-0.10290085994058942,0.1579932954449551,0.3663614141584969,0.5895971889339396,NS
ENSMUSG00000042595.8,Fam199x,677,629,866,969,704,1017,685.9011171519165,-0.10367536432891855,0.1628326304576073,0.3663478790099603,0.5895971889339396,NS
ENSMUSG00000021294.8,Kif26a,152,211,232,240,199,100,157.2062802324516,0.10465109149676992,0.1900563533838917,0.3665023408063205,0.5896216919888582,NS
ENSMUSG00000028525.17,Pde4b,1517,3055.001,2098.999,1996.001,1849,1985,1689.717982934513,0.1030986140529076,0.20383682481649354,0.36646330600737936,0.5896216919888582,NS
ENSMUSG00000087574.3,C030037D09Rik,24,26,67,96,27,49,38.74433304377974,-0.09491620555069732,0.23416117513111645,0.3664619332643878,0.5896216919888582,NS
ENSMUSG00000024777.11,Ppp2r5b,712,761,678,717,729.999,605,699.3465482263537,0.1023763266846977,0.15543544369625248,0.36656223732690113,0.5896506405651752,NS
ENSMUSG00000027284.17,Cdan1,311.621,354.743,369,355.548,368.778,298.599,336.7655061815146,0.09111012172784218,0.12120442890395353,0.36674042773220633,0.5898698478737693,NS
ENSMUSG00000010608.16,Rbm25,4388.999,4059,5583,5376.999,5117.999,5823,4470.467830764057,-0.08661871960656951,0.11202843821039904,0.36692201258975915,0.5899825124915351,NS
ENSMUSG00000020268.15,Lyrm7,382.999,423,487,540.001,359,362,377.8979038859206,0.09826672752133304,0.13983292902533603,0.36696900075992833,0.5899825124915351,NS
ENSMUSG00000021094.11,Dhrs7,1395,1344,1467,1318,1334.001,1185.999,1361.0154329129498,0.10484662376038655,0.18104369040352072,0.3668798894511471,0.5899825124915351,NS
ENSMUSG00000034266.7,Batf,139,210,154,150,178,143,165.91991541851547,0.10398799066523289,0.16647925625997034,0.36702010477195124,0.5899825124915351,NS
ENSMUSG00000039307.17,Hexd,240,246,259.001,338,278.999,292,241.21435171616278,-0.10002455504324888,0.14583346856085064,0.3670163113865059,0.5899825124915351,NS
ENSMUSG00000024037.14,Wdr4,385,389,412,469.001,471,445,392.0435967426515,-0.084366858224878,0.10791261913065604,0.36731190500177846,0.5900018249748459,NS
ENSMUSG00000024151.14,Msh2,473,419,552,637,506,569,472.6797771654485,-0.09213535433088355,0.12374660005649725,0.3672931841822971,0.5900018249748459,NS
ENSMUSG00000025920.20,Stau2,1674,1653,1905,2015,1659,1404,1532.3174902270116,0.09904180379247882,0.14255093407242025,0.3672556729231441,0.5900018249748459,NS
ENSMUSG00000026778.14,Prkcq,1353.001,1995.999,1997,1966.001,1339,1584,1454.9887008540145,0.10478238011567691,0.18211398901612946,0.36715250930858145,0.5900018249748459,NS
ENSMUSG00000036864.17,Proser3,68,76,68,64,72,58,68.37504556950994,0.10474314058244545,0.18047119906631914,0.367325610332904,0.5900018249748459,NS
ENSMUSG00000062929.9,Cfl2,11932,14976,17938.001,17585,13349,11074.999,12699.280525534754,0.10411031342367802,0.1677717701467086,0.36709378668295034,0.5900018249748459,NS
ENSMUSG00000078994.10,Zfp429,325.17,262.21,326.793,395.669,311.379,429.414,309.71618170784,-0.10352670761910612,0.16309120303932342,0.36718663287731007,0.5900018249748459,NS
ENSMUSG00000002365.11,Snx9,3985,4246,4046,4104,3583,4430,3480.084159512854,0.09179627602934112,0.12306475586496324,0.3675037100964178,0.5900109426406174,NS
ENSMUSG00000018500.3,Adora2b,91,148,150,188,172,132,144.8213887819154,-0.10441085052557861,0.17253878360137934,0.3675409268894011,0.5900109426406174,NS
ENSMUSG00000032388.8,Spg21,2395.999,1998,2267,3057.999,2654.999,2490,2306.432923929835,-0.10144830681327216,0.15189553808425116,0.3673982370776705,0.5900109426406174,NS
ENSMUSG00000047632.12,Fgfbp3,70,103,87,95,72,65,82.44328720859271,0.10377656884172351,0.19726149745930777,0.36748026984618265,0.5900109426406174,NS
ENSMUSG00000049550.18,Clip1,4217.001,3754,4486,6706.999,4401.999,4461,4142.9283158257995,-0.10281785288648794,0.15895891292879283,0.3675138315763643,0.5900109426406174,NS
ENSMUSG00000048240.16,Gng7,65,93,73,70,74,64,63.734115222856786,0.1044044334055671,0.1897835023656632,0.3676520589032924,0.5901220226858823,NS
ENSMUSG00000002105.16,Slc39a13,882.999,874,964,768.999,834.001,925,818.3911686637206,0.1037508539960574,0.16628038492992883,0.36798929478407927,0.5902930009077191,NS
ENSMUSG00000005566.15,Trim28,1891,1883,2010,2313.999,2430.001,1961.001,1944.3519010704013,-0.07885890869705223,0.09850090681553539,0.36800093060244987,0.5902930009077191,NS
ENSMUSG00000025782.13,Taf3,477,521,516,579,436,502,434.8554753826586,0.08637219450841731,0.11194892595046683,0.36806010816163864,0.5902930009077191,NS
ENSMUSG00000026017.14,Carf,316,318,393,453,380,392,339.0420047979261,-0.09443420217269233,0.12961718504729622,0.36797448050407017,0.5902930009077191,NS
ENSMUSG00000030835.7,Nomo1,1478,1308,1538,2031,1710,1577.999,1554.1134522284103,-0.10122914411601616,0.15158392748136315,0.3680941645086153,0.5902930009077191,NS
ENSMUSG00000034006.18,Slc66a2,2111,1690.999,1707,1754.999,1874.002,1715.997,1743.4911354479157,0.09825173008366996,0.1404774770397155,0.36802502059980735,0.5902930009077191,NS
ENSMUSG00000054676.18,1600014C10Rik,1264,1058,1334,1147,1259,1052.999,1164.704359857589,0.10216130083518361,0.15591365275381247,0.3679889462547595,0.5902930009077191,NS
ENSMUSG00000093606.3,B130034C11Rik,31,45.999,31,37,17,38,28.85630669953392,0.10013604699997719,0.21663038326504883,0.3678376561421025,0.5902930009077191,NS
ENSMUSG00000037204.8,Atg101,786,987,793,920,839,735,875.6437786197517,0.09913829094183461,0.1435387596871077,0.36817995151106636,0.5902960325468526,NS
ENSMUSG00000038742.8,Angptl6,62,109,75,82,74,45,75.09027736950766,0.09558225385052699,0.23133125235690377,0.3681385499983377,0.5902960325468526,NS
ENSMUSG00000091337.4,Eid1,5142,5344,5683,5136,4900,5575,4750.415810358286,0.09805645735939808,0.14000363233696853,0.36825183536150596,0.5903440222382219,NS
ENSMUSG00000000489.8,Pdgfb,1342,1059,1392,1803,1575.001,1266,1287.9739683912621,-0.10030572458007334,0.14802533243172125,0.3684147318419926,0.5903469721811715,NS
ENSMUSG00000026213.16,Stk11ip,628,542,604,737,768,605,646.8919736884212,-0.09223525621138787,0.1244722126114754,0.3684034357831736,0.5903469721811715,NS
ENSMUSG00000034616.18,Ssh3,896.999,688.999,815.999,979.001,862.001,985.001,799.0416328307131,-0.08784555335922627,0.11497277098782788,0.3683698003907341,0.5903469721811715,NS
ENSMUSG00000117916.3,9630028I04Rik,269.001,202,210,222.001,172.001,229.999,200.97364145819387,0.10449633833988915,0.18163932421359508,0.3684214830653104,0.5903469721811715,NS
ENSMUSG00000029007.9,Agtrap,436,496,502,444,509,426,456.2347756286171,0.09912785917191294,0.14395194019640375,0.36879821330310947,0.5907090572609,NS
ENSMUSG00000038524.14,Fchsd1,180,177,198,226.999,241.001,200.999,187.70028786424476,-0.09773182366832753,0.1393174480332717,0.3687711568947627,0.5907090572609,NS
ENSMUSG00000040356.17,Skic2,900.999,939,966,1190.999,1115,962,966.2118420579568,-0.08029361960413686,0.1011493191379076,0.36881536221534017,0.5907090572609,NS
ENSMUSG00000054435.17,Gimap4,935.999,711.999,1229,952,662,1013,670.2678831642845,0.10433259269993841,0.17613558800647647,0.36872044210912297,0.5907090572609,NS
ENSMUSG00000033166.12,Dis3,547,595,727.999,821,715,735.999,570.2381209431107,-0.10004360512408576,0.14737537312352547,0.3688675749266162,0.5907189763276067,NS
ENSMUSG00000045071.15,E130308A19Rik,143,176.001,160,217,178,184,147.82195432749236,-0.09705386908478857,0.13733717121001612,0.3689163515208701,0.5907189763276067,NS
ENSMUSG00000097391.9,Mirg,58.999,56.999,130.999,113,122,109.999,87.77617188341982,-0.09701377815400884,0.22660184771480676,0.36894749026032797,0.5907189763276067,NS
ENSMUSG00000009079.17,Ewsr1,4903.998,4456.993,5624.989,6102.995,6193.011,5433.985,4911.855259796137,-0.09200734404643472,0.12430568540413611,0.36921510966282717,0.5909845555851468,NS
ENSMUSG00000027823.10,Gmps,1734,1664,2113,2259,2020,2178.973,1764.736943205875,-0.08794168431521052,0.11547086582013492,0.36918489457860293,0.5909845555851468,NS
ENSMUSG00000029684.15,Wasl,1597,1653,2048,1792,1565,1894,1560.095941404431,0.08669235252239314,0.11300529497946622,0.36928135284680186,0.5909845555851468,NS
ENSMUSG00000058729.14,Lin9,434.999,440,524.001,602.999,563.001,485,474.3333928840325,-0.08950083629363945,0.11874143957561917,0.3692448727765783,0.5909845555851468,NS
ENSMUSG00000020458.17,Rtn4,36135.999,43491,47151.001,49769,39215.999,38020.002,35472.10004591146,0.0857614115410792,0.11121911726932539,0.36935574629821344,0.5910363954865203,NS
ENSMUSG00000028677.20,Rnf220,1636.001,1566.999,1604.001,1697.999,1573.999,1477,1577.8564985191422,0.09238547675535799,0.12528677437922484,0.36942286141628977,0.5910765782660636,NS
ENSMUSG00000016526.9,Dyrk3,48,28,31,42,51,57,35.60487332747497,-0.09840227456245942,0.22158027234206515,0.3695710345192312,0.5912464299402708,NS
ENSMUSG00000021427.11,Ssr1,6197,6055,7288,7332,8116,7769,6559.386899340018,-0.09501490221353642,0.13201316703232815,0.36967527267973826,0.5913459630725562,NS
ENSMUSG00000030124.3,Lag3,217,150,223,300,236,206,226.47237318130064,-0.10343248704429604,0.16739836175899117,0.36997834275861025,0.5917465200521621,NS
ENSMUSG00000109865.2,Hspa14,859.703,805.164,912.357,1014.292,970.106,1045.52,842.417398442828,-0.0887907811888387,0.11754059663309488,0.37000978041067184,0.5917465200521621,NS
ENSMUSG00000036955.17,Kifbp,1176.999,1326,1424.999,1370.999,1289,1325,1178.0148402303348,0.07377638776887457,0.0908693453797955,0.37009544972336617,0.5918162691485465,NS
ENSMUSG00000060600.16,Eno3,69211.999,91473.999,81683.001,87177,62828,66016,66813.28150983283,0.10304665196924072,0.1982129335419896,0.3701561833193734,0.5918461324474744,NS
ENSMUSG00000037712.18,Fermt2,4338,4960,5530,5540.999,4144.001,4521,4158.197615068026,0.10071188182066457,0.15135098341597697,0.3702729673626937,0.5919655983558084,NS
ENSMUSG00000060572.18,Mfap2,756,1098,949,659,803,913,776.3239812345886,0.10057771158400682,0.21228700037339798,0.3703583666096425,0.591967620959892,NS
ENSMUSG00000072770.10,Acrbp,114.015,122.941,155.847,77.628,111.879,151.039,123.63635059820898,0.103124520218275,0.197251323036265,0.37031807859079724,0.591967620959892,NS
ENSMUSG00000007670.11,Khsrp,1163,1038,1291,1537,1351,1242,1155.9885084902355,-0.08986906609691808,0.12004231448064548,0.37049837034003896,0.5921090323550928,NS
ENSMUSG00000009406.14,Elk1,507,578,623,677,531,517,528.077067513987,0.08098740574861707,0.10284947623032967,0.37053099338537143,0.5921090323550928,NS
ENSMUSG00000001027.8,Scn4a,1613,1792,1652,3707,1938,1568,1635.885263353427,-0.09914396660344171,0.21800958949237537,0.37059359184712976,0.5921418217863983,NS
ENSMUSG00000098022.8,Zfp82,128.372,127.03,154.618,139.259,85.321,152.817,112.15601448534144,0.10390274997271383,0.1762153748161901,0.3706485689697074,0.5921624276273526,NS
ENSMUSG00000021242.10,Npc2,26468,18782,23940,29149,26356.001,27903,23826.330442767317,-0.09708728538099481,0.13859669566211175,0.3707880631043318,0.5922300063927994,NS
ENSMUSG00000053477.19,Tcf4,7954.001,7837.002,9696.002,8194.002,7386,8897.001,7311.068266179485,0.09830346607237199,0.1425756642919477,0.3708509656800064,0.5922300063927994,NS
ENSMUSG00000060012.10,Kif13b,1250,1127,1317,1596.001,1328,1429.001,1208.5042913301313,-0.08794960278115814,0.11611737629327724,0.3708592109389816,0.5922300063927994,NS
ENSMUSG00000061825.11,Ces2c,18,63,72,51,36,27,37.13301519745149,0.08677485643399699,0.24980034497926343,0.3708405935495918,0.5922300063927994,NS
ENSMUSG00000049630.7,C1ql3,19,38,41,38,25,15,22.926375350078107,0.09252766533301807,0.23756431428987232,0.37094624570797946,0.5923017780100632,NS
ENSMUSG00000029713.16,Gnb2,5105.999,5520.999,4982.001,5043.001,5699,4373,5319.690660541802,0.09834866103042078,0.1428969771547617,0.37108694638219636,0.5924592136930187,NS
ENSMUSG00000040829.15,Zmynd15,172.001,143,224,188,206,265,171.14853679766418,-0.1024043754154046,0.16142701104007165,0.37121993063818387,0.5926042953988115,NS
ENSMUSG00000068329.13,Htra2,1461.001,1313.001,1320.001,1266.999,1381.001,1319.999,1317.7400278741848,0.09730444309650224,0.13964342774066021,0.37136366438648466,0.592766502410006,NS
ENSMUSG00000021070.7,Bdkrb2,28,34,52,76,57,30,44.426387203255224,-0.09667619868041129,0.2257949939345271,0.3715322157653194,0.5929682817567852,NS
ENSMUSG00000028644.18,Ermap,12,11,17,27,26,12,15.480567821189231,-0.0833142232641926,0.2554746983711284,0.37177521166172295,0.5932725909106605,NS
ENSMUSG00000059149.18,Mfsd4a,167,189,205,201,136,177,154.43533099727512,0.10373191719695134,0.18130744596531972,0.3718072043235585,0.5932725909106605,NS
ENSMUSG00000040363.16,Bcor,887,792,971,1223,944,948,860.3524199015109,-0.08528144249581003,0.11117788498008362,0.3719218905068789,0.5933883042191384,NS
ENSMUSG00000021890.7,Eaf1,2028,1846,2259,2347,2327,2341,1909.5843304489945,-0.07176552161190808,0.08821364009912706,0.3719915452097246,0.5934321532922848,NS
ENSMUSG00000048007.5,Timm8a1,906.205,1010.23,1209.607,1005.227,1118.299,898.902,959.3188873309723,0.09652322892345797,0.13768205302834655,0.37209199452817443,0.5935251130129755,NS
ENSMUSG00000034910.6,Pygo1,433,522,554,585,395,452,405.0270083392253,0.1020804940981729,0.1607932759866162,0.3722684300190918,0.5937392437072039,NS
ENSMUSG00000022668.11,Gtpbp8,721,840,854,986.999,723.001,735,698.8220831049783,0.08091954553575602,0.10327456357205198,0.3723627806767841,0.5938224217683257,NS
ENSMUSG00000022912.9,Pros1,6320,5433,6346,6250,6620,8718,5559.4719818556205,-0.09649380667856518,0.1378092487306588,0.37244359465066224,0.5938766728935944,NS
ENSMUSG00000026019.16,Wdr12,880,951,1046.015,1255,1018.998,1095,913.7828374507429,-0.08444181883104418,0.10975778930771843,0.37248120487200564,0.5938766728935944,NS
ENSMUSG00000085761.3,4930455G09Rik,40,26,25,49,46,32,31.783878291429097,-0.09929449623040645,0.21560721118010817,0.37257422711410154,0.5939576893564786,NS
ENSMUSG00000097772.9,5430416N02Rik,152,138,166,132,158,146,127.51366730816173,0.09917225881557083,0.14709400229916886,0.37267187053164247,0.594046053706533,NS
ENSMUSG00000033590.9,Myo5c,210,330,232,195.999,190.001,276.999,223.61957555756055,0.1005565339325128,0.2097594042967942,0.3727794625144589,0.5941502544459696,NS
ENSMUSG00000024381.18,Bin1,10339.001,14247,12249.001,13828,11569,8507.999,11064.08105529363,0.10338702816433616,0.18355330563280955,0.37323846071863753,0.5947468494428738,NS
ENSMUSG00000033400.15,Agl,11946.002,13194,14322.999,20352.002,14264.001,16518,12332.149199602027,-0.10331504057540754,0.18559430696152607,0.3733228340768124,0.5947468494428738,NS
ENSMUSG00000041718.17,Alg13,323.999,395.001,435,475,456,451,385.83050280576697,-0.0959023784443198,0.1364943598404944,0.37320253194743713,0.5947468494428738,NS
ENSMUSG00000044365.17,Cxxc4,36,48,67,48,47,37,46.07508794937665,0.10198045194941942,0.20080889347068895,0.3733088204400644,0.5947468494428738,NS
ENSMUSG00000068739.14,Sars1,3670,3453,3843,5007,3958.999,3769,3540.7941928669916,-0.07592845179361687,0.09515058471053872,0.3735343140385471,0.5950163988171197,NS
ENSMUSG00000066456.15,Hmgn3,662,685,668.999,474,596.999,740.001,561.9021909002091,0.10325484952659633,0.18544663418806234,0.3736110700255224,0.5950283280459334,NS
ENSMUSG00000072893.13,4933439C10Rik,208,197,197.001,156,162,222,178.09010027366165,0.1031214310234431,0.18844787942068827,0.3736263719879099,0.5950283280459334,NS
ENSMUSG00000004637.16,Wwox,191,174,248,288,234,214.001,188.2486798810367,-0.09560590568689858,0.13594138966024405,0.3737428533849027,0.595136185743558,NS
ENSMUSG00000018845.15,Unc45b,2583,3668,3120,3772.999,2448,2329,2681.8206798326314,0.10296618134640843,0.19027730676210847,0.37382097397578945,0.595136185743558,NS
ENSMUSG00000025102.15,3110040N11Rik,323,343.001,392,370.001,346.999,319,311.6000058799138,0.09372650926000517,0.1307582416688159,0.373798650164363,0.595136185743558,NS
ENSMUSG00000020211.16,Sf3a2,348.001,331,341,519,431,327,348.20516676088954,-0.101782138067684,0.1613249362843596,0.3740147038484395,0.5953099098015202,NS
ENSMUSG00000027803.15,Wwtr1,3945,4466,5508,4765,3616,5054,3497.8944041933037,0.096642627892261,0.1392352325191157,0.3739767786089418,0.5953099098015202,NS
ENSMUSG00000020175.16,Rab36,64,61,67,84.999,76.001,80,62.6136482425683,-0.10269543780836599,0.1693585102254858,0.37416961262198367,0.5953725287921544,NS
ENSMUSG00000029547.11,Ints1,414,477,421,629,613,395,492.92609594511185,-0.10145486684388139,0.1594543579321993,0.3741809724728406,0.5953725287921544,NS
ENSMUSG00000033377.15,Palmd,879,810,1113,1158.999,710,711,758.5520975401477,0.10319921398181292,0.18177565400480147,0.3741693264261691,0.5953725287921544,NS
ENSMUSG00000034429.16,Zfp707,137,167.999,148,150,154,129.999,147.08653140606594,0.09995362942090218,0.15209960044684345,0.3746355674891557,0.5960284574004974,NS
ENSMUSG00000002688.9,Prkd1,189,173,226,124,177,195,196.3594743800497,0.09964945510863749,0.2115971809759473,0.3750529449467625,0.5963553718972703,NS
ENSMUSG00000016921.15,Srsf6,6877.999,7559,8926,6984,7727,8180,6970.399011849652,0.08976329491300392,0.12165657258142043,0.37493128822198135,0.5963553718972703,NS
ENSMUSG00000024201.13,Kdm4b,375,361,387,570,443,380,378.8063855555353,-0.10059431202335081,0.1556495177462565,0.3750493251453983,0.5963553718972703,NS
ENSMUSG00000031422.17,Morf4l2,10617.988,11359.999,13147,11481.999,12043.001,11773.998,10565.623877901366,0.07759022122164316,0.09826600894397862,0.3749044109144206,0.5963553718972703,NS
ENSMUSG00000097180.7,2700038G22Rik,78,89.001,154.665,87,70.999,116,86.62995725618012,0.1005696704819668,0.20705988850247148,0.3750118965747365,0.5963553718972703,NS
ENSMUSG00000035041.9,Creb3l3,36,24,27,38,46,34,29.626752354455895,-0.1002094885480145,0.20881978911207155,0.3751158326188928,0.5963879783768002,NS
ENSMUSG00000043398.6,Gpr135,65,89,97,60,81,86,81.82186217028473,0.10295845468955792,0.18092694530512288,0.37525423033855376,0.5965344175847023,NS
ENSMUSG00000055782.10,Abcd2,1637,975,1498,2183.001,1509,1914,1615.2685433968543,-0.0998228578425166,0.21048191091065196,0.37533138698519064,0.5965344175847023,NS
ENSMUSG00000063952.17,Brpf3,524.001,444,523.999,646.001,520,609.999,505.8036955310173,-0.09198779759871548,0.1270862214349912,0.37533511464574715,0.5965344175847023,NS
ENSMUSG00000016481.16,Cr1l,2719.928,2518.985,2999.956,3569.994,2838.975,3423,2560.1788113757207,-0.09349818075938048,0.13103367266510332,0.37549005749328185,0.5965785355137702,NS
ENSMUSG00000020659.18,Cbll1,784.001,791.001,927,831,791,886.001,746.1352654209978,0.08024027931225451,0.10300225375765722,0.375478457066458,0.5965785355137702,NS
ENSMUSG00000027353.15,Mcm8,80,102,105,138,138,104,110.28095349841591,-0.10178820757233628,0.19859853975456246,0.375451401946374,0.5965785355137702,NS
ENSMUSG00000037533.21,Rapgef6,3508,2055.999,2885.001,3887,2769,3930,2631.803940543766,-0.10219251849742456,0.16728247343518565,0.3755639615835874,0.5966285919399686,NS
ENSMUSG00000019731.14,Slc35e1,1516,1228,1610,1920,1689,1575,1433.605057261447,-0.0922179602834321,0.12782408519483618,0.375677860410757,0.5967421663506234,NS
ENSMUSG00000001056.4,Nhp2,937,1064,1078,1343,1302,1030,1099.1456489119107,-0.09233540593943913,0.12821149668150383,0.3758664837499503,0.5969743972154966,NS
ENSMUSG00000052917.16,Senp7,733,750.001,841,1059.002,754.001,910,731.0220273990476,-0.08341324501013789,0.10899354848208605,0.37604806901006327,0.5971953986129793,NS
ENSMUSG00000025092.8,Hspa12a,466,381,514,414.001,362,465.001,383.5113099754915,0.10272185130272286,0.17987627073132625,0.3762949530187095,0.5975048977156968,NS
ENSMUSG00000053553.12,3110082I17Rik,255.001,278,280,338,353.999,273,266.7825083910506,-0.09062103637933877,0.12427838484490618,0.37640214915929443,0.5975048977156968,NS
ENSMUSG00000063450.15,Syne2,878,1066.999,1158.998,1300,890.001,840.001,925.7603520098397,0.09691496509199087,0.1417434400337418,0.3764127997619139,0.5975048977156968,NS
ENSMUSG00000090894.5,Or5v1,22.383,13.744,13.795,14.858,35.143,22.234,18.382652237100995,-0.0934319616919101,0.23207602134222646,0.3763481970642116,0.5975048977156968,NS
ENSMUSG00000027248.14,Pdia3,23045,20144.999,26040.001,20338,22573,23423,20058.3506544548,0.09733493195871872,0.1432460096511995,0.376494028585604,0.5975664302116647,NS
ENSMUSG00000051495.9,Irf2bp2,5361,4665,6555,4817,4921,6239,4949.84641261813,0.09479937755659756,0.1352724646322133,0.37662730553311463,0.5977105496179078,NS
ENSMUSG00000014748.14,Tex261,1860,1818,1737,2595,1984,1906.001,1875.7494778718149,-0.09068676247055506,0.12455839694927981,0.3766782729934445,0.5977240254356958,NS
ENSMUSG00000031402.13,Mpp1,4702,3842.001,4599,6134.999,5229.001,4447.001,4418.124062808544,-0.09398234210609045,0.13306636568454838,0.37683012038461966,0.5978975593699817,NS
ENSMUSG00000036046.15,5031439G07Rik,8172,6663,7566,10230,8204,8272,7522.747701863313,-0.09052335291588269,0.1242958769641389,0.3769551097900622,0.5979610308833001,NS
ENSMUSG00000037465.11,Klf10,2422.001,2713,2955,2635.999,2609,2898.999,2619.688714500832,0.07667971776665515,0.09728331451717909,0.37691789005388654,0.5979610308833001,NS
ENSMUSG00000024505.17,Dtwd2,184,239,211.999,207,172,225,185.67406903703852,0.10030249550009392,0.15636550627917944,0.3770505081520157,0.5979655364551058,NS
ENSMUSG00000027398.14,Il1b,61,64,134,40,93,73,97.70083545815788,0.09540745599466188,0.2257335721277299,0.3771675586073995,0.5979655364551058,NS
ENSMUSG00000029298.16,Gbp9,293,268,442,489,425,365,322.4551445414995,-0.10251526393656518,0.1829631497529343,0.3771683225591895,0.5979655364551058,NS
ENSMUSG00000029361.19,Nos1,146,139,169,395.999,210,96,159.16365919036545,-0.0894815229243508,0.24141107849161858,0.37710640641081944,0.5979655364551058,NS
ENSMUSG00000072676.13,Tmem254,925,913,1043,1001,995,878,914.7688808289931,0.08507191332057347,0.11260339250075978,0.3771704165417509,0.5979655364551058,NS
ENSMUSG00000041143.17,Tmco4,350.001,276,253.999,463,318,313,319.8013122539221,-0.09945071192270015,0.15249503003672463,0.37742335935969956,0.5982801885537425,NS
ENSMUSG00000053931.12,Cnn3,4131.958,4584.15,5573.954,4453.961,4603.311,4663.931,4051.5477865408375,0.0969045303653224,0.14243313349433617,0.3774539165705036,0.5982801885537425,NS
ENSMUSG00000075273.5,Ift70b,406.998,362.707,464.993,469.991,334.993,362.688,371.54544721778194,0.10124959342135051,0.16296764752983828,0.3775502723694751,0.5983655178266982,NS
ENSMUSG00000032086.13,Bace1,1776,1623,1889,2100.972,1878,2298,1559.0583434095706,-0.09239786706426611,0.1292636257986545,0.37766765088111776,0.5984841422521496,NS
ENSMUSG00000019027.9,Dnah1,31,28,39,33,21,31,24.690160211634673,0.09991258989706861,0.20719676684817337,0.3777842784233062,0.5985083522015218,NS
ENSMUSG00000038457.18,Tmem255b,52,54.001,61,73,38,34,45.54261238467621,0.09862148850209868,0.2134450896978502,0.3777547604095522,0.5985083522015218,NS
ENSMUSG00000097111.2,Peak1os,27,17,13,32,28,24,22.814327335587404,-0.0928241302127684,0.23282801316522003,0.3778105239202756,0.5985083522015218,NS
ENSMUSG00000016637.8,Ift27,399,492,486,437,399,445.999,396.563759992363,0.10192914484568041,0.17001715499300898,0.37791232686441345,0.5986022358887917,NS
ENSMUSG00000056359.8,D830013O20Rik,44,70.999,73,64,65,14,45.19606637737557,0.0857030791657634,0.24879881730874945,0.3780360844138896,0.5987308699912498,NS
ENSMUSG00000003355.8,Fkbp11,160,203,235,142,216,179,177.19932309912286,0.10223598697680704,0.1842120402654968,0.37830710979078574,0.5990926906342491,NS
ENSMUSG00000025537.13,Phkg1,6703,9152.999,7673.001,7586,6184,6876,6218.829868972378,0.10020708869759282,0.20481369440382444,0.37835612933821233,0.5991028977210897,NS
ENSMUSG00000092035.10,Peg10,214,242,482,440,462,318,333.90298247866735,-0.10110541444269586,0.1986803374687218,0.3784170279319439,0.5991319101100713,NS
ENSMUSG00000022179.6,4931414P19Rik,125,109,171,206,129,163,138.94136789575572,-0.09993806541100159,0.15627125562383978,0.3786820030963512,0.5992352766773161,NS
ENSMUSG00000024974.11,Smc3,1912,2026,2365,2528,2203,2674.001,2011.5320385850162,-0.08853172890667539,0.12041017490981054,0.3785473511484121,0.5992352766773161,NS
ENSMUSG00000027663.14,Zmat3,1102,899,898,1352,932,1194,865.1490785933347,-0.09168960035365502,0.12796086025035877,0.3786952327665842,0.5992352766773161,NS
ENSMUSG00000029263.16,Pigg,392,345,441,530,403,505,374.5128845153276,-0.098947983446307,0.151343811231434,0.37861931141696487,0.5992352766773161,NS
ENSMUSG00000063077.16,Kif1b,10379,10540,12814,17098,12249,11240,10891.826237529249,-0.09355973829484808,0.13285320473759896,0.3785838960242149,0.5992352766773161,NS
ENSMUSG00000021482.11,Prxl2c,3290,3175,3570.999,3850.999,2758,3344,2965.472732029172,0.08996851914919167,0.12379515475310407,0.37876394539556285,0.5992766179004229,NS
ENSMUSG00000004947.16,Dtx2,487,408,402,438,431.999,419,441.70062736829215,0.08878748310170158,0.12112282832088238,0.3788795269994809,0.5993247194173443,NS
ENSMUSG00000029833.18,Trim24,1279,1437.001,1711,1658.999,1182,1453.999,1272.9898612199188,0.09611159959271079,0.14072443197922632,0.3788627817383395,0.5993247194173443,NS
ENSMUSG00000034108.7,Ccs,635,629,539,639,567.001,574,561.6384144529547,0.09284506531354632,0.13109796718542985,0.37894859563443106,0.5993665997266173,NS
ENSMUSG00000000782.17,Tcf7,62.999,42,64,86,53,88,57.246770251868824,-0.0997685307355769,0.20626078590886623,0.37917461251619594,0.5993691445986985,NS
ENSMUSG00000002012.14,Pnck,176,223,138,158,164,132,153.59315132479372,0.09626360117811826,0.22143724719657237,0.3790908243858901,0.5993691445986985,NS
ENSMUSG00000024096.18,Ralbp1,2324,2017,2314.001,2986,2340,2415,2164.9847490999596,-0.07743595940168292,0.099149184318595,0.37905792991928455,0.5993691445986985,NS
ENSMUSG00000026065.9,Slc9a4,543.999,360,384,534,530,572,475.3001506813605,-0.10200539682872266,0.17637617919188475,0.37920576281709867,0.5993691445986985,NS
ENSMUSG00000032298.14,Neil1,205,220,273,303,306,235,260.9724576358901,-0.09723803043719571,0.14474268616426283,0.3789954279051205,0.5993691445986985,NS
ENSMUSG00000041842.16,Fhdc1,100,79,81,135,92,112,83.16740133201753,-0.10192037610701175,0.1876200815235678,0.379153825874371,0.5993691445986985,NS
